"student","course","group","LastLevelCompleted","L1.BadSteps","L2.BadSteps","L3.BadSteps","L4.BadSteps","L5.BadSteps","L6.BadSteps","L1.Percentile","L2.Percentile","L3.Percentile","L4.Percentile","L5.Percentile","L6.Percentile","L1.Score","L2.Score","L3.Score","L4.Score","L5.Score","L6.Score","L1.Zscore","L2.Zscore","L3.Zscore","L4.Zscore","L5.Zscore","L6.Zscore","L2.Path","L3.Path","L4.Path","L5.Path","L6.Path","L1.Reward","L2.Reward","L3.Reward","L4.Reward","L5.Reward","L6.Reward","condition","Interaction","hintCount","immediateHintFollowCount","delayHintFollowCount","PSCount","WECount","SkipCount","RestartCount","TotalTime","TotalPSTime","TotalWETime","avgTime","avgPSTime","avgWETime","avgstepTime","avgstepTimeWE","avgstepTimePS","IdleTime","IdleTimeCount","stepTimeDeviation","IdleTimeDeviation","symbolicRepresentationCount","englishRepresentationCount","englishSymbolicSwitchCount","difficultProblemCountSolved","difficultProblemCountWE","easyProblemCountSolved","easyProblemCountWE","UseCount","PrepCount","MorphCount","OptionalCount","InterfaceErrorCount","RightApp","WrongApp","WrongSemanticsApp","WrongSyntaxApp","PrightAppRatio","RrightAppRatio","F1Score","FDActionCount","BDActionCount","DirectProofActionCount","InDirectProofActionCount","actionCount","UseWindowInfo","NonPSelements","AppCount","AppRatio","hintRatio","BlankRatio","HoverHintCount","SystemInfoHintCount","NextStepClickCountWE","PreviousStepClickCountWE","deletedApp","unusedApp","ruleScoreMP","ruleScoreDS","ruleScoreSIMP","ruleScoreMT","ruleScoreADD","ruleScoreCONJ","ruleScoreHS","ruleScoreCD","ruleScoreDN","ruleScoreDEM","ruleScoreIMPL","ruleScoreCONTRA","ruleScoreEQUIV","ruleScoreNULL","ruleScoreCOM","ruleScoreASSOC","ruleScoreDIST","ruleScoreABS","ruleScoreEXP","ruleScoreTAUT","lg","nlg","square.nlg","nlg2","nlg3","X2","X3","postTest"
"kckwazem","CSC226-001-STADDON-S16","Cond 5",6,1,0,0,4,1,8,52.3148148148148,28.5714285714286,30.7692307692308,100,36.3636363636364,55,-4.62962962962963,-17.1428571428571,-21.5384615384615,-100,-32.7272727272727,30,0.358895402404207,0.756794546835668,0.552691830007131,-2.35158540500886,0.694563549915596,0.152024325838357,-1,-1,-1,-1,1,-4.62962962962963,-12.5132275132275,-4.3956043956044,-78.4615384615385,67.2727272727273,62.7272727272727,"Cond 5",1260,11,NA,NA,15,7,3,3,11130.454,10010.499,1119.955,505.929727272727,667.3666,159.993571428571,8.58169159599075,11.0886633663366,8.36998244147157,NA,NA,14.0838764611218,NA,23,0,6,3,2,9,4,94,68,46,8,258,141,75,57,18,0.146875,1.22608695652174,0.262325581395349,1039,0,1032,7,1039,3,79,960,0.923965351299326,0.0105871029836381,0.0760346487006737,7,3,39,4,26,NA,0.999991898555644,0.999990364310045,0.991000590042094,0.0115733717405916,0.234383586505554,0.866659857439486,0.0123766400491863,0.989715308408046,0.399560754160986,0.621670245544141,0.61750090592404,0.0246558823529412,0.0802450238945548,0.01,0.182824998838255,0.0115226260758516,0.0113409221902017,0.01,0.01,0.0113409221902017,34.6296296296296,0.330973451327434,3.38548195043324,0.330973451327434,7.48,16,16,100
"kdabraha","CSC226-001-STADDON-S16","Random",6,1,2,10,10,4,10,48.5436893203884,82.6086956521739,84.6153846153846,52.1739130434783,41.1764705882353,70,2.91262135922329,-25.2173913043478,-100,35.6521739130435,57.6470588235294,0,0.373483314604291,-0.122551977020871,-0.0614102033341256,0.271325904137267,0.57879864128161,-0.00800128030728191,1,-1,1,1,1,2.91262135922329,-28.1300126635711,-74.7826086956522,135.652173913043,21.9948849104859,-57.6470588235294,"Random",2024,5,NA,NA,12,7,0,22,7663.92962543964,7568.31462543964,95.615,403.364717128402,630.692885453303,13.6592857142857,3.73667948583113,1.54217741935484,3.80508528176955,NA,NA,17.5376445991119,NA,18,0,4,8,4,2,1,111,65,165,41,565,160,223,123,100,0.114122681883024,1.53846153846154,0.212483399734395,1470,16,1459,27,1486,0,84,1402,0.943472409152086,0.00336473755047106,0.0565275908479139,314,2,42,3,41,NA,0.0912937476570265,0.0734990317496273,0.971347204912652,0.64904805190812,0.0115513613843621,0.0843357974763564,0.831153693609837,0.0115744204979673,0.52202253081235,0.85832654776752,0.826739812091806,0.992315052251847,0.0437443972029865,0.01,0.430750607524731,0.0116730752031731,0.197182277387766,0.0115226260758516,0.0115534059132284,0.011852775297895,-2.91262135922329,-0.0299999999999999,-0.295598783449287,-0.0299999999999999,-1,16,16,100
"kepechac","CSC226-001-STADDON-S16","Random",6,0,1,0,0,2,2,24.2718446601942,65.2173913043478,35.2941176470588,8.69565217391304,63.6363636363636,30,51.4563106796116,9.56521739130434,69.4117647058823,100,-87.2727272727273,80,0.436546890676819,0.229784956914134,0.529621002471631,0.964714325821395,0.185216946644159,0.632101144275274,1,1,1,-1,1,51.4563106796116,-41.8910932883073,59.846547314578,30.5882352941177,-187.272727272727,167.272727272727,"Random",874,20,NA,NA,12,7,3,0,9312.04387631893,7407.59425087929,1904.44962543964,490.107572437838,617.299520906607,272.064232205663,10.3697593277494,10.6991551990991,10.2883253484435,NA,NA,42.6139688277604,NA,22,0,2,8,5,2,0,51,38,30,9,328,89,39,20,19,0.188559322033898,0.706349206349206,0.297658862876254,570,0,570,0,570,0,98,472,0.828070175438597,0.0350877192982456,0.171929824561404,17,14,53,6,0,NA,0.999500040915913,0.228988688539194,0.999999938754835,0.267287908638266,0.40941554362812,0.566085838631575,0.974591263414647,0.0350683987649341,0.438301138873257,0.901358512427834,0.990157094887671,0.118945582002822,0.0423258429887226,0.01,0.102169070011049,0.0115510837829704,0.01,0.0113409221902017,0.01,0.01,28.5436893203884,0.588,4.09679012403472,0.588,0.554716981132077,8,15,71.875
"kgohel2","CSC226-001-STADDON-S16","Cond 5",6,2,1,3,2,1,7,60.1851851851852,42.8571428571429,46.1538461538462,85.7142857142857,36.3636363636364,55,-20.3703703703704,-45.7142857142857,-52.3076923076923,-100,-32.7272727272727,30,0.280748822848452,0.658691550023637,0.368461220004754,-0.705475621502659,0.694563549915596,0.232037128911176,-1,-1,-1,-1,1,-20.3703703703704,-25.3439153439153,-6.59340659340661,-47.6923076923077,67.2727272727273,62.7272727272727,"Cond 5",1547,233,NA,NA,15,9,27,3,9276.74,8775.608,501.132,386.530833333333,585.040533333333,55.6813333333333,5.86022741629817,4.10763934426229,6.00657631759069,NA,NA,12.3434694007543,NA,51,0,4,2,2,11,5,144,81,34,2,297,120,141,57,84,0.126984126984127,0.526315789473684,0.20460358056266,1280,6,1281,5,1286,2,341,945,0.734836702954899,0.181181959564541,0.265163297045101,127,2,42,18,1,NA,0.173735277764454,0.454609242126906,0.996840163778076,0.0351943968849196,0.57148331293058,0.325465344756331,0.0946477291861455,0.0316630319810918,0.816342645434249,0.744730698824994,0.964838156594239,0.461283246503959,0.0437576117325009,0.01,0.01,0.0113409221902017,0.01,0.01,0.0113409221902017,0.01,50.3703703703704,0.418461538461539,4.59108513077929,0.418461538461539,2.47272727272727,16,16,100
"kjeanne","CSC226-001-STADDON-S16","Ensemble_Delay",6,0,0,14,59,49,53,24.2718446601942,43.4782608695652,88.2352941176471,100,100,100,51.4563106796116,53.0434782608696,-36.4705882352941,-60,-60,-100,0.436546890676819,0.582121890849139,-0.288884183166344,-3.12627736211496,-8.8420728604297,-6.92820323027551,1,1,1,1,-1,51.4563106796116,1.58716758125792,-89.5140664961637,-23.5294117647059,0,-40,"Ensemble_Delay",1300,1,NA,NA,14,6,1,0,11897.5226156375,11091.0646156375,806.458,594.876130781875,792.218901116964,134.409666666667,8.958977873221,11.8596764705882,8.80243223463292,NA,NA,43.5455852491691,NA,20,0,0,9,4,2,1,101,72,139,22,153,117,217,100,117,0.105121293800539,1.06363636363636,0.191332788225674,1165,10,1175,0,1175,0,62,1113,0.947234042553191,0.000851063829787234,0.0527659574468085,158,4,49,7,15,NA,0.0584880190824468,0.235700429311229,0.0160649254518311,0.0222478822461831,0.380107298298206,0.0402645490653223,0.0115633540063583,0.0115539752519552,0.969905522818726,0.0253145644871748,0.120425328677858,0.0283929314449116,0.0113409221902017,0.01,0.0578931343555623,0.0115226260758516,0.0115472830123936,0.0115511454336483,0.0115226260758516,0.0115510837829704,-151.456310679612,-3.12,-21.7380700458984,-3.12,-2.9433962264151,16,8,75
"kjenkin3","CSC226-001-STADDON-S16","Cond 5",6,1,5,3,2,8,6,52.3148148148148,71.4285714285714,46.1538461538462,85.7142857142857,100,50,-4.62962962962963,-100,-52.3076923076923,-100,-100,40,0.358895402404207,0.266279562775513,0.368461220004754,-0.705475621502659,-2.87086267298446,0.312049931983996,-1,-1,-1,-1,1,-4.62962962962963,-95.3703703703704,47.6923076923077,-47.6923076923077,0,140,"Cond 5",892,40,NA,NA,14,8,10,4,5919.737,5690.678,229.059,269.078954545455,406.477,28.632375,6.43449673913044,3.09539189189189,6.72656973995272,NA,NA,10.6554577606811,NA,31,0,0,3,4,9,2,79,75,69,11,115,151,83,52,31,0.216642754662841,0.993421052631579,0.355712603062427,805,0,717,88,805,0,108,697,0.86583850931677,0.0496894409937888,0.13416149068323,0,0,49,1,2,NA,0.999924839430803,0.220172594738482,0.999998385447079,0.19375064824827,0.219254625456024,0.669922225389502,0.800833340887582,0.01,0.927915132528531,0.994780846680534,0.962478928950166,0.052450453123748,0.118945582002822,0.01,0.0272478478966252,0.0115226260758516,0.0272478478966252,0.01,0.01,0.0115510837829704,44.6296296296296,0.426548672566372,4.36310775430167,0.426548672566372,9.64,16,16,100
"kjmcgowa","CSC226-001-STADDON-S16","Random",6,3,0,1,2,1,18,66.9902912621359,28.5714285714286,58.8235294117647,85.7142857142857,36.3636363636364,100,-33.9805825242719,-17.1428571428571,22.3529411764706,-100,-32.7272727272727,-100,0.247356162459236,0.756794546835668,0.471156346354633,-0.705475621502659,0.694563549915596,-1.41713247891999,-1,1,-1,-1,-1,-33.9805825242719,16.8377253814147,39.4957983193277,-122.352941176471,67.2727272727273,-67.2727272727273,"Random",1741,100,NA,NA,15,8,54,0,13547.6596254396,13218.8016254396,328.858,589.028679366939,881.253441695973,41.10725,7.63678671107083,5.13840625,7.73029334821032,NA,NA,22.6539035391011,NA,77,0,0,3,7,9,0,76,77,76,18,327,147,100,74,26,0.119415109666937,0.42485549132948,0.186429930247304,1440,7,1447,0,1447,2,216,1231,0.850725639253628,0.0691085003455425,0.149274360746372,476,12,48,0,18,NA,0.974540879572428,0.982282800485899,0.999999260091438,0.0620672604315607,0.576058013166777,0.532036580081963,0.915009345837567,0.0113409221902017,0.981374037899521,0.999002494631511,0.980753359489816,0.37587770187929,0.457470807436531,0.01,0.0115472830123936,0.0115226260758516,0.032847474926756,0.0115226260758516,0.0115510837829704,0.0113409221902017,-66.0194174757281,-0.492753623188405,-5.70362228429907,-0.492753623188405,-1.94285714285714,0,0,0
"klsebast","CSC226-001-STADDON-S16","Ensemble_Delay",6,0,1,2,5,5,9,24.2718446601942,65.2173913043478,58.8235294117647,39.1304347826087,52.9411764705882,55,51.4563106796116,9.56521739130434,22.3529411764706,61.7391304347826,34.1176470588235,30,0.436546890676819,0.229784956914134,0.412691690237635,0.618020114979331,0.369445941243581,0.0720115227655375,1,1,1,1,1,51.4563106796116,-41.8910932883073,12.7877237851662,39.386189258312,-27.6214833759591,-4.11764705882354,"Ensemble_Delay",1275,15,NA,NA,12,5,7,7,10133.4676539094,9872.29465390937,261.173,596.086332582906,822.691221159114,52.2346,7.75916359411131,5.80384444444444,7.82894104195826,NA,NA,25.7683778592598,NA,22,0,2,9,4,0,0,74,58,113,17,204,167,95,71,24,0.162293488824101,1.3046875,0.288677614520311,1102,0,1096,6,1102,4,73,1029,0.933756805807623,0.0136116152450091,0.0662431941923775,128,4,29,4,22,NA,0.947205127523377,0.0955340290529288,0.99999999997623,0.0278494810530535,0.140347372897672,0.853237446463657,0.974591263414647,0.0393117647058824,0.999668377122329,0.996590372653767,0.969551768940484,0.796669924616546,0.118945582002822,0.01,0.213020296898485,0.01,0.0284345155025657,0.01,0.0113409221902017,0.01,-21.4563106796116,-0.441999999999998,-3.07955992316894,-0.441999999999998,-0.416981132075471,0,0,0
"knrichar","CSC226-001-STADDON-S16","Ensemble_Immediate",4,2,7,1,0,NA,NA,59.2233009708738,95.6521739130435,38.4615384615385,42.8571428571429,NA,NA,-18.4466019417476,-51.304347826087,-36.9230769230769,-45.7142857142857,-300,NA,0.310419738531763,-1.8842366466959,0.491281626673005,0.940634162003545,-20,NA,1,-1,-1,NA,NA,-18.4466019417476,-32.8577458843394,14.38127090301,-8.79120879120877,-254.285714285714,NA,"Ensemble_Immediate",2108,33,NA,NA,5,10,62,1,29777.6168215308,29210.0468215308,567.57,1985.17445476872,5842.00936430616,56.757,14.0195936071237,4.93539130434783,14.5395952322204,NA,NA,64.1784623633693,NA,73,0,6,1,5,2,3,120,164,217,169,477,177,493,193,300,0.120490129339687,0.487603305785124,0.193231441048035,1640,7,1645,2,1647,2,178,1469,0.891924711596843,0.0200364298724954,0.108075288403157,37,2,61,7,1,NA,0.0734950763003071,0.0467903910954832,0.0143891304138333,0.012027122855287,0.0115511564017141,0.0193060483804216,0.0116226956627777,0.0437554561907802,0.0137698499225698,0.0614071709295282,0.0115511563775924,0.0276853012200759,0.0115511695315893,0.01,0.0115921249116302,0.0115511607455879,0.0116961774215269,0.0276533056622126,0.0115511551501584,0.0137698536712037,NA,NA,NA,NA,NA,12,4,50
"ksmitch3","CSC226-001-STADDON-S16","Cond 2",1,15,NA,NA,NA,NA,NA,90.2777777777778,NA,NA,NA,NA,NA,-80.5555555555556,-300,NA,NA,NA,NA,-0.73515671137636,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,-80.5555555555556,-219.444444444444,NA,NA,NA,NA,"Cond 2",459,26,NA,NA,2,1,3,1,4397.88,4279.66,118.22,1465.96,2139.83,118.22,9.4578064516129,4.92583333333333,9.70444444444444,NA,NA,15.254267747832,NA,5,0,12,0,0,0,0,23,20,40,2,66,26,59,39,20,0.0755813953488372,1,0.140540540540541,398,1,399,0,399,2,55,344,0.862155388471178,0.0651629072681704,0.137844611528822,46,6,8,3,9,NA,0.423728595722522,0.0174037542584585,0.0346315346372789,0.0115511454336483,0.318650192417683,0.01,0.0113409221902017,0.01,0.0656044485731503,0.0138727052843561,0.0216005890107748,0.058374084528474,0.01,0.01,0.01,0.01,0.01,0.01,0.0115226260758516,0.01,NA,NA,NA,NA,NA,8,16,75
"ktvalaku","CSC226-001-STADDON-S16","Cond 6",6,2,0,4,0,0,1,60.1851851851852,28.5714285714286,61.5384615384615,42.8571428571429,18.1818181818182,10,-20.3703703703704,-17.1428571428571,-83.0769230769231,-45.7142857142857,3.63636363636363,100,0.280748822848452,0.756794546835668,0.307051016670628,0.940634162003545,1.20391015318703,0.712113947348093,-1,-1,-1,-1,1,-20.3703703703704,3.22751322751323,-65.9340659340659,37.3626373626374,49.3506493506493,96.3636363636364,"Cond 6",1654,24,NA,NA,17,8,12,3,10145.427,9966.192,179.235,405.81708,586.246588235294,22.404375,6.00676554174068,2.71568181818182,6.1405988909427,NA,NA,9.36108371631395,NA,33,0,0,4,3,10,4,89,70,90,32,150,171,110,73,37,0.117687543014453,1.06875,0.212027278363298,1513,26,1539,0,1539,0,86,1453,0.944119558154646,0.0155945419103314,0.0558804418453541,619,2,42,3,58,NA,0.999890148091414,0.998475797166137,0.999999999556059,0.200849691010843,0.552603642177911,0.532899438262482,0.586947521350166,0.14857918085367,0.994624146173849,0.99368982319214,0.996865624579718,0.439760400200323,0.0431547736030487,0.01,0.0196294559318947,0.0115506295623785,0.0402335106025689,0.0113409221902017,0.0115472830123936,0.02764584010769,120.37037037037,1,10.9713431434064,1,5.9090909090909,16,16,100
"lhmenden","CSC226-001-STADDON-S16","Cond 5",6,3,4,0,18,12,7,68.9814814814815,57.1428571428571,30.7692307692308,78.2608695652174,88.2352941176471,55,-37.962962962963,-74.2857142857143,-21.5384615384615,-16.5217391304348,-36.4705882352941,30,0.202602243292698,0.364382559587544,0.552691830007131,-0.283384833210035,-1.09602295902262,0.232037128911176,-1,-1,1,1,1,-37.962962962963,-36.3227513227513,52.7472527472527,5.01672240802676,-19.9488491048593,66.4705882352941,"Cond 5",1166,9,NA,NA,14,7,0,8,4850.892,4512.242,338.65,230.994857142857,322.303,48.3785714285714,4.06272361809045,3.64139784946237,4.09831244323342,NA,NA,7.84666936429142,NA,21,0,0,6,3,6,2,88,62,60,6,357,143,73,45,28,0.193243243243243,1.36190476190476,0.338461538461538,836,1,798,39,837,0,97,740,0.884109916367981,0.010752688172043,0.115890083632019,3,0,43,28,9,NA,0.99988784021369,0.0654871174340992,0.999999999933337,0.930459290364274,0.0125673319733652,0.386127540211265,0.138146479212272,0.997537982787574,0.379908177564984,0.836950511611027,0.25901923755875,0.48401095901753,0.0431547736030487,0.01,0.102169070011049,0.0115226260758516,0.0113409221902017,0.01,0.01,0.01,67.962962962963,0.49261744966443,5.78616811771425,0.49261744966443,1.79024390243902,16,16,100
"ljvandep","CSC226-001-STADDON-S16","Ensemble_Delay",6,5,0,1,10,2,5,74.7572815533981,43.4782608695652,58.8235294117647,52.1739130434783,63.6363636363636,50,-49.5145631067961,53.0434782608696,22.3529411764706,35.6521739130435,-87.2727272727273,40,0.12122901031418,0.582121890849139,0.471156346354633,0.271325904137267,0.185216946644159,0.392062735056815,1,1,1,-1,1,-49.5145631067961,102.558041367666,-30.690537084399,13.2992327365729,-122.924901185771,127.272727272727,"Ensemble_Delay",1877,18,NA,NA,14,7,3,4,13343.4699617281,12860.5839617281,482.886,635.403331510862,918.613140123436,68.9837142857143,6.98610992760634,6.80121126760563,6.99324848381083,NA,NA,35.7655488313397,NA,21,0,6,9,5,2,1,76,91,119,47,351,159,174,111,63,0.107577807848444,1.31404958677686,0.198874296435272,1529,30,1558,1,1559,0,81,1478,0.948043617703656,0.0115458627325208,0.0519563822963438,513,2,48,0,27,NA,0.999585734261438,0.830178248868694,0.998331956385535,0.315863073685879,0.741278758963612,0.0634307924120255,0.998977710735885,0.159012819595717,0.328248231422805,0.982900015416279,0.875344965949084,0.517610913397853,0.130237998647721,0.01,0.124796183741618,0.0116946042968452,0.0137754889236847,0.0115510837829704,0.0115510837829704,0.02764584010769,89.5145631067961,0.598701298701299,7.32068884632575,0.598701298701299,1.8078431372549,8,16,75
"lmmoland","CSC226-001-STADDON-S16","Ensemble_Delay",6,2,0,0,6,5,4,59.2233009708738,43.4782608695652,35.2941176470588,39.1304347826087,52.9411764705882,50,-18.4466019417476,53.0434782608696,69.4117647058823,61.7391304347826,34.1176470588235,40,0.310419738531763,0.582121890849139,0.529621002471631,0.548681272810918,0.369445941243581,0.472075538129635,1,1,1,1,1,-18.4466019417476,71.4900802026171,16.3682864450128,-7.67263427109974,-27.6214833759591,5.88235294117648,"Ensemble_Delay",841,12,NA,NA,13,6,0,0,7711.62630781874,7027.25030781874,684.376,405.875068832565,540.557715986057,114.062666666667,8.89460935157871,11.599593220339,8.6970919651222,NA,NA,39.4869553242903,NA,18,0,2,10,5,0,0,75,38,53,14,213,99,81,64,17,0.164179104477612,0.916666666666667,0.278481012658228,654,0,654,0,654,0,51,603,0.922018348623853,0.018348623853211,0.0779816513761468,73,2,36,0,11,NA,0.99831079114012,0.59195780983431,0.999999871136542,0.0115511519934025,0.932027393930282,0.816342645434249,0.816457699866737,0.130259037665775,0.0929714377616897,0.440023969490151,0.967237347086943,0.99675597536892,0.0434144187721733,0.01,0.0272478478966252,0.0115472830123936,0.0115226260758516,0.0115226260758516,0.0115472830123936,0.0115226260758516,58.4466019417476,0.49344262295082,5.37029278202766,0.49344262295082,3.16842105263158,16,16,100
"machaffe","CSC226-001-STADDON-S16","Ensemble_Immediate",6,1,4,1,7,9,9,48.5436893203884,91.304347826087,58.8235294117647,43.4782608695652,64.7058823529412,55,2.91262135922329,-42.6086956521739,22.3529411764706,53.0434782608696,10.5882352941177,30,0.373483314604291,-0.827225844890882,0.471156346354633,0.479342430642505,-0.467964858908536,0.0720115227655375,1,1,1,1,1,2.91262135922329,-45.5213170113972,64.9616368286445,30.690537084399,-42.4552429667519,19.4117647058823,"Ensemble_Immediate",1385,14,NA,NA,7,11,4,6,9258.44641076538,7849.80770538269,1408.63870538269,514.35813393141,1121.40110076896,128.058064125699,6.5943350504027,9.08799164763028,6.284874063557,NA,NA,25.1985960061768,NA,18,0,2,5,9,0,0,58,64,92,18,377,134,98,70,28,0.152619589977221,1.24074074074074,0.271805273833671,1015,12,738,289,1027,2,149,878,0.85491723466407,0.0136319376825706,0.14508276533593,80,17,82,8,22,NA,0.970722217266695,0.999015632099545,0.999999999889406,0.224198331235377,0.0123721306848585,0.719777583425323,0.587569466673317,0.0118518690309616,0.964689986830317,0.951044840400661,0.791471335298568,0.161876640699824,0.0943546112295299,0.01,0.0113409221902017,0.0115506295623785,0.0115472830123936,0.0115511538014061,0.0113409221902017,0.0115226260758516,27.0873786407767,0.279,2.74906868607838,0.279,9.30000000000004,14,16,93.75
"madair","CSC226-001-STADDON-S16","Cond 2",6,3,1,2,7,7,41,68.9814814814815,42.8571428571429,38.4615384615385,43.4782608695652,100,100,-37.962962962963,-45.7142857142857,-36.9230769230769,53.0434782608696,-100,-100,0.202602243292698,0.658691550023637,0.429871423338879,0.479342430642505,-2.36151606971303,-5.03869325838219,-1,-1,1,-1,-1,-37.962962962963,-7.75132275132275,8.79120879120877,89.9665551839465,-153.04347826087,0,"Cond 2",1728,41,NA,NA,14,9,2,7,10485.525,10140.135,345.39,455.892391304348,724.295357142857,38.3766666666667,5.96785714285714,4.06341176470588,6.0646740430622,NA,NA,11.6624358089891,NA,20,0,14,3,1,9,6,149,63,159,24,284,181,215,45,170,0.136192626034612,1.57391304347826,0.250692520775622,1466,7,972,501,1473,2,144,1329,0.90224032586558,0.0278343516632722,0.0977596741344195,37,2,56,7,33,NA,0.169600083194655,0.0116925071487444,0.99972938694861,0.011551875056312,0.587569466673317,0.0276557870405011,0.383267839206842,0.0115720692873018,0.99989528592908,0.923754338939126,0.287642842276158,0.0118919347130813,0.0899312085301128,0.01,0.0181233468446829,0.0113409221902017,0.0115512549368195,0.0113409221902017,0.0115506295623785,0.0115510837829704,-62.037037037037,-0.449664429530201,-5.28165209655115,-0.449664429530201,-1.63414634146341,16,16,100
"mamajett","CSC226-001-STADDON-S16","Ensemble_Delay",6,6,0,1,0,18,3,78.6407766990291,43.4782608695652,38.4615384615385,8.69565217391304,100,35,-57.2815533980582,53.0434782608696,-36.9230769230769,100,-60,70,0.0581654342416519,0.582121890849139,0.491281626673005,0.964714325821395,-2.3521391592508,0.552088341202454,1,-1,1,1,1,-57.2815533980582,110.325031658928,-89.9665551839465,136.923076923077,-160,130,"Ensemble_Delay",1144,25,NA,NA,14,6,1,1,8330.93030781874,8118.76930781874,212.161,416.546515390937,579.912093415624,35.3601666666667,7.10830231042555,4.24322,7.23597977523952,NA,NA,31.7238750808143,NA,20,0,2,8,4,3,1,98,60,64,23,174,128,117,51,66,0.138378378378378,1.1743119266055,0.247582205029013,996,2,503,495,998,0,73,925,0.92685370741483,0.0250501002004008,0.0731462925851703,175,4,28,1,6,NA,0.941079806360202,0.247806026269393,0.999998121205973,0.0172917327272645,0.0115489550848282,0.282811666722999,0.0579943965045691,0.50397279063119,0.562163462593583,0.200881474515926,0.831438235773794,0.0437405355376367,0.0437443972029865,0.01,0.0311158538487861,0.0115506295623785,0.0265226283538465,0.0113409221902017,0.0137621560609813,0.0115226260758516,127.281553398058,0.809259259259259,10.1490775748479,0.809259259259259,2.22203389830509,10,12,68.75
"manne","CSC226-001-STADDON-S16","Ensemble_Immediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ensemble_Immediate",30,0,NA,NA,0,1,0,0,1074.59670538269,0.098,1074.49870538269,1074.59670538269,NA,1074.49870538269,33.5811470432092,34.6612485607321,0.098,NA,NA,0.0692964645562817,NA,0,0,4,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,NA,10,0,10,0,10,0,8,2,0.2,0,0.8,0,0,3,0,0,NA,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,NA,NA,NA,NA,NA,16,16,100
"marora2","CSC226-001-STADDON-S16","Ensemble_Delay",6,22,1,1,54,NA,1,93.2038834951456,65.2173913043478,58.8235294117647,100,NA,10,-86.4077669902913,9.56521739130434,22.3529411764706,-60,NA,100,-0.950851782918794,0.229784956914134,0.471156346354633,-2.77958315127289,NA,0.712113947348093,1,1,1,-1,1,-86.4077669902913,95.9729843815956,12.7877237851662,-82.3529411764706,NA,NA,"Ensemble_Delay",2574,112,NA,NA,12,8,20,19,18911.3813078188,18431.5683078188,479.813,945.56906539094,1535.96402565157,59.976625,7.26801741268975,5.85137804878049,7.31411440786458,NA,NA,25.6189973378017,NA,38,0,4,8,5,1,2,151,140,262,72,328,249,376,210,166,0.122058823529412,1.33870967741935,0.223719676549866,2271,3,2245,29,2274,2,234,2040,0.897097625329815,0.0492524186455585,0.102902374670185,16,8,57,4,29,NA,0.99993265422959,0.183391474853774,0.999999999139919,0.0115547636436345,0.080803039365915,0.044196144585254,0.999668514431881,0.0115511551136456,0.969722738174709,0.235737869308667,0.506766150862644,0.398570515518099,0.130265931504539,0.01,0.0157933444078847,0.0115567160288767,0.0181383615448307,0.0115511549371499,0.0115511550913028,0.0115511454336483,186.407766990291,1,13.6531229757258,1,2.15730337078652,16,16,100
"maskelto","CSC226-001-STADDON-S16","Ensemble_Delay",6,31,4,13,2,1,10,95.1456310679612,91.304347826087,92.3076923076923,85.7142857142857,36.3636363636364,71.4285714285714,-90.2912621359223,-42.6086956521739,-100,-100,-32.7272727272727,-100,-1.51842396757154,-0.827225844890882,-0.245640813336503,-0.705475621502659,0.694563549915596,-0.157459164324443,1,-1,-1,-1,-1,-90.2912621359223,47.6825664837484,-57.3913043478261,0,67.2727272727273,-67.2727272727273,"Ensemble_Delay",2036,51,NA,NA,16,8,19,3,13616.4636539094,13308.1276539094,308.336,567.352652246225,831.757978369337,38.542,6.56531516581937,3.90298734177215,6.67074067865131,NA,NA,23.5793476320157,NA,39,0,4,4,3,9,4,167,143,156,65,359,219,312,198,114,0.138695376820773,1.140625,0.247317899491813,1715,0,1713,2,1715,4,136,1579,0.920699708454811,0.0297376093294461,0.0793002915451895,46,2,50,1,25,NA,0.977215458422969,0.0470074665478262,0.997682757847663,0.0278556579423429,0.998275191391469,0.0799560821890235,0.42466850115946,0.011562475825488,0.818312464096565,0.0575620584217454,0.939002414017622,0.0285626691727126,0.0943558667196912,0.01,0.0579944247058577,0.0405344906204555,0.0115511690202436,0.0115511538014061,0.0115511549371499,0.0115511551122257,-9.7087378640777,-0.0510204081632655,-0.703806627260212,-0.0510204081632655,-0.107526881720431,8,16,75
