"student","course","group","LastLevelCompleted","L1.BadSteps","L2.BadSteps","L3.BadSteps","L4.BadSteps","L5.BadSteps","L6.BadSteps","L1.Percentile","L2.Percentile","L3.Percentile","L4.Percentile","L5.Percentile","L6.Percentile","L1.Score","L2.Score","L3.Score","L4.Score","L5.Score","L6.Score","L1.Zscore","L2.Zscore","L3.Zscore","L4.Zscore","L5.Zscore","L6.Zscore","L2.Path","L3.Path","L4.Path","L5.Path","L6.Path","L1.Reward","L2.Reward","L3.Reward","L4.Reward","L5.Reward","L6.Reward","condition","Interaction","hintCount","immediateHintFollowCount","delayHintFollowCount","PSCount","WECount","SkipCount","RestartCount","TotalTime","TotalPSTime","TotalWETime","avgTime","avgPSTime","avgWETime","avgstepTime","avgstepTimeWE","avgstepTimePS","IdleTime","IdleTimeCount","stepTimeDeviation","IdleTimeDeviation","symbolicRepresentationCount","englishRepresentationCount","englishSymbolicSwitchCount","difficultProblemCountSolved","difficultProblemCountWE","easyProblemCountSolved","easyProblemCountWE","UseCount","PrepCount","MorphCount","OptionalCount","InterfaceErrorCount","RightApp","WrongApp","WrongSemanticsApp","WrongSyntaxApp","PrightAppRatio","RrightAppRatio","F1Score","FDActionCount","BDActionCount","DirectProofActionCount","InDirectProofActionCount","actionCount","UseWindowInfo","NonPSelements","AppCount","AppRatio","hintRatio","BlankRatio","HoverHintCount","SystemInfoHintCount","NextStepClickCountWE","PreviousStepClickCountWE","deletedApp","unusedApp","ruleScoreMP","ruleScoreDS","ruleScoreSIMP","ruleScoreMT","ruleScoreADD","ruleScoreCONJ","ruleScoreHS","ruleScoreCD","ruleScoreDN","ruleScoreDEM","ruleScoreIMPL","ruleScoreCONTRA","ruleScoreEQUIV","ruleScoreNULL","ruleScoreCOM","ruleScoreASSOC","ruleScoreDIST","ruleScoreABS","ruleScoreEXP","ruleScoreTAUT","lg","nlg","square.nlg","nlg2","nlg3","X2","X3","postTest"
"dalacey","CSC226-001-STADDON-S16","Cond 6",6,3,3,2,0,4,9,68.9814814814815,57.1428571428571,38.4615384615385,8.69565217391304,41.1764705882353,57.1428571428571,-37.962962962963,-74.2857142857143,-36.9230769230769,100,57.6470588235294,-74.2857142857143,0.202602243292698,0.462485556399575,0.429871423338879,0.964714325821395,0.57879864128161,0,-1,-1,1,1,-1,-37.962962962963,-36.3227513227513,37.3626373626373,136.923076923077,-42.3529411764706,-131.932773109244,"Cond 6",826,4,NA,NA,15,7,2,1,5087.605,4951.5,136.105,231.254772727273,330.1,19.4435714285714,5.93652858809802,2.16039682539683,6.23614609571788,NA,NA,8.58562713898681,NA,23,0,0,5,2,7,4,51,34,40,4,139,86,43,26,17,0.129909365558912,0.774774774774775,0.222509702457955,718,0,718,0,718,0,56,662,0.922005571030641,0.00557103064066852,0.0779944289693593,296,2,45,2,9,NA,0.996803608873779,0.984433547868945,0.99939482362593,0.190059842143552,0.566085838631575,0.0690035264484505,0.587569466673317,0.224198331235377,0.426664227769129,0.590694352452778,0.634285890104725,0.256735050495779,0.118945582002822,0.01,0.01,0.0113409221902017,0.0246558823529412,0.01,0.0115226260758516,0.01,-36.3227513227513,-0.263279002876318,-3.09241293328987,-0.263279002876318,-0.956794425087107,14,16,93.75
"dauchman","CSC226-001-STADDON-S16","Cond 5",6,47,0,4,5,1,16,97.6851851851852,28.5714285714286,61.5384615384615,100,36.3636363636364,85.7142857142857,-95.3703703703704,-17.1428571428571,-83.0769230769231,-100,-32.7272727272727,-100,-3.23584725716051,0.756794546835668,0.307051016670628,-3.17464029676196,0.694563549915596,-1.1022141502711,-1,-1,-1,-1,-1,-95.3703703703704,78.2275132275132,-65.9340659340659,-16.9230769230769,67.2727272727273,-67.2727272727273,"Cond 5",2374,118,NA,NA,12,11,33,10,12668.467,12240.98,427.487,550.802913043478,1020.08166666667,38.8624545454545,5.26099127906977,4.54773404255319,5.2899654278306,NA,NA,11.6355421547453,NA,39,0,12,1,5,9,4,192,121,203,90,510,186,420,233,187,0.11306990881459,0.98936170212766,0.202945990180033,1883,15,1891,7,1898,4,253,1645,0.866701791359326,0.0621707060063224,0.133298208640674,131,2,64,4,57,NA,0.0158996745735666,0.0484263181475324,0.0202390991505585,0.176610565267132,0.909946725709345,0.0542568183158624,0.940137400944812,0.0121173222428017,0.980017414830065,0.999968814345363,0.996239964372987,0.617133346486125,0.816493807008288,0.01,0.0304618584156348,0.0115511551155033,0.0115511690202436,0.0115511551155114,0.0115511551155114,0.0115511551122257,-4.6296296296296,-0.0236966824644548,-0.331220263965483,-0.0236966824644548,-0.0485436893203881,14,16,93.75
"dbmclaur","CSC226-001-STADDON-S16","Cond 2",6,0,10,2,3,8,4,25.9259259259259,71.4285714285714,38.4615384615385,100,64.7058823529412,50,48.1481481481482,-100,-36.9230769230769,-100,10.5882352941177,40,0.437041981959962,-0.224235421284642,0.429871423338879,-1.52853051325576,-0.258612158870507,0.472075538129635,-1,-1,-1,1,1,48.1481481481482,-148.148148148148,63.0769230769231,-63.0769230769231,110.588235294118,29.4117647058823,"Cond 2",1801,25,NA,NA,12,9,21,3,13364.607,12912.879,451.728,636.409857142857,1076.07325,50.192,7.31906188389923,3.37110447761194,7.63172517730496,NA,NA,13.6333705788132,NA,44,0,0,4,4,6,3,104,116,108,59,361,203,184,122,62,0.151492537313433,0.975961538461538,0.262273901808786,1453,12,1465,0,1465,0,125,1340,0.914675767918089,0.0170648464163823,0.0853242320819113,85,0,58,16,30,NA,0.63867620690408,0.555334219120509,0.999654429517859,0.0160969415260244,0.526011719698089,0.80591705809602,0.999938822616546,0.232663420119374,0.189707277508376,0.81654664808003,0.974244124850223,0.149940196358499,0.043673971387,0.01,0.0644969228491208,0.0116737736063237,0.0137713444231254,0.01,0.0119565807678536,0.0115511549371499,-8.1481481481482,-0.157142857142858,-1.13155789972202,-0.157142857142858,-0.16923076923077,8,16,75
"dfgebreh","CSC226-001-STADDON-S16","Random",6,2,1,0,47,0,57,59.2233009708738,65.2173913043478,30.7692307692308,95.6521739130435,18.1818181818182,100,-18.4466019417476,9.56521739130434,-21.5384615384615,-51.304347826087,3.63636363636363,-60,0.310419738531763,0.229784956914134,0.552691830007131,-2.294211256094,1.20391015318703,-3.7686030247298,1,-1,1,-1,1,-18.4466019417476,28.0118193330519,-31.1036789297659,-29.7658862876254,54.9407114624506,-63.6363636363636,"Random",2613,36,NA,NA,13,7,24,27,45229.0077526377,42990.5307526377,2238.477,2261.45038763188,3306.96390404905,319.782428571429,16.9714850854176,17.6258031496063,16.9387434013546,NA,NA,55.8692881387113,NA,25,0,2,5,5,6,0,139,198,223,35,329,217,378,142,236,0.102551984877127,1.60740740740741,0.19280319857841,2331,5,2322,14,2336,30,220,2116,0.905821917808219,0.0154109589041096,0.0941780821917808,293,18,52,3,60,NA,0.961827915868434,0.0115517610514634,0.999999828039886,0.0226798097127156,0.0282352569578301,0.0901756263517386,0.994587818089911,0.114592543959438,0.0493163058180002,0.394804747499073,0.988433894568245,0.0186961954932262,0.590719503702266,0.01,0.0339176039609198,0.0281251228348022,0.0115226260758516,0.0115519098943442,0.0115472830123936,0.0113409221902017,-41.5533980582524,-0.350819672131147,-3.81808191147481,-0.350819672131147,-2.25263157894736,8,8,50
"dfkromer","CSC226-001-STADDON-S16","Ensemble_Delay",6,5,6,NA,4,1,1,74.7572815533981,95.6521739130435,NA,100,36.3636363636364,14.2857142857143,-49.5145631067961,-51.304347826087,NA,-100,-32.7272727272727,11.4285714285714,0.12122901031418,-1.53189971276089,NA,-2.35158540500886,0.694563549915596,1.25967331459555,1,-1,-1,-1,-1,-49.5145631067961,-1.78978471929085,NA,NA,67.2727272727273,44.1558441558442,"Ensemble_Delay",2077,38,NA,NA,15,10,29,8,13230.563,12512.16,718.403,529.22252,834.144,71.8403,6.27635815939279,8.4518,6.18495304003955,NA,NA,13.2089706657167,NA,49,0,4,5,4,7,5,156,132,215,41,365,245,299,190,109,0.152647975077882,0.95703125,0.263299301450833,1740,3,1743,0,1743,0,138,1605,0.920826161790017,0.0218014916810098,0.0791738382099828,93,6,54,0,6,NA,0.0945409034372306,0.0579944603415488,0.627806534085472,0.0115513714560292,0.523843588441159,0.0115511554022415,0.0463622100601723,0.0118528983026142,0.99996702086844,0.999974283919648,0.378233425613062,0.83204774464594,0.130265940987278,0.01,0.0115511551155104,0.0120961086149908,0.0579944247058577,0.0113409221902017,0.0115472830123936,0.0115506295623785,60.9431345353675,0.40760667903525,4.98405745131009,0.40760667903525,1.23081232492997,0,0,0
"dhendri","CSC226-001-STADDON-S16","Random",6,2,2,0,25,16,19,59.2233009708738,82.6086956521739,30.7692307692308,82.6086956521739,100,95,-18.4466019417476,-25.2173913043478,-21.5384615384615,-25.2173913043478,-60,-50,0.310419738531763,-0.122551977020871,0.552691830007131,-0.768756728388924,-1.93343375917474,-0.728116507962657,1,-1,1,1,1,-18.4466019417476,-6.77078936260025,3.67892976588627,-3.67892976588627,-34.7826086956522,10,"Random",627,1,NA,NA,11,8,0,0,4940.205,4720.09,220.115,260.010789473684,429.099090909091,27.514375,7.58864055299539,3.23698529411765,8.09620926243568,NA,NA,19.1584501892439,NA,20,0,0,6,6,2,1,71,41,54,7,103,78,95,75,20,0.156312625250501,0.75,0.258706467661692,548,0,548,0,548,0,49,499,0.910583941605839,0.00182481751824818,0.0894160583941606,0,2,46,0,8,NA,0.122402483470456,0.0387068077354664,0.33026743603932,0.0120166271176724,0.0116979311600935,0.127701228009796,0.0203582034742664,0.0118909223138665,0.0733387220192916,0.0971145263205391,0.588636773902017,0.0191436228161994,0.0295624968367325,0.01,0.0249747553122366,0.0113409221902017,0.01,0.01,0.0246558823529412,0.0113409221902017,-31.5533980582524,-0.266393442622951,-2.89924444212456,-0.266393442622951,-1.71052631578947,16,16,100
"dlissac","CSC226-001-STADDON-S16","Cond 6",5,0,1,1,10,77,NA,25.9259259259259,42.8571428571429,38.4615384615385,52.1739130434783,100,NA,48.1481481481482,-45.7142857142857,-36.9230769230769,35.6521739130435,-60,-300,0.437041981959962,0.658691550023637,0.491281626673005,0.271325904137267,-14.7039484614945,-20,-1,-1,1,1,NA,48.1481481481482,-93.8624338624339,8.79120879120877,72.5752508361204,-95.6521739130435,-240,"Cond 6",1377,29,NA,NA,10,5,1,9,9799.805,9193.665,606.14,653.320333333333,919.3665,121.228,7.0098748211731,5.13677966101695,7.18255078125,NA,NA,12.2553737995048,NA,16,0,4,2,2,5,2,143,66,84,62,224,115,243,79,164,0.106088560885609,1.33720930232558,0.196581196581197,1165,9,908,266,1174,2,90,1084,0.923339011925043,0.0247018739352641,0.0766609880749574,82,6,35,4,12,NA,0.011551155269413,0.0115511825183582,0.99991501849643,0.0121417429701099,0.0209907220510376,0.0137712421188095,0.011928261278501,0.0116763369641308,0.0115511650206332,0.558427454072175,0.0175451969786689,0.0118098739543875,0.0115506295623785,0.01,0.0183514059337212,0.0115511551122257,0.113473962027639,0.0115511551150656,0.0115510837829704,0.0115472830123936,-348.148148148148,-6.71428571428572,-48.3483829881222,-6.71428571428572,-7.23076923076922,16,16,100
"dmpage","CSC226-001-STADDON-S16","Cond 2",6,1,1,1,5,6,3,52.3148148148148,42.8571428571429,38.4615384615385,39.1304347826087,58.8235294117647,35,-4.62962962962963,-45.7142857142857,-36.9230769230769,61.7391304347826,22.3529411764706,70,0.358895402404207,0.658691550023637,0.491281626673005,0.618020114979331,0.160093241205552,0.552088341202454,-1,-1,1,1,1,-4.62962962962963,-41.0846560846561,8.79120879120877,98.6622073578595,-39.386189258312,47.6470588235294,"Cond 2",646,0,NA,NA,13,7,0,5,2701.296,2230.5,470.796,135.0648,171.576923076923,67.2565714285714,4.01978571428571,5.41144827586207,3.81282051282051,NA,NA,7.54783846255306,NA,20,0,2,4,4,6,2,45,41,34,4,198,97,27,20,7,0.237745098039216,0.923809523809524,0.378167641325536,474,0,408,66,474,0,66,408,0.860759493670886,0,0.139240506329114,11,2,51,4,12,NA,0.99951178572146,0.954871676510342,0.999994641957268,0.326088963784662,0.253750538670851,0.438301138873257,0.566085838631575,0.01,0.891675721301966,0.979511031924457,0.996553698948054,0.118945582002822,0.23900809083489,0.01,0.0311158538487861,0.0246558823529412,0.01,0.01,0.01,0.01,74.6296296296296,0.713274336283186,7.29598516590694,0.713274336283186,16.12,16,16,100
"drjohns7","CSC226-001-STADDON-S16","Random",6,1,0,0,2,5,2,48.5436893203884,43.4782608695652,35.2941176470588,26.0869565217391,52.9411764705882,30,2.91262135922329,53.0434782608696,69.4117647058823,87.8260869565217,34.1176470588235,80,0.373483314604291,0.582121890849139,0.529621002471631,0.826036641484569,0.369445941243581,0.632101144275274,1,1,1,1,1,2.91262135922329,50.1308569016463,16.3682864450128,18.4143222506394,-53.7084398976982,45.8823529411765,"Random",514,0,NA,NA,11,7,0,0,3385.234,3134.29,250.944,188.068555555556,284.935454545455,35.8491428571429,6.31573507462687,3.48533333333333,6.75493534482759,NA,NA,9.93543553402607,NA,19,0,0,8,6,0,0,38,28,25,3,123,70,24,14,10,0.196078431372549,0.648148148148148,0.301075268817204,406,7,413,0,413,2,56,357,0.864406779661017,0,0.135593220338983,79,2,52,0,2,NA,0.88068954874719,0.865865144563114,0.999976220057018,0.255448845537427,0.48401095901753,0.415583576903114,0.991638568877525,0.01,0.216640148809876,0.566085838631575,0.490532020697168,0.216640148809876,0.0393117647058824,0.01,0.052450453123748,0.01,0.01,0.01,0.01,0.0113409221902017,77.0873786407767,0.794,7.82351446862449,0.794,26.4666666666668,8,8,50
"dsenerc","CSC226-001-STADDON-S16","Cond 5",3,15,0,10,NA,NA,NA,90.2777777777778,28.5714285714286,84.6153846153846,NA,NA,NA,-80.5555555555556,-17.1428571428571,-100,-300,NA,NA,-0.73515671137636,0.756794546835668,-0.0614102033341256,-20,NA,NA,-1,-1,NA,NA,NA,-80.5555555555556,63.4126984126984,-82.8571428571429,-200,NA,NA,"Cond 5",1384,14,NA,NA,5,6,13,1,8134.377,7599.245,535.132,739.488818181818,1519.849,89.1886666666667,5.82274659985684,5.63296842105263,5.83659370199693,NA,NA,9.26405741381624,NA,24,0,0,0,0,3,4,132,88,67,89,145,101,276,124,152,0.0859574468085106,1.05208333333333,0.158929976396538,1235,17,1046,206,1252,6,77,1175,0.938498402555911,0.0111821086261981,0.0615015974440895,317,2,34,2,9,NA,0.224172103342268,0.032473132342917,0.988798006672107,0.427509616884197,0.061654275224669,0.0115511551155114,0.0437554556813713,0.0276532869862917,0.0611772502930753,0.197313518848797,0.111914635473818,0.0590648492152695,0.0115511454336483,0.01,0.154131037565345,0.338886219655173,0.0580142084651281,0.0118529176197223,0.0115472830123936,0.0115910751421834,NA,NA,NA,NA,NA,4,0,12.5
"ealdama","CSC226-001-STADDON-S16","Ensemble_Delay",6,16,0,0,38,6,15,89.3203883495146,43.4782608695652,30.7692307692308,91.304347826087,58.8235294117647,85,-78.6407766990291,53.0434782608696,-21.5384615384615,-42.6086956521739,22.3529411764706,-30,-0.572470326483627,0.582121890849139,0.552691830007131,-1.67016167657829,0.160093241205552,-0.408065295671379,1,-1,1,1,1,-78.6407766990291,131.684254959899,-74.5819397993311,-21.0702341137124,64.9616368286445,-52.3529411764706,"Ensemble_Delay",2529,5,NA,NA,14,7,6,3,21769.9383078188,21427.2003078188,342.738,1036.66372894375,1530.51430770134,48.9625714285714,8.51053100383844,5.61865573770492,8.5811775361709,NA,NA,30.4810755552639,NA,25,0,0,9,5,2,1,137,114,209,72,248,279,255,152,103,0.124776386404293,2.05147058823529,0.235244519392917,2300,10,1939,371,2310,2,74,2236,0.967965367965368,0.00216450216450216,0.032034632034632,660,4,44,0,0,NA,0.431870648499367,0.866099202514083,1,0.0622870068310461,0.0129555782153723,0.994013351063812,0.981808261808569,0.0174500638891072,0.0720171639838469,0.0536378953981614,0.999989640550757,0.948471504190941,0.0437539551854221,0.01,0.0572472282593527,0.0140184220613396,0.031920142699418,0.0115511551122257,0.01,0.0137698775495189,48.6407766990291,0.272282608695652,3.63923584954236,0.272282608695652,0.618518518518518,16,16,100
"eblindsa","CSC226-001-STADDON-S16","Ensemble_Immediate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ensemble_Immediate",580,27,NA,NA,0,2,0,3,4202.21870538269,3893.25470538269,308.964,2101.10935269135,NA,154.482,7.22030705392215,13.4332173913043,6.9646774693787,NA,NA,43.1030380435562,NA,2,0,4,0,0,0,0,7,87,11,4,226,4,105,16,89,0.013745704467354,0.363636363636364,0.0264900662251657,351,5,336,20,356,6,65,291,0.817415730337079,0.0758426966292135,0.182584269662921,16,4,9,0,5,NA,0.0106704610951009,0.011051089323368,0.0106704610951009,0.0113409221902017,0.0115511553676574,0.01,0.0115226260758516,0.0113409221902017,0.0318086556262107,0.0115506295623785,0.01,0.0115472830123936,0.01,0.01,0.01,0.0115226260758516,0.01,0.0113409221902017,0.01,0.0113409221902017,NA,NA,NA,NA,NA,12,8,62.5
"ekducket","CSC226-001-STADDON-S16","Ensemble_Immediate",6,1,0,7,2,2,3,48.5436893203884,43.4782608695652,76.4705882352941,26.0869565217391,23.5294117647059,35,2.91262135922329,53.0434782608696,-12.9411764705882,87.8260869565217,92.9411764705882,70,0.373483314604291,0.582121890849139,0.120368409652643,0.826036641484569,0.997504041357668,0.552088341202454,1,1,1,1,1,2.91262135922329,50.1308569016463,-65.9846547314578,100.76726342711,5.1150895140665,-22.9411764705882,"Ensemble_Immediate",590,3,NA,NA,7,11,1,2,10566.7231161481,6113.61570538269,4453.10741076538,587.040173119339,873.373672197527,404.827946433216,17.2941458529429,33.2321448564581,12.8168044138002,NA,NA,42.1848909872443,NA,19,0,2,5,9,0,0,35,37,27,1,177,76,24,18,6,0.227544910179641,0.678571428571429,0.340807174887893,434,0,339,95,434,1,100,334,0.769585253456221,0.00691244239631336,0.230414746543779,0,6,79,3,0,NA,0.994415351685079,0.273083969036901,0.999999934623683,0.0687168080231911,0.20113937281508,0.878306135391884,0.01,0.0431547736030487,0.681539340905774,0.932668418188815,0.947576685617995,0.01,0.126644304003062,0.01,0.0246558823529412,0.01,0.01,0.01,0.01,0.01,67.0873786407767,0.691,6.80862531211527,0.691,23.0333333333334,16,16,100
"emalhajj","CSC226-001-STADDON-S16","Cond 6",6,21,NA,0,1,2,4,93.5185185185185,NA,30.7692307692308,57.1428571428571,63.6363636363636,28.5714285714286,-87.037037037037,NA,-21.5384615384615,-74.2857142857143,-87.2727272727273,-17.1428571428571,-1.20403618871089,NA,0.552691830007131,0.117579270250443,0.185216946644159,0.787295821622217,-1,-1,-1,-1,-1,-87.037037037037,NA,NA,-52.7472527472527,-12.987012987013,70.1298701298701,"Cond 6",2055,55,NA,NA,15,10,19,11,13632.769,13022.087,610.682,545.31076,868.139133333333,61.0682,6.52285598086124,7.18449411764706,6.49480648379052,NA,NA,9.95684540253981,NA,37,0,4,3,4,9,5,104,89,125,43,282,187,174,67,107,0.115006150061501,0.979057591623037,0.205833791964778,1790,18,1167,641,1808,1,182,1626,0.899336283185841,0.0304203539823009,0.100663716814159,264,4,57,3,27,NA,0.0308269124131005,0.01155132410243,0.994813135503114,0.0360209646259981,0.992619765394759,0.0336906231343221,0.606595101721881,0.103188699546831,0.986020132826908,0.992956385030191,0.0723876399302457,0.0459113761156837,0.0295624968367325,0.01,0.052450453123748,0.0119547929782723,0.0115511663949306,0.0115510837829704,0.0115518905630204,0.0115511551122257,69.8941798941799,0.373691654879774,5.11066255500407,0.373691654879774,0.803039513677812,8,12,62.5
"ermurph6","CSC226-001-STADDON-S16","Random",6,1,0,0,6,13,15,48.5436893203884,43.4782608695652,35.2941176470588,39.1304347826087,94.1176470588235,85,2.91262135922329,53.0434782608696,69.4117647058823,61.7391304347826,-48.235294117647,-30,0.373483314604291,0.582121890849139,0.529621002471631,0.548681272810918,-1.30537565906065,-0.408065295671379,1,1,1,1,1,2.91262135922329,50.1308569016463,16.3682864450128,-7.67263427109974,-109.97442455243,18.235294117647,"Random",1052,37,NA,NA,12,7,0,15,8947.94825087928,8665.14425087928,282.804,470.94464478312,722.09535423994,40.4005714285714,8.31593703613317,5.05007142857143,8.49523946164636,NA,NA,35.2439037619272,NA,19,0,0,9,6,0,0,75,53,58,29,266,138,77,56,21,0.194092827004219,1.27777777777778,0.336996336996336,803,7,810,0,810,2,99,711,0.877777777777778,0.045679012345679,0.122222222222222,41,2,43,0,20,NA,0.998412439867148,0.876906447241908,0.989392827184414,0.0245008528808202,0.798921499867952,0.798997459724298,0.814309881340412,0.945991240545375,0.0393117647058824,0.244702357338459,0.999999921947388,0.0159903918675729,0.0412358007071129,0.01,0.0122418860048151,0.0113409221902017,0.0267658636056028,0.0115226260758516,0.01,0.0137621560609813,-32.9126213592233,-0.339,-3.34026625297695,-0.339,-11.3,16,16,100
"esworthy","CSC226-001-STADDON-S16","Cond 5",6,1,0,0,0,0,6,52.3148148148148,28.5714285714286,30.7692307692308,42.8571428571429,18.1818181818182,42.8571428571429,-4.62962962962963,-17.1428571428571,-21.5384615384615,-45.7142857142857,3.63636363636363,-45.7142857142857,0.358895402404207,0.756794546835668,0.552691830007131,0.940634162003545,1.20391015318703,0.47237749297333,-1,-1,-1,-1,-1,-4.62962962962963,-12.5132275132275,-4.3956043956044,-24.1758241758242,49.3506493506493,-49.3506493506493,"Cond 5",857,11,NA,NA,16,8,8,0,5573.249,5368.299,204.95,232.218708333333,335.5186875,25.61875,6.26207752808989,2.92785714285714,6.54670609756098,NA,NA,11.4375733547453,NA,29,0,2,2,3,12,3,62,63,34,4,234,106,57,47,10,0.181506849315068,0.736111111111111,0.291208791208791,652,4,655,1,656,0,72,584,0.890243902439024,0.0167682926829268,0.109756097560976,53,2,48,0,5,NA,0.992948862984262,0.988853879849162,0.0296571295378125,0.999875248041435,0.985333032400588,0.318336632929016,0.297072352959503,0.0114317741330266,0.853718048406842,0.998972177476756,0.423070673574225,0.0246558823529412,0.01,0.01,0.01,0.01,0.0272478478966252,0.0113409221902017,0.0113409221902017,0.01,-41.0846560846561,-0.392667509481669,-4.01654199314196,-0.392667509481669,-8.87428571428571,16,16,100
"gitopali","CSC226-001-STADDON-S16","Cond 6",6,1,2,16,7,7,19,52.3148148148148,57.1428571428571,92.3076923076923,43.4782608695652,58.8235294117647,95,-4.62962962962963,-74.2857142857143,-100,53.0434782608696,22.3529411764706,-50,0.358895402404207,0.560588553211606,-0.429871423338879,0.479342430642505,-0.0492594588324775,-0.728116507962657,-1,-1,1,1,1,-4.62962962962963,-69.6560846560846,-25.7142857142857,153.04347826087,-30.690537084399,-72.3529411764706,"Cond 6",959,0,NA,NA,12,8,0,2,7211.041,6864.115,346.926,360.55205,572.009583333333,43.36575,7.32829369918699,4.68818918918919,7.54298351648352,NA,NA,12.4198980534993,NA,21,0,0,6,3,4,3,62,54,72,4,132,112,80,50,30,0.139130434782609,1.06666666666667,0.246153846153847,852,0,852,0,852,0,47,805,0.944835680751174,0,0.0551643192488263,195,2,43,0,27,NA,0.861415928484492,0.839205783474515,0.999117109222813,0.0507894997115615,0.011551163324186,0.0726819257772474,0.974110761660959,0.0393117647058824,0.431610969251409,0.262686312548473,0.996723096258839,0.456661406874297,0.128746564195433,0.01,0.102169070011049,0.0113409221902017,0.01,0.01,0.01,0.01,-45.3703703703704,-0.433628318584071,-4.43552448051414,-0.433628318584071,-9.8,8,16,75
"gsubram5","CSC226-001-STADDON-S16","Ensemble_Immediate",6,5,2,70,61,1,19,74.7572815533981,82.6086956521739,100,100,11.7647058823529,95,-49.5145631067961,-25.2173913043478,-60,-60,100,-50,0.12122901031418,-0.122551977020871,-3.56290492571824,-3.26495504645178,1.2068567413957,-0.728116507962657,1,1,1,1,1,-49.5145631067961,24.2971718024483,-34.7826086956522,0,160,-150,"Ensemble_Immediate",913,0,NA,NA,7,11,0,0,11875.4168215308,11582.6858215308,292.731,659.745378973933,1654.66940307583,26.6119090909091,12.7692653994955,2.52354310344828,14.2293437610943,NA,NA,67.1220807537057,NA,18,0,2,5,9,0,0,74,74,90,22,156,79,181,143,38,0.113669064748201,0.731481481481482,0.196762141967621,772,2,774,0,774,0,79,695,0.897932816537468,0,0.102067183462532,0,2,76,0,11,NA,0.181800288636849,0.0115812737938755,0.259279166061527,0.0137417548341509,0.0276580285680759,0.0483445153118466,0.13151530761625,0.0115226260758516,0.0855579938245263,0.901665788117705,0.0474093605180812,0.224645423862198,0.0437554285389351,0.01,0.0119566695420189,0.0115226260758516,0.0113409221902017,0.0113409221902017,0.0113409221902017,0.0115510837829704,-0.485436893203897,-0.00324675324675333,-0.039700047973568,-0.00324675324675333,-0.00980392156862772,14,16,93.75
"gtstewar","CSC226-001-STADDON-S16","Cond 5",6,4,8,7,2,5,4,74.537037037037,71.4285714285714,84.6153846153846,85.7142857142857,90.9090909090909,28.5714285714286,-49.0740740740741,-100,-100,-100,-100,-17.1428571428571,0.124455663736943,-0.0280294276605803,0.122820406668251,-0.705475621502659,-1.34282286317015,0.787295821622217,-1,-1,-1,-1,-1,-49.0740740740741,-50.9259259259259,0,0,0,82.8571428571429,"Cond 5",2103,70,NA,NA,16,8,34,15,11860.494,11391.912,468.582,494.18725,711.9945,58.57275,5.55526651053864,7.43780952380952,5.49802702702703,NA,NA,9.73060934369959,NA,58,0,0,1,1,12,6,157,168,100,22,259,172,275,139,136,0.100350058343057,0.661538461538462,0.174265450861195,1853,23,1863,13,1876,0,162,1714,0.9136460554371,0.0373134328358209,0.0863539445628998,489,4,37,0,17,NA,0.0754930090452746,0.897680473224584,0.999057417872526,0.0274684637746941,0.924770253482995,0.728196315944253,0.895009485478773,0.0116950857266039,0.964336277153246,0.0916023105279375,0.242892815178228,0.0466006991400925,0.318670992597772,0.01,0.0115506295623785,0.0115226260758516,0.0276533165039902,0.0113409221902017,0.0113409221902017,0.01,31.931216931217,0.214196983141083,2.61525722151572,0.214196983141083,0.65067385444744,12,8,62.5
"hmealey","CSC226-001-STADDON-S16","Ensemble_Delay",6,5,2,1,54,46,12,74.7572815533981,82.6086956521739,58.8235294117647,100,100,75,-49.5145631067961,-25.2173913043478,22.3529411764706,-60,-60,-10,0.12122901031418,-0.122551977020871,0.471156346354633,-2.77958315127289,-8.21401476031562,-0.168026886452921,1,1,1,1,1,-49.5145631067961,24.2971718024483,47.5703324808184,-82.3529411764706,0,50,"Ensemble_Delay",2117,18,NA,NA,13,6,0,2,14421.8846539094,13172.4816539094,1249.403,759.046560732074,1013.26781953149,208.233833333333,6.72035631589439,18.3735735294118,6.33901908272828,NA,NA,24.5300745528326,NA,15,0,14,10,5,0,0,110,78,139,22,382,159,191,112,79,0.0947556615017878,1.47222222222222,0.178051511758119,1754,10,1594,170,1764,2,86,1678,0.95124716553288,0.0102040816326531,0.0487528344671202,558,2,39,3,29,NA,0.996207892352878,0.0123067232064859,0.999017936241334,0.0125572527646202,0.137258207758711,0.122871369996152,0.998892210392557,0.118181000164188,0.610965481877512,0.147376345783625,0.981019054053577,0.897465623109672,0.0437554561877539,0.01,0.102169070011049,0.0115472830123936,0.0133517554673112,0.0115472830123936,0.01,0.0118529176131668,39.5145631067961,0.264285714285714,3.23158390504835,0.264285714285714,0.798039215686274,14,16,93.75
