student,course,currLevel,Interaction,hintCount,TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimeWE,avgstepTimePS,stepTimeDeviation,englishSymbolicSwitchCount,UseCount,PrepCount,MorphCount,OptionalCount,InterfaceErrorCount,RightApp,WrongApp,WrongSemanticsApp,WrongSyntaxApp,PrightAppRatio,RrightAppRatio,F1Score,FDActionCount,BDActionCount,DirectProofActionCount,InDirectProofActionCount,actionCount,UseWindowInfo,NonPSelements,AppCount,AppRatio,hintRatio,BlankRatio,HoverHintCount,SystemInfoHintCount,NextStepClickCountWE,PreviousStepClickCountWE,deletedApp
madair,CSC226-001-STADDON-S16,3,7,0,31.883,0,31.883,4.554714286,4.554714286,0,12.08067781,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,5,0,5,0,5,0,5,0,0,0,1,0,0,5,0,0
madair,CSC226-001-STADDON-S16,3,41,0,192.791,192.791,0,4.590261905,0,4.590261905,11.5614012,0,9,3,1,0,5,4,9,1,8,0.108108108,1,0.195121951,37,0,37,0,37,0,0,37,1,0,0,0,0,0,0,0
madair,CSC226-001-STADDON-S16,3,248,2,1393.824,1393.824,0,5.575296,0,5.575296,11.42698374,0,37,9,3,9,40,13,45,10,35,0.06372549,2.6,0.124401914,210,0,51,159,210,0,6,204,0.971428571,0.00952381,0.028571429,0,0,0,0,6
madair,CSC226-001-STADDON-S16,3,49,0,343.542,343.542,0,6.87084,0,6.87084,11.40874107,2,5,2,0,1,14,6,2,1,1,0.1875,1.2,0.324324324,36,0,18,18,36,0,4,32,0.888888889,0,0.111111111,1,0,0,0,0
madair,CSC226-001-STADDON-S16,4,13,0,84.782,0,84.782,6.521692308,6.521692308,0,11.40203222,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,11,0,11,0,11,0,11,0,0,0,1,0,0,9,2,0
madair,CSC226-001-STADDON-S16,4,151,9,800.374,800.374,0,5.265618421,0,5.265618421,11.40976122,0,20,7,11,0,16,14,24,3,21,0.111111111,2.333333333,0.212121212,136,0,136,0,136,0,10,126,0.926470588,0.066176471,0.073529412,0,0,0,0,3
madair,CSC226-001-STADDON-S16,4,73,0,478.794,478.794,0,6.470189189,0,6.470189189,11.28749003,0,10,3,0,3,6,9,7,2,5,0.132352941,1.5,0.243243243,68,0,68,0,68,0,0,68,1,0,0,0,0,0,0,1
madair,CSC226-001-STADDON-S16,5,24,5,105.25,105.25,0,4.21,0,4.21,11.14556921,0,2,0,3,0,3,4,1,0,1,0.235294118,1,0.380952381,22,0,22,0,22,0,5,17,0.772727273,0.227272727,0.227272727,0,0,0,0,0
madair,CSC226-001-STADDON-S16,5,7,0,8.816,0,8.816,1.259428571,1.259428571,0,11.14556921,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,5,0,5,0,5,0,5,0,0,0,1,0,0,5,0,0
madair,CSC226-001-STADDON-S16,5,6,0,5.116,0,5.116,0.852666667,0.852666667,0,11.14105261,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,4,0,4,0,4,0,4,0,0,0,1,0,0,4,0,0
madair,CSC226-001-STADDON-S16,5,221,0,1558.743,1558.743,0,7.053135747,0,7.053135747,11.6872568,2,10,4,37,8,29,29,31,7,24,0.153439153,5.8,0.298969072,192,0,92,100,192,0,3,189,0.984375,0,0.015625,11,0,0,0,7
madair,CSC226-001-STADDON-S16,5,124,0,457.281,457.281,0,3.68775,0,3.68775,11.44724526,0,3,0,23,0,18,12,14,0,14,0.117647059,2.4,0.224299065,106,0,27,79,106,0,4,102,0.962264151,0,0.037735849,0,0,0,0,7
madair,CSC226-001-STADDON-S16,5,96,0,547.118,547.118,0,5.640391753,0,5.640391753,11.47189141,2,3,4,21,0,17,21,7,1,6,0.269230769,4.2,0.506024096,75,5,30,50,80,0,2,78,0.975,0,0.025,0,0,0,0,1
madair,CSC226-001-STADDON-S16,6,12,0,24.315,0,24.315,2.02625,2.02625,0,11.47189141,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,10,0,10,0,10,0,10,0,0,0,1,0,0,7,3,0
madair,CSC226-001-STADDON-S16,6,14,0,43.716,0,43.716,3.122571429,3.122571429,0,11.46870428,0,0,0,0,0,3,0,0,0,0,0.163823355,0,0.316598632,11,0,11,0,11,0,11,0,0,0,1,0,0,9,2,0
madair,CSC226-001-STADDON-S16,6,100,11,456.232,456.232,0,4.517148515,0,4.517148515,11.25691971,0,8,7,9,0,21,17,7,3,4,0.26984127,2.833333333,0.492753623,80,0,58,22,80,0,17,63,0.7875,0.1375,0.2125,0,0,0,0,0
madair,CSC226-001-STADDON-S16,6,237,0,1689.762,1689.762,0,7.099840336,0,7.099840336,13.83330619,2,11,7,43,3,30,23,41,11,30,0.112195122,4.6,0.219047619,208,0,136,72,208,0,3,205,0.985576923,0,0.014423077,19,0,0,0,0
cwong6,CSC226-001-STADDON-S16,1,21,0,52.035,0,52.035,2.477857143,2.477857143,0,0.147785317,4,0,0,0,0,11,0,0,0,0,0.163823355,0,0.316598632,10,0,10,0,10,0,10,0,0,0,1,0,2,5,0,0
cwong6,CSC226-001-STADDON-S16,1,48,1,95.726,95.726,0,1.953591837,0,1.953591837,3.259883497,2,0,0,0,0,32,0,0,0,0,0,0,0.316598632,13,4,15,2,17,0,12,5,0.294117647,0.058823529,0.705882353,5,2,0,0,0
cwong6,CSC226-001-STADDON-S16,1,22,0,72.023,0,72.023,3.273772727,3.273772727,0,3.238142819,4,0,0,0,0,13,0,0,0,0,0.163823355,0,0.316598632,9,0,9,0,9,0,9,0,0,0,1,0,0,5,0,0
cwong6,CSC226-001-STADDON-S16,1,4,0,10.426,10.426,0,2.6065,0,2.6065,3.223445222,0,0,0,0,0,3,0,0,0,0,0.163823355,0,0.316598632,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
cwong6,CSC226-001-STADDON-S16,1,292,0,829.319,829.319,0,2.811250847,0,2.811250847,5.060642249,4,39,7,2,11,52,7,52,25,27,0.030172414,2.333333333,0.059574468,234,9,242,1,243,2,11,232,0.95473251,0,0.04526749,63,4,0,0,3
cwong6,CSC226-001-STADDON-S16,1,87,0,273.918,273.918,0,3.043533333,0,3.043533333,2.823648341,2,6,11,1,1,25,12,7,3,4,0.210526316,3,0.393442623,65,0,65,0,65,0,8,57,0.876923077,0,0.123076923,6,0,0,0,2
cwong6,CSC226-001-STADDON-S16,2,10,0,45.619,0,45.619,4.5619,4.5619,0,2.798440068,0,0,0,0,0,4,0,0,0,0,0.163823355,0,0.316598632,6,0,6,0,6,0,6,0,0,0,1,0,0,5,1,0
cwong6,CSC226-001-STADDON-S16,2,193,0,748.719,748.719,0,3.839584615,0,3.839584615,7.03141188,2,20,8,9,3,19,9,31,17,14,0.051428571,2.25,0.100558659,169,7,176,0,176,0,1,175,0.994318182,0,0.005681818,62,0,0,0,6
cwong6,CSC226-001-STADDON-S16,2,10,0,31.246,0,31.246,3.1246,3.1246,0,7.002056069,0,0,0,0,0,5,0,0,0,0,0.163823355,0,0.316598632,5,0,5,0,5,0,5,0,0,0,1,0,0,5,0,0
cwong6,CSC226-001-STADDON-S16,2,22,0,59.565,59.565,0,2.589782609,0,2.589782609,6.463590716,0,3,1,0,0,7,4,0,0,0,0.25,1,0.4,16,0,16,0,16,0,0,16,1,0,0,0,0,0,0,0
cwong6,CSC226-001-STADDON-S16,3,89,0,355.195,355.056,0.139,3.903241758,0.046333333,4.034727273,6.212029784,0,4,7,0,6,13,12,5,2,3,0.155844156,3,0.296296296,78,0,78,0,78,0,1,77,0.987179487,0,0.012820513,10,0,1,0,8
cwong6,CSC226-001-STADDON-S16,3,3,0,9.69,0,9.69,3.23,3.23,0,6.212029784,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
cwong6,CSC226-001-STADDON-S16,3,7,0,58.957,0,58.957,8.422428571,8.422428571,0,6.186956916,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,5,0,5,0,5,0,5,0,0,0,1,0,0,5,0,0
cwong6,CSC226-001-STADDON-S16,3,60,0,167.926,167.926,0,2.752885246,0,2.752885246,5.634043712,0,7,4,0,0,8,4,7,0,7,0.075471698,0.8,0.137931034,53,0,53,0,53,0,0,53,1,0,0,18,0,0,0,0
cwong6,CSC226-001-STADDON-S16,4,14,0,34.224,0,34.224,2.444571429,2.444571429,0,5.621159387,0,0,0,0,0,3,0,0,0,0,0.163823355,0,0.316598632,11,0,11,0,11,0,11,0,0,0,1,0,0,9,2,0
cwong6,CSC226-001-STADDON-S16,4,153,0,638.034,638.034,0,4.116348387,0,4.116348387,7.154830844,0,10,9,2,11,20,15,17,11,6,0.111940299,2.5,0.214285714,135,0,135,0,135,0,1,134,0.992592593,0,0.007407407,36,0,0,0,6
cwong6,CSC226-001-STADDON-S16,4,35,0,171.914,171.914,0,4.775388889,0,4.775388889,8.038084481,0,4,3,0,0,5,6,1,0,1,0.193548387,1,0.324324324,31,0,31,0,31,0,0,31,1,0,0,9,0,0,0,0
cwong6,CSC226-001-STADDON-S16,5,8,0,25.219,0,25.219,3.152375,3.152375,0,8.028358488,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,6,0,6,0,6,0,6,0,0,0,1,0,0,6,0,0
cwong6,CSC226-001-STADDON-S16,5,45,0,146.21,146.21,0,3.110851064,0,3.110851064,7.766775545,0,3,3,5,0,10,8,3,1,2,0.216216216,1,0.355555556,37,0,37,0,37,0,0,37,1,0,0,3,0,0,0,0
cwong6,CSC226-001-STADDON-S16,5,78,0,291.961,291.961,0,3.695708861,0,3.695708861,7.934998942,0,4,0,7,2,13,10,3,2,1,0.151515152,1.666666667,0.277777778,66,0,66,0,66,0,0,66,1,0,0,10,0,0,0,2
cwong6,CSC226-001-STADDON-S16,6,27,1,179.498,179.498,0,5.983266667,0,5.983266667,17.85917341,0,2,2,2,0,13,6,0,0,0,0.375,2,0.631578947,17,0,17,0,17,0,1,16,0.941176471,0.058823529,0.058823529,0,0,0,0,0
cwong6,CSC226-001-STADDON-S16,6,15,0,49.553,0,49.553,3.303533333,3.303533333,0,17.85917341,0,0,0,0,0,4,0,0,0,0,0,0,0.316598632,11,0,11,0,11,0,8,3,0.272727273,0,0.727272727,0,0,8,0,0
cwong6,CSC226-001-STADDON-S16,6,8,0,25.732,0,25.732,3.2165,3.2165,0,17.32897895,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,6,0,6,0,6,0,6,0,0,0,1,0,0,6,0,0
cwong6,CSC226-001-STADDON-S16,6,130,0,536.879,536.879,0,4.098312977,0,4.098312977,6.721281872,0,7,1,17,0,25,10,15,9,6,0.094339623,2,0.18018018,106,0,106,0,106,0,0,106,1,0,0,18,0,0,0,2
stking3,CSC226-001-STADDON-S16,1,137,11,789.272,789.272,0,5.678215827,0,5.678215827,12.06532469,6,8,4,1,2,60,4,11,9,2,0.06557377,1,0.123076923,79,0,79,0,79,0,18,61,0.772151899,0.139240506,0.227848101,27,2,0,0,0
stking3,CSC226-001-STADDON-S16,1,49,5,179.889,179.889,0,3.59778,0,3.59778,10.56653873,2,8,3,0,0,9,3,8,4,4,0.085714286,1,0.157894737,41,0,41,0,41,0,6,35,0.853658537,0.12195122,0.146341463,6,0,0,0,0
stking3,CSC226-001-STADDON-S16,1,10,0,9.588,0,9.588,0.9588,0.9588,0,10.54506144,0,0,0,0,0,3,0,0,0,0,0.163823355,0,0.316598632,7,0,7,0,7,0,7,0,0,0,1,0,0,6,1,0
stking3,CSC226-001-STADDON-S16,1,45,0,182.927,182.927,0,3.976673913,0,3.976673913,10.24950661,0,6,2,0,0,20,4,4,2,2,0.153846154,1,0.266666667,26,0,26,0,26,0,0,26,1,0,0,2,0,0,0,0
stking3,CSC226-001-STADDON-S16,2,498,17,2512.664,2512.664,0,5.035398798,0,5.035398798,9.276423921,0,34,21,45,10,75,39,71,36,35,0.096534653,6.5,0.190243902,424,0,424,0,424,0,20,404,0.952830189,0.04009434,0.047169811,105,0,0,0,15
stking3,CSC226-001-STADDON-S16,2,7,0,10.042,0,10.042,1.434571429,1.434571429,0,9.271753967,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,5,0,5,0,5,0,5,0,0,0,1,0,0,5,0,0
stking3,CSC226-001-STADDON-S16,2,63,0,215.537,215.537,0,3.367765625,0,3.367765625,8.976457042,0,2,3,8,0,12,4,9,3,6,0.076923077,0.8,0.140350877,52,0,52,0,52,0,0,52,1,0,0,14,0,0,0,0
stking3,CSC226-001-STADDON-S16,3,7,0,2.687,0,2.687,0.383857143,0.383857143,0,8.972350553,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,5,0,5,0,5,0,5,0,0,0,1,0,0,5,0,0
stking3,CSC226-001-STADDON-S16,3,55,4,272.574,272.574,0,4.782,0,4.782,10.6854487,0,3,2,0,0,32,5,0,0,0,0.263157895,1.25,0.434782609,25,0,25,0,25,2,6,19,0.76,0.16,0.24,0,0,0,0,1
stking3,CSC226-001-STADDON-S16,3,67,0,315.096,315.096,0,4.633764706,0,4.633764706,9.17763235,0,5,3,5,1,11,9,5,1,4,0.157894737,1.8,0.290322581,57,0,57,0,57,0,0,57,1,0,0,5,0,0,0,2
stking3,CSC226-001-STADDON-S16,3,28,0,81.482,81.482,0,2.809724138,0,2.809724138,8.262144814,0,3,2,0,0,10,4,1,0,1,0.210526316,0.8,0.333333333,19,0,19,0,19,0,0,19,1,0,0,0,0,0,0,0
stking3,CSC226-001-STADDON-S16,4,9,0,3.652,0,3.652,0.405777778,0.405777778,0,8.24016088,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,7,0,7,0,7,0,7,0,0,0,1,0,0,7,0,0
stking3,CSC226-001-STADDON-S16,4,757,32,3537.422,3537.422,0,4.666783641,0,4.666783641,6.984189847,0,44,24,46,18,137,60,72,44,28,0.103626943,10,0.205128205,602,19,604,17,621,2,42,579,0.93236715,0.051529791,0.06763285,121,0,0,0,25
stking3,CSC226-001-STADDON-S16,4,18,0,87.757,87.757,0,4.875388889,0,4.875388889,6.98145155,0,2,2,0,0,4,4,0,0,0,0.285714286,0.666666667,0.4,14,0,14,0,14,0,0,14,1,0,0,0,0,0,0,0
stking3,CSC226-001-STADDON-S16,4,4,0,15.66,15.66,0,3.915,0,3.915,6.879139943,0,0,0,0,0,2,0,0,0,0,0,0,0.316598632,2,0,2,0,2,0,0,2,1,0,0,0,0,0,0,0
stking3,CSC226-001-STADDON-S16,4,33,5,82.825,82.825,0,2.436029412,0,2.436029412,6.707328849,0,3,3,0,0,7,5,1,1,0,0.227272727,1,0.37037037,27,0,27,0,27,0,5,22,0.814814815,0.185185185,0.185185185,0,0,0,0,0
stking3,CSC226-001-STADDON-S16,4,17,4,41.74,41.74,0,2.455294118,0,2.455294118,6.652090993,0,0,0,0,0,6,0,0,0,0,0,0,0.316598632,11,0,11,0,11,0,5,6,0.545454545,0.363636364,0.454545455,0,0,0,0,0
stking3,CSC226-001-STADDON-S16,4,12,2,47.153,47.153,0,3.929416667,0,3.929416667,6.636227042,0,1,0,0,1,3,1,1,1,0,0.142857143,0.2,0.166666667,9,0,9,0,9,0,2,7,0.777777778,0.222222222,0.222222222,3,0,0,0,0
stking3,CSC226-001-STADDON-S16,4,40,0,92.841,92.841,0,2.264414634,0,2.264414634,6.42334677,0,5,4,0,0,10,9,0,0,0,0.290322581,3,0.529411765,31,0,31,0,31,0,0,31,1,0,0,0,0,0,0,0
stking3,CSC226-001-STADDON-S16,4,6,5,3.006,3.006,0,0.501,0,0.501,6.394351185,0,0,0,0,0,1,0,0,0,0,0.163823355,0,0.316598632,5,0,5,0,5,0,5,0,0,1,1,0,0,0,0,0
stking3,CSC226-001-STADDON-S16,4,4,1,5.633,5.633,0,1.40825,0,1.40825,6.34578867,0,0,0,0,0,3,0,0,0,0,0.163823355,0,0.316598632,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
stking3,CSC226-001-STADDON-S16,4,2,1,1.421,1.421,0,0.7105,0,0.7105,6.332758371,0,0,0,0,0,1,0,0,0,0,0.163823355,0,0.316598632,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0
stking3,CSC226-001-STADDON-S16,4,5,0,19.007,19.007,0,3.8014,0,3.8014,6.323256234,0,0,0,0,0,5,0,0,0,0,0.163823355,0,0.316598632,0,0,0,0,0,0,0,0,0.639372648,0.022369327,0.360434041,0,0,0,0,0
stking3,CSC226-001-STADDON-S16,4,39,4,191.074,191.074,0,4.77685,0,4.77685,6.50400853,0,4,3,0,0,9,7,0,0,0,0.269230769,1.4,0.451612903,30,1,31,0,31,0,5,26,0.838709677,0.129032258,0.161290323,0,0,0,0,0
stking3,CSC226-001-STADDON-S16,5,44,5,164.387,164.387,0,3.653044444,0,3.653044444,6.67865473,0,3,1,5,1,5,8,2,0,2,0.228571429,1.6,0.4,40,0,40,0,40,0,5,35,0.875,0.125,0.125,1,0,0,0,3
stking3,CSC226-001-STADDON-S16,5,11,0,9.342,0,9.342,0.849272727,0.849272727,0,6.675108744,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,9,0,9,0,9,0,9,0,0,0,1,0,0,9,0,0
stking3,CSC226-001-STADDON-S16,5,36,0,129.523,129.523,0,3.500621622,0,3.500621622,6.540202227,0,2,0,8,3,4,9,4,2,2,0.272727273,1.5,0.461538462,33,0,33,0,33,0,0,33,1,0,0,0,0,0,0,1
stking3,CSC226-001-STADDON-S16,6,6,0,3.307,0,3.307,0.551166667,0.551166667,0,6.540202227,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,4,0,4,0,4,0,4,0,0,0,1,0,0,4,0,0
stking3,CSC226-001-STADDON-S16,6,9,0,4.568,0,4.568,0.507555556,0.507555556,0,6.537030914,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,7,0,7,0,7,0,7,0,0,0,1,0,0,7,0,0
stking3,CSC226-001-STADDON-S16,6,16,0,61.857,61.857,0,3.8660625,0,3.8660625,6.495689494,0,2,0,1,0,9,3,0,0,0,0.428571429,0.5,0.461538462,7,0,7,0,7,0,0,7,1,0,0,0,0,0,0,0
stking3,CSC226-001-STADDON-S16,6,37,6,96.362,96.362,0,2.535842105,0,2.535842105,6.356227383,0,2,2,1,1,5,5,1,0,1,0.185185185,1.666666667,0.333333333,33,0,33,0,33,0,6,27,0.818181818,0.181818182,0.181818182,0,0,0,0,1
stking3,CSC226-001-STADDON-S16,6,91,0,368.233,368.233,0,4.002532609,0,4.002532609,6.256940154,0,3,2,15,0,15,9,11,6,5,0.116883117,1.8,0.219512195,77,0,77,0,77,0,0,77,1,0,0,1,0,0,0,6
stking3,CSC226-001-STADDON-S16,6,56,0,232.913,232.913,0,4.086192982,0,4.086192982,4.432236359,0,3,3,6,0,9,6,6,6,0,0.125,1.2,0.226415094,48,0,48,0,48,0,0,48,1,0,0,8,0,0,0,0
otrinh,CSC226-001-STADDON-S16,1,76,0,199.625,0,199.625,2.626644737,2.626644737,0,0.638517423,2,0,0,0,0,55,0,0,0,0,0,0,0.316598632,21,0,21,0,21,0,14,7,0.333333333,0,0.666666667,0,4,6,2,0
otrinh,CSC226-001-STADDON-S16,1,85,14,465.851,465.851,0,5.416872093,0,5.416872093,12.2942454,0,4,2,0,0,34,3,3,2,1,0.085714286,1,0.157894737,52,0,52,0,52,0,17,35,0.673076923,0.269230769,0.326923077,0,2,0,0,0
otrinh,CSC226-001-STADDON-S16,1,13,0,80.454,0,80.454,6.188769231,6.188769231,0,12.23460528,0,0,0,0,0,4,0,0,0,0,0,0,0.316598632,9,0,9,0,9,0,5,4,0.444444444,0,0.555555556,0,0,5,0,0
otrinh,CSC226-001-STADDON-S16,1,46,0,317.237,317.237,0,6.749723404,0,6.749723404,12.21986849,0,6,2,3,0,15,5,6,3,3,0.15625,1.25,0.277777778,32,0,32,0,32,0,0,32,1,0,0,0,0,0,0,1
otrinh,CSC226-001-STADDON-S16,2,6,0,10.45,1.224,9.226,1.492857143,1.537666667,1.224,12.18122269,0,0,0,0,0,3,0,0,0,0,0.163823355,0,0.316598632,4,0,4,0,4,0,4,0,0,0,1,0,0,4,0,0
otrinh,CSC226-001-STADDON-S16,2,8,0,80.97,0,80.97,10.12125,10.12125,0,12.14189877,0,0,0,0,0,2,0,0,0,0,0,0,0.316598632,6,0,6,0,6,0,4,2,0.333333333,0,0.666666667,0,0,4,0,0
otrinh,CSC226-001-STADDON-S16,2,20,0,135.664,135.664,0,6.460190476,0,6.460190476,11.68160684,0,2,2,0,0,8,4,0,0,0,0.307692308,1,0.470588235,13,0,13,0,13,0,0,13,1,0,0,0,0,0,0,0
otrinh,CSC226-001-STADDON-S16,2,19,0,126.589,126.589,0,6.32945,0,6.32945,11.78914935,0,3,1,0,0,8,4,0,0,0,0.333333333,1,0.5,12,0,12,0,12,0,0,12,1,0,0,0,0,0,0,0
otrinh,CSC226-001-STADDON-S16,3,7,0,3.267,0,3.267,0.466714286,0.466714286,0,11.78914935,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,5,0,5,0,5,0,5,0,0,0,1,0,0,5,0,0
otrinh,CSC226-001-STADDON-S16,3,2,0,0.223,0,0.223,0.1115,0.1115,0,11.76219675,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,0,0,0,0,0,0,0,0,0.639372648,0.022369327,0.360434041,0,0,0,0,0
otrinh,CSC226-001-STADDON-S16,3,337,12,1606.147,1606.147,0,4.766014837,0,4.766014837,9.766296887,0,37,6,27,1,62,38,33,8,25,0.1484375,7.6,0.291187739,275,0,274,1,275,0,19,256,0.930909091,0.043636364,0.069090909,0,0,0,0,6
otrinh,CSC226-001-STADDON-S16,3,27,0,113.238,113.238,0,4.044214286,0,4.044214286,9.823483432,0,4,1,1,0,9,6,0,0,0,0.315789474,1.2,0.5,19,0,19,0,19,0,0,19,1,0,0,0,0,0,0,0
otrinh,CSC226-001-STADDON-S16,3,201,0,929.165,929.165,0,4.554730392,0,4.554730392,8.568151315,0,21,7,9,2,44,21,18,5,13,0.134615385,4.2,0.260869565,160,0,160,0,160,0,4,156,0.975,0,0.025,0,0,0,0,0
otrinh,CSC226-001-STADDON-S16,4,9,0,100.218,0,100.218,11.13533333,11.13533333,0,8.502780359,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,7,0,7,0,7,0,7,0,0,0,1,0,0,7,0,0
otrinh,CSC226-001-STADDON-S16,4,124,0,880.796,880.796,0,7.046368,0,7.046368,9.835540246,0,14,4,23,0,11,22,19,7,12,0.194690265,3.666666667,0.369747899,114,0,114,0,114,0,1,113,0.99122807,0,0.00877193,0,0,0,0,6
otrinh,CSC226-001-STADDON-S16,4,44,0,336.534,336.534,0,7.315956522,0,7.315956522,13.87570264,0,5,2,4,1,8,11,1,0,1,0.289473684,1.833333333,0.5,38,0,38,0,38,0,0,38,1,0,0,0,0,0,0,0
otrinh,CSC226-001-STADDON-S16,5,8,0,9.305,0,9.305,1.163125,1.163125,0,13.73760785,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,6,0,6,0,6,0,6,0,0,0,1,0,0,6,0,0
otrinh,CSC226-001-STADDON-S16,5,122,1,708.732,708.732,0,5.809278689,0,5.809278689,10.9346908,0,4,2,21,14,13,14,27,7,20,0.134615385,1.75,0.25,109,0,109,0,109,0,5,104,0.95412844,0.009174312,0.04587156,1,0,0,0,2
otrinh,CSC226-001-STADDON-S16,5,68,0,337.359,337.359,0,4.88926087,0,4.88926087,10.18688337,0,7,1,9,1,8,12,6,1,5,0.196721311,2,0.358208955,61,0,61,0,61,0,0,61,1,0,0,0,0,0,0,4
otrinh,CSC226-001-STADDON-S16,5,316,1,1576.611,1576.611,0,4.989275316,0,4.989275316,8.85829934,0,5,4,46,31,23,42,44,19,25,0.146853147,5.25,0.285714286,293,0,293,0,293,0,7,286,0.976109215,0.003412969,0.023890785,21,0,0,0,13
otrinh,CSC226-001-STADDON-S16,5,34,0,102.112,102.112,0,2.917485714,0,2.917485714,8.641771629,0,3,0,6,0,8,6,3,1,2,0.260869565,1.5,0.444444444,27,0,25,2,27,0,4,23,0.851851852,0,0.148148148,0,0,0,0,0
otrinh,CSC226-001-STADDON-S16,5,32,0,111.28,111.28,0,3.372121212,0,3.372121212,8.469667084,0,1,2,4,0,5,6,1,0,1,0.214285714,1.2,0.363636364,28,0,28,0,28,0,0,28,1,0,0,0,0,0,0,0
otrinh,CSC226-001-STADDON-S16,6,10,0,60.75,0,60.75,6.075,6.075,0,8.463876122,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,8,0,8,0,8,0,8,0,0,0,1,0,0,8,0,0
otrinh,CSC226-001-STADDON-S16,6,80,5,349.439,349.439,0,4.314061728,0,4.314061728,8.116444547,0,7,1,9,2,13,11,8,3,5,0.177419355,1.833333333,0.323529412,68,0,68,0,68,0,6,62,0.911764706,0.073529412,0.088235294,3,0,0,0,0
otrinh,CSC226-001-STADDON-S16,6,128,0,710.51,710.51,0,5.507829457,0,5.507829457,10.45440498,0,5,8,21,1,21,23,12,4,8,0.214953271,3.833333333,0.407079646,108,0,108,0,108,0,1,107,0.990740741,0,0.009259259,7,0,0,0,5
mcheste3,CSC226-001-STADDON-S16,1,177,17,1539.09,1539.09,0,8.598268156,0,8.598268156,13.85500983,2,17,13,4,1,20,11,24,15,9,0.079136691,2.75,0.153846154,159,0,159,0,159,0,20,139,0.874213836,0.106918239,0.125786164,0,2,0,0,2
mcheste3,CSC226-001-STADDON-S16,1,8,0,25.924,0,25.924,3.2405,3.2405,0,13.75326402,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,6,0,6,0,6,0,6,0,0,0,1,0,0,5,1,0
mcheste3,CSC226-001-STADDON-S16,1,46,0,594.949,594.949,0,12.65848936,0,12.65848936,15.84095006,0,2,3,9,2,6,9,7,2,5,0.219512195,2.25,0.4,41,0,41,0,41,0,0,41,1,0,0,0,0,0,0,2
mcheste3,CSC226-001-STADDON-S16,1,20,0,111.538,111.538,0,5.311333333,0,5.311333333,14.7237995,0,2,2,2,0,4,6,0,0,0,0.352941176,1.5,0.571428571,17,0,17,0,17,0,0,17,1,0,0,0,0,0,0,0
mcheste3,CSC226-001-STADDON-S16,1,20,0,104.093,104.093,0,4.956809524,0,4.956809524,14.10364956,0,2,2,2,0,4,6,0,0,0,0.352941176,1.5,0.571428571,17,0,17,0,17,0,0,17,1,0,0,0,0,0,0,0
mcheste3,CSC226-001-STADDON-S16,2,13,0,118.67,118.67,0,8.476428571,0,8.476428571,14.14055091,0,2,2,0,0,2,4,0,0,0,0.333333333,1,0.5,12,0,12,0,12,0,0,12,1,0,0,0,0,0,0,0
mcheste3,CSC226-001-STADDON-S16,2,7,0,7.556,0,7.556,1.079428571,1.079428571,0,14.14055091,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,5,0,5,0,5,0,5,0,0,0,1,0,0,5,0,0
mcheste3,CSC226-001-STADDON-S16,2,22,0,102.165,83.782,18.383,4.256875,1.8383,5.984428571,6.124279952,0,2,2,0,0,6,4,0,0,0,0.25,1,0.4,18,0,18,0,18,0,2,16,0.888888889,0,0.111111111,0,0,0,2,0
mcheste3,CSC226-001-STADDON-S16,2,17,0,221.246,221.246,0,12.29144444,0,12.29144444,13.2669425,0,3,1,1,0,4,5,0,0,0,0.357142857,1.25,0.555555556,14,0,14,0,14,0,0,14,1,0,0,0,0,0,0,0
mcheste3,CSC226-001-STADDON-S16,3,35,0,255.952,255.952,0,7.109777778,0,7.109777778,13.10383249,0,3,5,2,0,5,7,3,2,1,0.225806452,1.75,0.4,31,0,31,0,31,0,0,31,1,0,0,0,0,0,0,0
