student,course,currLevel,Interaction,hintCount,TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimeWE,avgstepTimePS,stepTimeDeviation,englishSymbolicSwitchCount,UseCount,PrepCount,MorphCount,OptionalCount,InterfaceErrorCount,RightApp,WrongApp,WrongSemanticsApp,WrongSyntaxApp,PrightAppRatio,RrightAppRatio,F1Score,FDActionCount,BDActionCount,DirectProofActionCount,InDirectProofActionCount,actionCount,UseWindowInfo,NonPSelements,AppCount,AppRatio,hintRatio,BlankRatio,HoverHintCount,SystemInfoHintCount,NextStepClickCountWE,PreviousStepClickCountWE,deletedApp
kdabraha,CSC226-001-STADDON-S16,1,88,1,496.603,496.603,0,5.579808989,0,5.579808989,11.28900508,2,6,8,4,0,38,4,14,14,0,0.090909091,1,0.166666667,50,1,51,0,51,0,7,44,0.862745098,0.019607843,0.137254902,14,2,0,0,0
kdabraha,CSC226-001-STADDON-S16,1,6,0,12.719,0,12.719,2.119833333,2.119833333,0,11.28900508,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,4,0,4,0,4,0,4,0,0,0,1,0,0,4,0,0
kdabraha,CSC226-001-STADDON-S16,1,6,0,3.557,0,3.557,0.592833333,0.592833333,0,11.24036417,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,4,0,4,0,4,0,4,0,0,0,1,0,0,4,0,0
kdabraha,CSC226-001-STADDON-S16,1,30,0,103.156,103.156,0,3.327612903,0,3.327612903,9.968338414,0,2,3,0,0,10,4,1,1,0,0.19047619,1,0.32,21,0,21,0,21,0,0,21,1,0,0,7,0,0,0,0
kdabraha,CSC226-001-STADDON-S16,2,9,0,5.597,0,5.597,0.621888889,0.621888889,0,9.929921328,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,7,0,7,0,7,0,7,0,0,0,1,0,0,7,0,0
kdabraha,CSC226-001-STADDON-S16,2,888,4,3139.671,3139.671,0,3.523760943,0,3.523760943,7.167144928,2,43,25,82,24,243,48,127,69,58,0.077669903,12,0.154340836,633,15,621,27,648,0,30,618,0.953703704,0.00617284,0.046296296,170,0,0,0,13
kdabraha,CSC226-001-STADDON-S16,2,42,0,126.603,126.603,0,2.944255814,0,2.944255814,6.896338496,0,2,2,4,0,14,6,2,1,1,0.206896552,1.2,0.352941176,29,0,29,0,29,0,0,29,1,0,0,8,0,0,0,0
kdabraha,CSC226-001-STADDON-S16,3,13,0,53.45,0,53.45,4.111538462,4.111538462,0,6.896338496,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,11,0,11,0,11,0,11,0,0,0,1,0,0,8,3,0
kdabraha,CSC226-001-STADDON-S16,3,3,0,7.49,0,7.49,2.496666667,2.496666667,0,6.890422303,0,0,0,0,0,3,0,0,0,0,0.163823355,0,0.316598632,0,0,0,0,0,0,0,0,0.639372648,0.022369327,0.360434041,0,0,0,0,0
kdabraha,CSC226-001-STADDON-S16,3,370,0,1095.304,1095.304,0,2.952301887,0,2.952301887,5.973027871,0,24,9,28,4,77,27,38,21,17,0.091836735,5.4,0.180602007,294,0,294,0,294,0,0,294,1,0,0,61,0,0,0,20
kdabraha,CSC226-001-STADDON-S16,3,118,0,522.469,522.469,0,4.390495798,0,4.390495798,6.300085585,0,5,4,5,10,30,14,10,3,7,0.16091954,2.8,0.304347826,89,0,89,0,89,0,2,87,0.97752809,0,0.02247191,20,0,0,0,2
kdabraha,CSC226-001-STADDON-S16,4,53,0,181.789,181.789,0,3.366462963,0,3.366462963,6.338016179,0,8,2,0,1,15,6,5,0,5,0.153846154,1,0.266666667,39,0,39,0,39,0,0,39,1,0,0,3,0,0,0,0
kdabraha,CSC226-001-STADDON-S16,4,9,0,4.746,0,4.746,0.527333333,0.527333333,0,6.3355313,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,7,0,7,0,7,0,7,0,0,0,1,0,0,7,0,0
kdabraha,CSC226-001-STADDON-S16,4,135,0,432.847,432.847,0,3.182698529,0,3.182698529,6.117333742,0,5,3,19,2,26,19,10,6,4,0.172727273,3.166666667,0.327586207,110,0,110,0,110,0,0,110,1,0,0,12,0,0,0,4
kdabraha,CSC226-001-STADDON-S16,5,23,0,63.246,63.246,0,2.63525,0,2.63525,6.069973336,0,3,0,4,0,7,6,1,0,1,0.352941176,1.2,0.545454545,17,0,17,0,17,0,0,17,1,0,0,0,0,0,0,0
kdabraha,CSC226-001-STADDON-S16,5,11,0,5.653,0,5.653,0.513909091,0.513909091,0,6.067935443,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,9,0,9,0,9,0,9,0,0,0,1,0,0,9,0,0
kdabraha,CSC226-001-STADDON-S16,5,56,0,139.709,139.709,0,2.451035088,0,2.451035088,5.963520406,0,4,2,6,0,13,8,4,2,2,0.181818182,1.333333333,0.32,44,0,44,0,44,0,0,44,1,0,0,8,0,0,0,1
kdabraha,CSC226-001-STADDON-S16,6,25,0,72.489,72.489,0,2.788038462,0,2.788038462,5.918876153,0,2,0,5,0,8,6,1,1,0,0.333333333,0.857142857,0.48,18,0,18,0,18,0,0,18,1,0,0,0,0,0,0,0
kdabraha,CSC226-001-STADDON-S16,6,3,0,2.184,0,2.184,0.728,0.728,0,5.917235712,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
kdabraha,CSC226-001-STADDON-S16,6,128,0,327.115,327.115,0,4.542938381,0,0,10.02433495,0,7,7,8,0,48,12,10,5,5,0.148148148,0.975209817,0.316598632,81,0,81,0,81,0,0,81,1,0,0,11,0,0,0,1
dfgebreh,CSC226-001-STADDON-S16,1,47,2,389.947,389.947,0,8.123895833,0,8.123895833,10.31645702,0,2,2,0,0,1,4,0,0,0,0.088888889,1,0.163265306,47,0,47,0,47,0,2,45,0.957446809,0.042553191,0.042553191,31,0,0,0,0
dfgebreh,CSC226-001-STADDON-S16,1,39,0,577.548,0,577.548,14.4387,14.4387,0,10.02433495,0,0,0,0,0,14,0,0,0,0,0,0,0.316598632,26,0,26,0,26,8,25,1,0.038461538,0,0.961538462,0,8,7,2,0
dfgebreh,CSC226-001-STADDON-S16,1,6,0,19.224,0,19.224,3.204,3.204,0,0.121622366,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,4,0,4,0,4,0,4,0,0,0,1,0,0,4,0,0
dfgebreh,CSC226-001-STADDON-S16,1,203,0,1451.554,1451.554,0,6.84695283,0,6.84695283,19.90030122,2,4,3,0,0,94,5,2,2,0,0.192307692,1.25,0.333333333,117,1,109,9,118,16,92,26,0.220338983,0,0.779661017,0,8,0,0,5
dfgebreh,CSC226-001-STADDON-S16,2,28,0,530.355,530.355,0,18.28810345,0,18.28810345,18.83075965,0,3,3,0,0,4,6,0,0,0,0.24,1,0.387096774,25,0,25,0,25,0,0,25,1,0,0,0,0,0,0,0
dfgebreh,CSC226-001-STADDON-S16,2,7,0,233.916,0,233.916,33.41657143,33.41657143,0,18.81404366,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,5,0,5,0,5,0,5,0,0,0,1,0,0,5,0,0
dfgebreh,CSC226-001-STADDON-S16,2,21,0,246.143,246.143,0,11.18831818,0,11.18831818,17.64611817,0,2,3,0,0,5,4,1,0,1,0.235294118,0.8,0.363636364,17,0,17,0,17,0,0,17,1,0,0,0,0,0,0,0
dfgebreh,CSC226-001-STADDON-S16,3,128,3,1264.072,1264.072,0,9.723630769,0,9.723630769,15.58625087,0,20,9,9,0,13,3,35,11,24,0.027777778,0.428571429,0.052173913,115,2,117,0,117,4,9,108,0.923076923,0.025641026,0.076923077,9,2,0,0,4
dfgebreh,CSC226-001-STADDON-S16,3,28,0,583.641,0,583.641,20.84432143,20.84432143,0,15.54654623,0,0,0,0,0,4,0,0,0,0,0,0,0.316598632,24,0,24,0,24,0,11,13,0.541666667,0,0.458333333,0,0,10,1,0
dfgebreh,CSC226-001-STADDON-S16,3,257,0,1879.902,1879.902,0,7.314793774,0,7.314793774,14.70524485,0,26,32,29,1,13,11,77,27,50,0.046218487,1.571428571,0.089795918,242,2,239,5,244,2,6,238,0.975409836,0,0.024590164,6,0,0,0,7
dfgebreh,CSC226-001-STADDON-S16,3,302,20,1670.507,1670.507,0,5.495088816,0,5.495088816,16.73033162,0,6,89,1,4,34,19,81,12,69,0.076612903,4.75,0.150793651,270,0,270,0,270,0,22,248,0.918518519,0.074074074,0.081481481,5,0,0,0,6
dfgebreh,CSC226-001-STADDON-S16,3,30,0,328.48,328.48,0,10.265,0,10.265,15.86707842,0,4,1,4,0,6,8,1,0,1,0.307692308,1.6,0.516129032,26,0,26,0,26,0,0,26,1,0,0,0,0,0,0,0
dfgebreh,CSC226-001-STADDON-S16,3,22,0,146.523,146.523,0,6.370565217,0,6.370565217,14.85748976,0,2,2,1,0,2,5,0,0,0,0.238095238,1,0.384615385,21,0,21,0,21,0,0,21,1,0,0,0,0,0,0,0
dfgebreh,CSC226-001-STADDON-S16,4,22,0,84.812,0,84.812,3.687478261,3.687478261,0,1.12924953,0,0,0,0,0,11,0,0,0,0,0,0,0.316598632,12,0,12,0,12,0,8,4,0.333333333,0,0.666666667,0,0,8,0,0
dfgebreh,CSC226-001-STADDON-S16,4,324,11,5545.616,5545.616,0,16.85597568,0,16.85597568,20.60685603,0,22,13,51,6,17,39,53,27,26,0.13,6.5,0.254901961,312,0,312,0,312,0,12,300,0.961538462,0.03525641,0.038461538,8,0,0,0,8
dfgebreh,CSC226-001-STADDON-S16,4,451,0,6463.83,6463.83,0,14.14404814,0,14.14404814,13.06485974,0,21,15,44,13,36,46,47,26,21,0.10952381,7.666666667,0.215962441,421,0,421,0,421,0,1,420,0.997624703,0,0.002375297,58,0,0,0,21
dfgebreh,CSC226-001-STADDON-S16,5,12,0,42.556,0,42.556,3.546333333,3.546333333,0,13.26409628,0,0,0,0,0,3,0,0,0,0,0.163823355,0,0.316598632,9,0,9,0,9,0,9,0,0,0,1,0,0,9,0,0
dfgebreh,CSC226-001-STADDON-S16,5,145,0,2046.345,2046.345,0,14.11272414,0,14.11272414,15.782257,0,5,2,9,1,5,7,10,4,6,0.05,1.166666667,0.095890411,140,0,140,0,140,0,0,140,1,0,0,68,0,0,0,1
dfgebreh,CSC226-001-STADDON-S16,5,39,0,370.593,370.593,0,9.264825,0,9.264825,14.95791123,0,4,0,4,0,3,4,4,2,2,0.108108108,1,0.195121951,37,0,37,0,37,0,0,37,1,0,0,11,0,0,0,0
dfgebreh,CSC226-001-STADDON-S16,5,17,0,130.086,130.086,0,6.846631579,0,6.846631579,14.55423536,0,2,1,2,1,3,5,1,0,1,0.3125,1.25,0.5,16,0,16,0,16,0,0,16,1,0,0,0,0,0,0,0
dfgebreh,CSC226-001-STADDON-S16,5,19,0,125.683,125.683,0,6.28415,0,6.28415,14.18117688,0,1,2,3,0,2,6,0,0,0,0.333333333,1.2,0.52173913,18,0,18,0,18,0,0,18,1,0,0,0,0,0,0,0
dfgebreh,CSC226-001-STADDON-S16,6,10,0,110.914,0,110.914,11.0914,11.0914,0,14.16742569,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,8,0,8,0,8,0,8,0,0,0,1,0,0,8,0,0
dfgebreh,CSC226-001-STADDON-S16,6,51,0,395.911,395.911,0,7.613673077,0,7.613673077,13.5122524,0,4,2,11,0,4,8,9,3,6,0.166666667,1.333333333,0.296296296,48,0,48,0,48,0,0,48,1,0,0,4,0,0,0,0
dfgebreh,CSC226-001-STADDON-S16,6,391,0,4153.387,4153.387,0,10.56841476,0,10.56841476,13.02245604,0,11,19,55,9,27,37,57,28,29,0.101369863,6.166666667,0.199460916,366,0,366,0,366,0,1,365,0.99726776,0,0.00273224,93,0,0,0,8
mcamar,CSC226-001-STADDON-S16,1,121,4,1036.574,1036.574,0,8.427430894,0,8.427430894,16.17015484,2,7,13,1,2,30,6,17,9,8,0.06741573,1.5,0.129032258,92,1,93,0,93,0,4,89,0.956989247,0.043010753,0.043010753,0,0,0,0,1
mcamar,CSC226-001-STADDON-S16,1,11,0,56.355,0,56.355,5.123181818,5.123181818,0,16.17015484,0,0,0,0,0,6,0,0,0,0,0,0,0.316598632,5,0,5,0,5,0,4,1,0.2,0,0.8,0,0,4,0,0
mcamar,CSC226-001-STADDON-S16,1,20,0,25.709,0,25.709,1.28545,1.28545,0,16.08943082,2,0,0,0,0,15,0,0,0,0,0.163823355,0,0.316598632,5,0,5,0,5,0,5,0,0,0,1,0,0,4,0,0
mcamar,CSC226-001-STADDON-S16,1,22,0,249.597,249.597,0,10.85204348,0,10.85204348,15.58968236,0,2,2,0,2,5,6,0,0,0,0.333333333,1.5,0.545454545,18,0,18,0,18,0,0,18,1,0,0,0,0,0,0,0
mcamar,CSC226-001-STADDON-S16,2,9,0,72.941,0,72.941,8.104555556,8.104555556,0,15.58968236,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,7,0,7,0,7,0,7,0,0,0,1,0,0,7,0,0
mcamar,CSC226-001-STADDON-S16,2,6,0,4.497,0,4.497,0.7495,0.7495,0,15.53413732,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,4,0,4,0,4,0,4,0,0,0,1,0,0,4,0,0
mcamar,CSC226-001-STADDON-S16,2,19,0,272.016,272.016,0,13.6008,0,13.6008,15.48026408,0,2,2,1,1,3,6,0,0,0,0.352941176,1.2,0.545454545,17,0,17,0,17,0,0,17,1,0,0,0,0,0,0,0
mcamar,CSC226-001-STADDON-S16,3,10,0,22.553,0,22.553,2.2553,2.2553,0,15.48026408,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,8,0,8,0,8,0,8,0,0,0,1,0,0,8,0,0
mcamar,CSC226-001-STADDON-S16,3,10,0,7.912,0,7.912,0.7912,0.7912,0,15.44283168,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,8,0,8,0,8,0,8,0,0,0,1,0,0,8,0,0
mcamar,CSC226-001-STADDON-S16,3,318,0,4643.087,4643.087,0,14.41952484,0,14.41952484,15.19836165,0,24,25,26,15,49,39,51,33,18,0.142857143,5.571428571,0.278571429,273,0,273,0,273,0,0,273,1,0,0,0,0,0,0,8
mcamar,CSC226-001-STADDON-S16,4,52,5,471.488,471.488,0,8.896,0,8.896,14.77546164,0,4,2,3,1,15,9,1,0,1,0.272727273,1.5,0.461538462,37,1,38,0,38,0,5,33,0.868421053,0.131578947,0.131578947,0,0,0,0,2
mcamar,CSC226-001-STADDON-S16,4,12,0,160.201,0,160.201,13.35008333,13.35008333,0,14.74552566,0,0,0,0,0,2,0,0,0,0,0,0,0.316598632,10,0,10,0,10,0,9,1,0.1,0,0.9,0,0,8,1,0
mcamar,CSC226-001-STADDON-S16,4,40,0,347.967,347.967,0,8.487,0,8.487,13.92700263,0,4,2,6,1,6,12,1,0,1,0.342857143,2,0.585365854,35,0,35,0,35,0,0,35,1,0,0,0,0,0,0,0
mcamar,CSC226-001-STADDON-S16,5,23,0,203.464,203.464,0,8.477666667,0,8.477666667,13.4353223,0,2,0,2,2,6,6,0,0,0,0.333333333,1.2,0.52173913,18,0,18,0,18,0,0,18,1,0,0,4,0,0,0,0
mcamar,CSC226-001-STADDON-S16,5,11,0,17.508,0,17.508,1.591636364,1.591636364,0,13.41713682,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,9,0,9,0,9,0,9,0,0,0,1,0,0,9,0,0
mcamar,CSC226-001-STADDON-S16,5,250,0,3480.303,3480.303,0,13.865749,0,13.865749,17.10658483,0,8,9,57,5,27,58,21,18,3,0.260089686,9.666666667,0.506550218,224,0,224,0,224,0,1,223,0.995535714,0,0.004464286,0,0,0,0,14
mcamar,CSC226-001-STADDON-S16,5,24,0,223.901,223.901,0,8.95604,0,8.95604,16.8465215,0,1,1,2,0,13,4,0,0,0,0.333333333,1,0.5,12,0,12,0,12,0,0,12,1,0,0,0,0,0,0,0
mcamar,CSC226-001-STADDON-S16,5,24,0,177.975,177.975,0,7.119,0,7.119,16.1824023,0,1,4,3,0,6,6,2,2,0,0.315789474,1.2,0.5,19,0,19,0,19,0,0,19,1,0,0,0,0,0,0,0
mcamar,CSC226-001-STADDON-S16,6,2,0,25.187,25.187,0,12.5935,0,12.5935,16.17312492,0,0,0,0,0,1,0,0,0,0,0,0,0.316598632,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
mcamar,CSC226-001-STADDON-S16,6,3,0,12.238,0,12.238,4.079333333,4.079333333,0,16.15256807,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
mcamar,CSC226-001-STADDON-S16,6,17,0,94.499,94.499,0,5.249944444,0,5.249944444,15.61973569,0,1,1,2,0,6,4,0,0,0,0.333333333,1.333333333,0.533333333,12,0,12,0,12,0,0,12,1,0,0,0,0,0,0,0
mcamar,CSC226-001-STADDON-S16,6,31,0,144.837,144.837,0,4.52615625,0,4.52615625,14.86539046,0,3,3,3,0,8,7,2,0,2,0.291666667,1.166666667,0.466666667,24,0,24,0,24,0,0,24,1,0,0,0,0,0,0,0
mcamar,CSC226-001-STADDON-S16,6,73,0,619.284,619.284,0,8.368702703,0,8.368702703,13.54655691,0,3,2,15,5,9,13,12,5,7,0.2,2.6,0.371428571,65,0,65,0,65,0,0,65,1,0,0,0,0,0,0,1
bpgoodso,CSC226-001-STADDON-S16,1,643,4,4785.556,4785.556,0,7.407981424,0,7.407981424,15.31112915,2,4,34,30,18,159,57,30,22,8,0.12,14.25,0.237995825,481,6,363,124,487,0,12,475,0.975359343,0.008213552,0.024640657,108,4,0,0,20
bpgoodso,CSC226-001-STADDON-S16,1,68,0,373.592,373.592,0,5.414376812,0,5.414376812,14.52742026,0,2,3,6,2,13,12,1,1,0,0.214285714,4,0.406779661,56,0,56,0,56,0,0,56,1,0,0,0,0,0,0,7
bpgoodso,CSC226-001-STADDON-S16,1,19,0,51.208,0,51.208,2.5604,2.5604,0,0.053033009,0,0,0,0,0,7,0,0,0,0,0,0,0.316598632,13,0,13,0,13,0,6,7,0.538461538,0,0.461538462,0,0,6,0,0
bpgoodso,CSC226-001-STADDON-S16,1,15,0,73.735,73.735,0,4.6084375,0,4.6084375,4.821458528,0,2,2,2,0,2,6,0,0,0,0.428571429,1.5,0.666666667,14,0,14,0,14,0,0,14,1,0,0,0,0,0,0,0
bpgoodso,CSC226-001-STADDON-S16,2,9,0,7.844,0,7.844,0.871555556,0.871555556,0,4.821458528,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,7,0,7,0,7,0,7,0,0,0,1,0,0,7,0,0
bpgoodso,CSC226-001-STADDON-S16,2,6,0,4.59,0,4.59,0.765,0.765,0,4.772428351,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,4,0,4,0,4,0,4,0,0,0,1,0,0,4,0,0
bpgoodso,CSC226-001-STADDON-S16,2,26,0,97.728,97.728,0,3.619555556,0,3.619555556,4.809198689,0,2,2,3,0,5,6,1,1,0,0.272727273,1.2,0.444444444,22,0,22,0,22,0,0,22,1,0,0,2,0,0,0,1
bpgoodso,CSC226-001-STADDON-S16,3,627,4,5953.774,5953.774,0,9.435458003,0,9.435458003,14.16186009,0,10,24,85,15,154,92,42,35,7,0.195329087,13.14285714,0.384937238,476,1,476,1,477,0,6,471,0.987421384,0.008385744,0.012578616,61,0,0,0,4
bpgoodso,CSC226-001-STADDON-S16,3,11,0,20.607,0,20.607,1.873363636,1.873363636,0,14.14301427,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,9,0,9,0,9,0,9,0,0,0,1,0,0,9,0,0
bpgoodso,CSC226-001-STADDON-S16,3,211,0,1226.354,1226.354,0,5.784688679,0,5.784688679,12.73592743,0,15,14,6,8,46,28,15,9,6,0.168674699,4,0.323699422,166,0,166,0,166,0,0,166,1,0,0,9,0,0,0,5
bpgoodso,CSC226-001-STADDON-S16,4,140,1,871.214,871.214,0,6.178822695,0,6.178822695,11.8312651,0,7,5,13,7,31,25,7,3,4,0.231481481,4.166666667,0.438596491,110,0,110,0,110,0,2,108,0.981818182,0.009090909,0.018181818,10,0,0,0,4
bpgoodso,CSC226-001-STADDON-S16,4,9,0,4.45,0,4.45,0.494444444,0.494444444,0,11.82476794,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,7,0,7,0,7,0,7,0,0,0,1,0,0,7,0,0
bpgoodso,CSC226-001-STADDON-S16,4,131,0,673.29,673.29,0,5.100681818,0,5.100681818,11.31080119,0,8,4,18,6,21,25,11,7,4,0.225225225,4.166666667,0.427350427,111,0,111,0,111,0,0,111,1,0,0,13,0,0,0,6
bpgoodso,CSC226-001-STADDON-S16,5,9,0,17.271,0,17.271,1.919,1.919,0,11.30563966,0,0,0,0,0,3,0,0,0,0,0.163823355,0,0.316598632,6,0,6,0,6,0,6,0,0,0,1,0,0,6,0,0
bpgoodso,CSC226-001-STADDON-S16,5,46,0,142.931,142.931,0,3.041085106,0,3.041085106,11.0289486,0,2,3,7,0,10,10,2,2,0,0.27027027,1.25,0.444444444,37,0,37,0,37,0,0,37,1,0,0,1,0,0,0,2
bpgoodso,CSC226-001-STADDON-S16,5,52,0,191.899,191.899,0,3.620735849,0,3.620735849,10.7523258,0,2,0,9,2,15,13,0,0,0,0.342105263,2.166666667,0.590909091,38,0,38,0,38,0,0,38,1,0,0,0,0,0,0,1
bpgoodso,CSC226-001-STADDON-S16,6,76,0,449.913,449.913,0,5.843025974,0,5.843025974,10.83183601,0,3,0,14,3,17,16,4,4,0,0.266666667,2.285714286,0.47761194,60,0,60,0,60,0,0,60,1,0,0,0,0,0,0,3
bpgoodso,CSC226-001-STADDON-S16,6,3,0,2.442,0,2.442,0.814,0.814,0,10.82743933,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
bpgoodso,CSC226-001-STADDON-S16,6,87,0,344.16,344.16,0,3.910909091,0,3.910909091,7.039136018,0,4,5,7,0,23,14,2,1,1,0.215384615,2.333333333,0.394366197,65,0,65,0,65,0,0,65,1,0,0,3,0,0,0,2
mwprice,CSC226-001-STADDON-S16,1,39,1,296.164,296.164,0,7.223512195,0,7.223512195,10.77999844,0,5,3,0,0,9,4,4,3,1,0.137931034,1,0.242424242,32,0,32,0,32,0,3,29,0.90625,0.03125,0.09375,0,2,0,0,0
mwprice,CSC226-001-STADDON-S16,1,21,0,56.665,56.665,0,2.575681818,0,2.575681818,8.496830968,0,2,1,0,0,11,3,0,0,0,0.272727273,1,0.428571429,11,0,11,0,11,0,0,11,1,0,0,0,0,0,0,0
mwprice,CSC226-001-STADDON-S16,1,50,0,90.485,0,90.485,1.8097,1.8097,0,8.432300077,2,0,0,0,0,23,0,0,0,0,0,0,0.316598632,27,0,27,0,27,8,18,9,0.333333333,0,0.666666667,0,2,5,1,0
mwprice,CSC226-001-STADDON-S16,1,18,0,119.842,119.842,0,6.307473684,0,6.307473684,8.683476485,0,2,2,0,0,5,4,0,0,0,0.285714286,1,0.444444444,14,0,14,0,14,0,0,14,1,0,0,0,0,0,0,0
mwprice,CSC226-001-STADDON-S16,2,11,0,22.307,0,22.307,2.027909091,2.027909091,0,8.639104184,0,0,0,0,0,2,0,0,0,0,0,0,0.316598632,9,0,9,0,9,0,7,2,0.222222222,0,0.777777778,0,0,7,0,0
mwprice,CSC226-001-STADDON-S16,2,32,0,144.023,144.023,0,4.364333333,0,4.364333333,7.676424377,0,3,5,0,0,9,8,0,0,0,0.333333333,2,0.571428571,24,0,24,0,24,0,0,24,1,0,0,0,0,0,0,0
mwprice,CSC226-001-STADDON-S16,2,19,0,62.46,62.46,0,3.123,0,3.123,7.153747904,0,2,3,0,0,6,4,1,1,0,0.285714286,0.8,0.421052632,14,0,14,0,14,0,0,14,1,0,0,0,0,0,0,0
mwprice,CSC226-001-STADDON-S16,3,16,0,39.785,0,39.785,2.4865625,2.4865625,0,7.134185754,0,0,0,0,0,8,0,0,0,0,0.163823355,0,0.316598632,8,0,8,0,8,0,8,0,0,0,1,0,0,8,0,0
mwprice,CSC226-001-STADDON-S16,3,34,0,114.68,114.68,0,3.276571429,0,3.276571429,6.524533584,0,5,4,0,0,5,8,1,1,0,0.266666667,1,0.421052632,30,0,30,0,30,0,0,30,1,0,0,0,0,0,0,0
mwprice,CSC226-001-STADDON-S16,3,29,0,74.896,74.896,0,2.496533333,0,2.496533333,6.102409213,0,4,4,0,0,6,7,1,0,1,0.291666667,1,0.451612903,24,0,24,0,24,0,0,24,1,0,0,0,0,0,0,0
mwprice,CSC226-001-STADDON-S16,4,9,0,6.505,0,6.505,0.722777778,0.722777778,0,6.102409213,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,7,0,7,0,7,0,7,0,0,0,1,0,0,7,0,0
mwprice,CSC226-001-STADDON-S16,4,8,0,4.752,0,4.752,0.594,0.594,0,6.092258769,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,6,0,6,0,6,0,6,0,0,0,1,0,0,6,0,0
mwprice,CSC226-001-STADDON-S16,4,43,0,242.327,242.327,0,5.507431818,0,5.507431818,7.573975304,0,4,2,0,0,19,6,0,0,0,0.24,1,0.387096774,22,3,25,0,25,0,0,25,1,0,0,3,0,0,0,0
mwprice,CSC226-001-STADDON-S16,5,34,0,172.987,172.987,0,4.942485714,0,4.942485714,7.333813863,0,2,0,5,0,7,6,1,1,0,0.214285714,1.2,0.363636364,28,0,28,0,28,0,0,28,1,0,0,10,0,0,0,0
mwprice,CSC226-001-STADDON-S16,5,13,0,27.092,0,27.092,2.084,2.084,0,7.324056143,0,0,0,0,0,3,0,0,0,0,0,0,0.316598632,10,0,10,0,10,0,9,1,0.1,0,0.9,0,0,9,0,0
mwprice,CSC226-001-STADDON-S16,5,220,0,921.729,921.729,0,4.151932432,0,4.151932432,8.935001289,0,6,0,21,11,45,14,24,3,21,0.08,2.333333333,0.154696133,177,0,177,0,177,0,2,175,0.988700565,0,0.011299435,54,0,0,0,0
mwprice,CSC226-001-STADDON-S16,5,62,0,156.873,156.873,0,2.490047619,0,2.490047619,6.132121273,0,1,4,5,1,17,7,4,3,1,0.155555556,1.75,0.285714286,46,0,46,0,46,0,1,45,0.97826087,0,0.02173913,4,0,0,0,1
mwprice,CSC226-001-STADDON-S16,5,31,0,81.601,81.601,0,2.55003125,0,2.55003125,5.550530761,0,1,2,3,0,7,6,0,0,0,0.24,1.2,0.4,25,0,25,0,25,0,0,25,1,0,0,5,0,0,0,0
mwprice,CSC226-001-STADDON-S16,6,10,0,30.15,0,30.15,3.015,3.015,0,5.550530761,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,8,0,8,0,8,0,8,0,0,0,1,0,0,8,0,0
mwprice,CSC226-001-STADDON-S16,6,2,0,2.511,0,2.511,1.2555,1.2555,0,5.533364025,0,0,0,0,0,2,0,0,0,0,0.163823355,0,0.316598632,0,0,0,0,0,0,0,0,0.639372648,0.022369327,0.360434041,0,0,0,0,0
mwprice,CSC226-001-STADDON-S16,6,65,0,255.797,255.797,0,3.875712121,0,3.875712121,7.548953403,0,3,5,6,1,23,11,4,3,1,0.255813953,1.833333333,0.448979592,43,0,43,0,43,0,0,43,1,0,0,2,0,0,0,0
ermurph6,CSC226-001-STADDON-S16,1,6,0,41.846,0,41.846,6.974333333,6.974333333,0,0.415778787,0,0,0,0,0,1,0,0,0,0,0.163823355,0,0.316598632,5,0,5,0,5,0,5,0,0,0,1,0,0,5,0,0
