"student","course","PC1","PC2","PC3","PC4"
"kdabraha","CSC226-001-STADDON-S16",-1.85437844322276,0.966065930510735,1.249869445371,0.865234275719529
"kdabraha","CSC226-001-STADDON-S16",10.6530070571104,-2.87527676772726,2.20884078355324,-0.532988256896016
"kdabraha","CSC226-001-STADDON-S16",3.79066191754711,-2.36442006302792,0.804235390837995,-0.660324081613997
"kdabraha","CSC226-001-STADDON-S16",-1.1646326567848,-2.49428564233111,1.09216332421603,0.335149409051809
"kdabraha","CSC226-001-STADDON-S16",-3.16630027802893,-1.86869544806499,2.04329316492156,-0.514225220352228
"kdabraha","CSC226-001-STADDON-S16",-2.04552137124484,-3.01994123487809,1.48099948126217,1.38574856568911
"dfgebreh","CSC226-001-STADDON-S16",1.00656192686504,13.5847789949732,2.4869712680931,-1.22499672499186
"dfgebreh","CSC226-001-STADDON-S16",-2.45626865969687,3.7629134421542,-7.97925698934496,1.53398393956504
"dfgebreh","CSC226-001-STADDON-S16",12.8270655878782,4.07031852251396,-1.25937532662907,-0.537712411646633
"dfgebreh","CSC226-001-STADDON-S16",13.2856941901613,-0.279515242075848,-8.73930176805565,-1.82829427012974
"dfgebreh","CSC226-001-STADDON-S16",0.529880366756311,1.01304060737953,-3.92491137965724,1.6911548394852
"dfgebreh","CSC226-001-STADDON-S16",5.10775139658956,-0.44170351598193,-4.43738086968241,0.35816283829751
"mcamar","CSC226-001-STADDON-S16",-0.629467715211446,1.62636372715956,-1.11598774264319,1.58719078036718
"mcamar","CSC226-001-STADDON-S16",-4.15404117976165,3.44372588973961,-2.79415394080394,-2.46725288285235
"mcamar","CSC226-001-STADDON-S16",3.62789547954045,1.50515856451486,-5.70319123332457,-0.317290804759229
"mcamar","CSC226-001-STADDON-S16",-2.32440200230585,1.54415228491232,-2.87024396070197,-1.00236962877755
"mcamar","CSC226-001-STADDON-S16",2.78822568209297,-1.11394784733847,-6.14886905336122,-1.8365497952953
"mcamar","CSC226-001-STADDON-S16",-1.61937477819966,-0.220759673546947,-0.343720506625533,0.437233593959694
"bpgoodso","CSC226-001-STADDON-S16",8.32925736958317,-1.94528906340654,-2.85279987196941,-0.753643783860192
"bpgoodso","CSC226-001-STADDON-S16",-4.27545146819155,0.322664709625014,2.33527747986103,-2.23564499626829
