"student","course","currLevel","PC1","PC2","PC3"
"kdabraha","CSC226-001-STADDON-S16",1,-1.88360212137298,-0.650795338727822,-2.48992313004666
"kdabraha","CSC226-001-STADDON-S16",1,2.71092118513173,-1.14070387813753,0.936070550424494
"kdabraha","CSC226-001-STADDON-S16",1,2.6761922816148,-0.932953927897779,1.07268156668583
"kdabraha","CSC226-001-STADDON-S16",1,0.926984319705387,1.65332685931978,-0.0909165563252785
"kdabraha","CSC226-001-STADDON-S16",2,2.72290568993384,-1.48459018209986,1.25980502930956
"kdabraha","CSC226-001-STADDON-S16",2,-31.0445364023142,-6.28174043532893,5.12495334527987
"kdabraha","CSC226-001-STADDON-S16",2,0.605664305943174,1.70762740156639,0.394407052415475
"kdabraha","CSC226-001-STADDON-S16",3,2.87899491895168,-3.14639559033274,0.947102042457082
"kdabraha","CSC226-001-STADDON-S16",3,2.29634833605027,0.513735960069588,0.573875816222102
"kdabraha","CSC226-001-STADDON-S16",3,-11.4116724970421,-0.371351264692137,3.64122726719019
"kdabraha","CSC226-001-STADDON-S16",3,-2.68727485162201,0.973396896273496,0.898479323205875
"kdabraha","CSC226-001-STADDON-S16",4,0.0659702334351427,1.28960113125123,0.320959199578662
"kdabraha","CSC226-001-STADDON-S16",4,2.72838531968883,-1.49707328889613,1.52665402470801
"kdabraha","CSC226-001-STADDON-S16",4,-2.9317887038693,1.37432074281823,1.51067975994857
"kdabraha","CSC226-001-STADDON-S16",5,1.35741444811836,2.60217570505807,0.6986511370961
"kdabraha","CSC226-001-STADDON-S16",5,2.75714429516108,-1.8538786183088,1.61092529435595
"kdabraha","CSC226-001-STADDON-S16",5,0.0240211674975703,1.49152402693953,0.723634637325136
"kdabraha","CSC226-001-STADDON-S16",6,1.29814660629234,2.39194766512898,0.59971235560794
"kdabraha","CSC226-001-STADDON-S16",6,2.64755389276303,-0.452010153094606,1.34832952961864
"kdabraha","CSC226-001-STADDON-S16",6,-1.81718529858334,0.899600306903449,0.700730879250967
"dfgebreh","CSC226-001-STADDON-S16",1,-0.107009084672952,0.95119233327805,-1.31306867151614
"dfgebreh","CSC226-001-STADDON-S16",1,2.00554961026151,-11.4788730258219,-8.16479698510812
"dfgebreh","CSC226-001-STADDON-S16",1,2.76038913541883,-1.37368357700821,1.64425054813386
"dfgebreh","CSC226-001-STADDON-S16",1,-5.18346489800059,-9.47687787859775,-14.5768231674593
"dfgebreh","CSC226-001-STADDON-S16",2,0.158448496549289,2.86717155809669,-3.45982514051089
"dfgebreh","CSC226-001-STADDON-S16",2,3.46011640965942,-5.76587799072538,-2.32992564326706
"dfgebreh","CSC226-001-STADDON-S16",2,0.794154842122526,2.3948721634636,-2.0905220865281
"dfgebreh","CSC226-001-STADDON-S16",3,-5.24726392232352,-1.68447242559752,-4.03597102372164
"dfgebreh","CSC226-001-STADDON-S16",3,3.12490449140495,-7.99959645122681,-1.70766610295561
"dfgebreh","CSC226-001-STADDON-S16",3,-11.2006282908853,-1.58341647421047,0.152531601659383
"dfgebreh","CSC226-001-STADDON-S16",3,-13.9497275563667,-2.60122656499284,-0.921167042266966
"dfgebreh","CSC226-001-STADDON-S16",3,0.503413482995238,2.91504858223028,-1.42364765806466
"dfgebreh","CSC226-001-STADDON-S16",3,1.05227114182594,2.20370550620506,-0.912712726999899
"dfgebreh","CSC226-001-STADDON-S16",4,2.44246541422773,-2.6109333387638,1.29620689333269
"dfgebreh","CSC226-001-STADDON-S16",4,-15.9949889761017,-0.458863638045918,-1.52980298613998
"dfgebreh","CSC226-001-STADDON-S16",4,-19.8013140026539,-0.34629298113915,1.70349092788415
"dfgebreh","CSC226-001-STADDON-S16",5,2.81827549199332,-2.35155728437026,0.811979301563639
"dfgebreh","CSC226-001-STADDON-S16",5,-4.43986410455988,0.654028829271355,-2.04290355034815
"dfgebreh","CSC226-001-STADDON-S16",5,-0.01491809182161,1.42923661465095,-1.52003979081045
"dfgebreh","CSC226-001-STADDON-S16",5,1.15142018072118,2.67349153956582,-0.793238266949137
"dfgebreh","CSC226-001-STADDON-S16",5,1.22876007356237,2.78928231780861,-0.64637448270734
"dfgebreh","CSC226-001-STADDON-S16",6,3.01461639573076,-3.3620891340206,0.037764600144622
"dfgebreh","CSC226-001-STADDON-S16",6,-0.584928636215225,1.68668003571264,-0.711122434881221
"dfgebreh","CSC226-001-STADDON-S16",6,-16.1505433061434,-0.429729525884689,1.94495801876941
"mcamar","CSC226-001-STADDON-S16",1,-3.48035979208858,-0.130914774861442,-2.39956046250138
"mcamar","CSC226-001-STADDON-S16",1,2.53082899965093,-1.9054635360353,0.0862826414511605
"mcamar","CSC226-001-STADDON-S16",1,2.32589869606645,-1.56343088252503,-0.0499238650201139
"mcamar","CSC226-001-STADDON-S16",1,0.841811197278425,3.0556200540304,-1.58576515417758
"mcamar","CSC226-001-STADDON-S16",2,2.90673492661686,-2.62402604612567,0.18107421317613
"mcamar","CSC226-001-STADDON-S16",2,2.67025640040016,-0.921542478608588,0.750395671350887
"mcamar","CSC226-001-STADDON-S16",2,0.851264657487659,3.27774119646363,-2.1064401240842
"mcamar","CSC226-001-STADDON-S16",3,2.76972712545046,-1.89146567170845,0.744575334241522
"mcamar","CSC226-001-STADDON-S16",3,2.72971483551927,-1.64973584815228,0.880016846622361
"mcamar","CSC226-001-STADDON-S16",3,-14.7204584857655,0.412733902731778,-0.00322619795173584
"mcamar","CSC226-001-STADDON-S16",4,-0.305373298039166,1.81542755330526,-1.69735566895821
