"student","course","currLevel","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"kdabraha","CSC226-001-STADDON-S16",1,-1.88360212137298,-0.650795338727822,-2.48992313004666,1.23533058648251,-0.271959168159952,-1.56471063372113,0.133964731277576
"kdabraha","CSC226-001-STADDON-S16",1,2.71092118513173,-1.14070387813753,0.936070550424494,0.703538460775704,-0.205994551486365,0.221985994362087,0.245138226902302
"kdabraha","CSC226-001-STADDON-S16",1,2.6761922816148,-0.932953927897779,1.07268156668583,1.17994423526089,-0.186050353818781,0.211653173436553,0.355052151658581
"kdabraha","CSC226-001-STADDON-S16",1,0.926984319705387,1.65332685931978,-0.0909165563252785,0.486734970742099,-0.13419260723711,-0.646746044246799,-0.0315544216647762
"kdabraha","CSC226-001-STADDON-S16",2,2.72290568993384,-1.48459018209986,1.25980502930956,1.29932945111528,0.0217589810998773,0.314783074095537,0.414732055149862
"kdabraha","CSC226-001-STADDON-S16",2,-31.0445364023142,-6.28174043532893,5.12495334527987,0.571794841951667,1.64634631777118,-0.0465750012099672,-2.81820457607108
"kdabraha","CSC226-001-STADDON-S16",2,0.605664305943174,1.70762740156639,0.394407052415475,0.645482547644792,0.392440397246326,-0.6148434185398,-0.0431323979316566
"kdabraha","CSC226-001-STADDON-S16",3,2.87899491895168,-3.14639559033274,0.947102042457082,0.0957611050241553,1.13131734736595,0.156934895173211,-0.213964217674391
"kdabraha","CSC226-001-STADDON-S16",3,2.29634833605027,0.513735960069588,0.573875816222102,0.881854660550306,-0.234962178777936,-0.547201211949359,-0.0924267837472562
"kdabraha","CSC226-001-STADDON-S16",3,-11.4116724970421,-0.371351264692137,3.64122726719019,-0.692185544473165,0.476822141569615,-0.849400049852962,2.05278681383425
"kdabraha","CSC226-001-STADDON-S16",3,-2.68727485162201,0.973396896273496,0.898479323205875,0.189222921654099,0.146400993332407,-0.578305114840379,-0.100833989217284
"kdabraha","CSC226-001-STADDON-S16",4,0.0659702334351427,1.28960113125123,0.320959199578662,0.809314519201134,-0.435575147694609,-1.01542590630418,-0.195056787028802
"kdabraha","CSC226-001-STADDON-S16",4,2.72838531968883,-1.49707328889613,1.52665402470801,1.597115584034,0.196165155699321,0.135150563487175,0.40346241647186
"kdabraha","CSC226-001-STADDON-S16",4,-2.9317887038693,1.37432074281823,1.51067975994857,-0.0340512839183166,0.876596609658566,-0.358178094758574,0.699096221247591
"kdabraha","CSC226-001-STADDON-S16",5,1.35741444811836,2.60217570505807,0.6986511370961,0.491302894891792,1.9613027043065,0.329869399559382,-1.0158116375306
"kdabraha","CSC226-001-STADDON-S16",5,2.75714429516108,-1.8538786183088,1.61092529435595,1.64411938057307,0.305008988570716,0.234254821509778,0.449416220902153
"kdabraha","CSC226-001-STADDON-S16",5,0.0240211674975703,1.49152402693953,0.723634637325136,0.764795430384718,0.249618655261616,-0.754271920055239,0.10401763102349
"kdabraha","CSC226-001-STADDON-S16",6,1.29814660629234,2.39194766512898,0.59971235560794,0.55699709879205,1.56116499587883,0.091764937497868,-0.778879441633563
"kdabraha","CSC226-001-STADDON-S16",6,2.64755389276303,-0.452010153094606,1.34832952961864,1.50354528597582,-0.0753140650103971,-0.221454760125365,0.249628917747196
"kdabraha","CSC226-001-STADDON-S16",6,-1.81718529858334,0.899600306903449,0.700730879250967,0.290461927746286,0.191247386673428,-0.713186808009513,0.101656300255916
"dfgebreh","CSC226-001-STADDON-S16",1,-0.107009084672952,0.95119233327805,-1.31306867151614,-0.170752049605469,-1.88977316048967,-0.793251295257764,1.19319541477935
"dfgebreh","CSC226-001-STADDON-S16",1,2.00554961026151,-11.4788730258219,-8.16479698510812,-3.69114080808018,6.86687854924473,-3.1759773331441,-0.383545003103392
