"student","course","condition","level","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8"
"bpgoodso","CSC226-001-STADDON-S16","Random",4,6.04510590375837,0.934556045277574,4.84218789183819,-0.925440685492996,-2.03640456166841,-0.890536210495826,1.44070772566183,0.865097628677688
"bpgoodso","CSC226-001-STADDON-S16","Random",5,6.48408291889489,0.950932924321126,4.6395618748278,-1.4968876966186,-1.93635969312068,-0.624860977804075,1.48088774858337,0.650669710502262
"bpgoodso","CSC226-001-STADDON-S16","Random",6,7.25253584497852,0.93659486380819,4.68787326415481,-1.89294294937733,-1.96972651537875,-0.517725517173429,1.61491950454218,0.5863266752597
"mwprice","CSC226-001-STADDON-S16","Random",1,-4.8935629747265,-1.18183597733966,-0.873437717819603,-0.858162044307225,-0.374395328134947,-0.254806850850552,0.447663570604562,1.77123980918961
"mwprice","CSC226-001-STADDON-S16","Random",2,-4.50886662471723,-1.73425183887088,-0.28693054743683,-2.06619820842712,-0.499037360535515,-0.278105386247864,0.301789921429374,1.51259195553597
"mwprice","CSC226-001-STADDON-S16","Random",3,-4.01076395407966,-2.0465399595018,-0.0622359232501568,-2.68716913433394,-0.372183533688691,-0.184517937919379,0.257810398260953,1.25399854687816
"mwprice","CSC226-001-STADDON-S16","Random",4,-3.76187861509148,-1.57963042921746,-0.54097459981108,-3.00694862730117,-0.268521945570105,0.121294013292376,0.28699902443607,1.19501032221585
"mwprice","CSC226-001-STADDON-S16","Random",5,-1.48743379590837,-2.25685521882573,-0.0742813391233225,-1.92734866499039,0.576599201191443,0.350861660072627,0.835541547272162,0.721219598785256
"mwprice","CSC226-001-STADDON-S16","Random",6,-1.0999217782929,-2.05454919166221,-0.142932097263586,-2.35546953357035,0.62796410788659,0.449213128750763,0.826599273058904,0.623714585912858
"ermurph6","CSC226-001-STADDON-S16","Random",1,-3.87118354254167,0.572370020178001,-1.30954353765593,1.46785945923217,-2.49926748542526,-2.11927890368181,0.231272321244383,-0.744988855827213
"ermurph6","CSC226-001-STADDON-S16","Random",2,-3.67441519541037,0.729281735871832,-0.910166306488935,0.724569616748342,-1.83923579882535,-1.87467564343943,-0.190253452001958,-0.880739569695345
"ermurph6","CSC226-001-STADDON-S16","Random",3,-3.00152518964817,0.0870052734028544,-0.63459761388383,-0.146682741923188,-1.68673068806262,-1.13205397895558,-0.00479369132316245,-0.910117369608911
"ermurph6","CSC226-001-STADDON-S16","Random",4,-2.02102929610685,0.308969468285752,-0.0897906663739926,-1.08753667104695,-1.7651657725142,-0.427969535697704,0.161802491651457,-0.804941147372709
"ermurph6","CSC226-001-STADDON-S16","Random",5,-0.391850352657929,0.961853909802048,0.797769928574797,-1.45009723558891,-1.8556349291532,0.045544919142014,0.173630804653682,-0.577346992435343
"ermurph6","CSC226-001-STADDON-S16","Random",6,1.12986702507304,0.89618881845262,0.482108216230645,-1.42318564392286,-1.73853258188857,-0.0517870451555634,0.432285421153359,-0.413394992524552
"rmdimart","CSC226-001-STADDON-S16","Random",1,3.01113737787741,-2.87282364882467,-2.58200860287145,1.62235867613306,0.0420692205666607,-0.539521361340529,-1.53876591710158,1.98359018922796
"rmdimart","CSC226-001-STADDON-S16","Random",2,5.0859333028398,-1.83954639526083,-2.86754109985938,0.694114182660164,-0.526410303259764,-0.68097661465704,-1.87546503466536,1.80683501121551
"rmdimart","CSC226-001-STADDON-S16","Random",3,6.46854829372555,-1.5411862975208,-3.00717606734444,0.116262276344965,-0.623369876865787,-0.197463385261603,-1.86468236172081,1.62419964255531
"rmdimart","CSC226-001-STADDON-S16","Random",4,7.31194368724961,-1.47333028997293,-2.98163242622742,-0.282631637599162,-0.643644746508988,-0.0201717881121178,-1.93000575568811,1.54136365837057
"rmdimart","CSC226-001-STADDON-S16","Random",5,8.08544591529732,-1.35050554802979,-3.19522295589658,-0.694316820500269,-0.827331518796985,0.0754743263280877,-1.92231763192213,1.35221008846057
"rmdimart","CSC226-001-STADDON-S16","Random",6,9.98947826657872,-1.06789356096058,-3.25665481182994,-1.26085032903117,-1.01544190241108,0.346765105631661,-2.01349203934662,1.28751393078792
"tadanie2","CSC226-001-STADDON-S16","Random",1,-4.14639614448483,-0.826531278549283,0.182863371301874,1.80262255908621,1.24081131801392,-0.12283470521709,-0.284651066078988,0.282644704953028
"tadanie2","CSC226-001-STADDON-S16","Random",2,-3.6688439785436,-1.2220467464791,0.436291065277712,1.01819188906162,1.31047774193203,-0.187786061595127,-0.424403461572226,0.0485738289078293
"tadanie2","CSC226-001-STADDON-S16","Random",3,-3.55704568565254,-0.843874622008941,-0.246435315623123,-0.209181581119829,1.22465660839367,0.105812619071028,-0.459384523654122,-0.0236222215905564
