"student","course","PC1","PC2","PC3","PC4"
"msubram3","CSC226-002-BARNES-F16",0.489662042418784,8.46890783645817,-6.86347359679889,1.14336549713933
"tadicke3","CSC226-002-BARNES-F16",4.77508780458153,-3.03077944940929,-1.94204205953778,1.71918109467406
"jethoma8","CSC226-002-BARNES-F16",0.15246649409027,-0.427442676366209,0.537535751603168,0.0441133039140724
"jli29","CSC226-001-BARNES-F16",-3.41670186070742,-0.324101208955452,-0.389229664415851,-4.65739590163561
"lvboyd","CSC226-002-BARNES-F16",-4.88533766369327,-0.600606789284435,-0.909677723989832,-1.15400908235792
"jfwang2","CSC226-001-BARNES-F16",-3.06477418868012,0.745403233080524,1.00127315303326,-1.82613602366926
"ajstrapp","CSC226-001-BARNES-F16",-3.10173556327001,-1.287375975652,-1.52756122681585,1.26601762948537
"ltran3","CSC226-001-BARNES-F16",-9.46541206048697,-1.80825755891563,-1.75597081197553,0.385878015648594
"gjabell","CSC226-002-BARNES-F16",-0.595348103307723,-0.123724312791053,-0.175067426899072,1.60993180627643
"qliao","CSC226-001-BARNES-F16",-9.45075642764323,-0.733682719871393,0.610072782785291,-0.30972272536193
"cjparke","CSC226-002-BARNES-F16",1.19111657543356,-1.45653710229424,-1.90735802710483,-0.305372319595799
"djmock","CSC226-001-BARNES-F16",-5.35513066772338,0.294589741107418,3.09307703010267,1.53350279925681
"acflint","CSC226-001-BARNES-F16",-7.09214734410496,-2.72482759063777,-0.376766668358442,1.07158581081783
"rneby","CSC226-001-BARNES-F16",-7.17657916794236,-2.08245242138689,1.96134069401059,6.0858003553234
"wdcosta","CSC226-001-BARNES-F16",-6.17371091369609,-1.34222896087467,1.85681530170452,1.34012819004402
"jpferrer","CSC226-002-BARNES-F16",-2.78610065550845,1.64066809551543,-1.16044453050931,4.05999188795922
"wma8","CSC226-002-BARNES-F16",3.31869279163113,0.329526333725251,2.97764311891408,-0.0644872131760316
"adwall4","CSC226-002-BARNES-F16",4.09987848343579,-0.370992201927001,-1.936697411613,2.21577423548723
"snhender","CSC226-002-BARNES-F16",5.18186794074183,-0.406569996765345,-1.10224517109093,0.299899260402556
"ebbode","CSC226-002-BARNES-F16",0.503271738621211,4.06659870517693,-4.21058476051159,2.93402828294191
"cwcarrol","CSC226-001-BARNES-F16",-1.95109256524196,-1.72387664755257,-0.455485654946578,-0.693238487176177
"hsnelakk","CSC226-002-BARNES-F16",1.97477977752766,1.12398827202111,-0.0788347614331449,-1.96354521745449
"psingh8","CSC226-002-BARNES-F16",0.379999846614499,-2.43685018527482,-0.31019442835206,-2.4292390152376
"anpeeple","CSC226-001-BARNES-F16",-6.51617417842705,-1.49582222433063,-0.880947833798589,-0.778352645000656
"kenewell","CSC226-002-BARNES-F16",2.25239171548046,0.901644015637882,3.00973213374857,0.0121214348172162
"mlcarswe","CSC226-001-BARNES-F16",-5.17850131946142,0.0979228406877699,1.14189947052396,-0.72272851947034
"amosolf","CSC226-002-BARNES-F16",1.48668542998335,-1.91266888278138,-1.86595279868232,-0.622877631065316
"kpowczar","CSC226-002-BARNES-F16",1.33608162124324,-0.92602788111319,-0.39482958256293,0.959677607619323
"nlwrenn","CSC226-001-BARNES-F16",4.29228230213152,2.86883335201595,0.891715130946064,-1.64654396911769
"vmaktha","CSC226-002-BARNES-F16",2.06574337196044,-2.29692034900413,0.544164189878675,-0.16653432703686
"jtnelso3","CSC226-002-BARNES-F16",0.935727241364938,2.78456042221399,3.13782131741861,-1.84727780072747
"smtate2","CSC226-001-BARNES-F16",0.286405612307332,-0.268704957180281,-1.5890383095694,-2.99035628325397
"nkhulla","CSC226-002-BARNES-F16",-4.33568741375531,0.195487141650984,0.0541472655457217,-2.06336903557959
"mjdivinc","CSC226-002-BARNES-F16",0.986742167029113,0.90414481082728,-1.66705531029908,0.739753373729572
"rdmarshb","CSC226-002-BARNES-F16",3.73750440561123,-3.33994277338044,-1.84103718338509,-0.555302433668875
"tjfallon","CSC226-001-BARNES-F16",-2.44650579065597,0.958414406754782,1.10736325247433,-1.40819593578228
"pasoloni","CSC226-002-BARNES-F16",3.66051075929363,-1.84481504356884,1.47309851254288,0.820127687126404
"bcboyle","CSC226-001-BARNES-F16",1.17302039714323,1.67414265512444,-1.85773382890868,-0.146603850145661
"gnswain","CSC226-001-BARNES-F16",3.03152678036736,-0.454614259942145,0.0451986398930369,0.64564222058967
"jrtuttl2","CSC226-001-BARNES-F16",2.7343550904065,0.101905950734602,-0.711492990529997,0.3311850276034
"athapa","CSC226-002-BARNES-F16",-11.4095975756859,2.48373164128022,-6.24570246480778,0.4888439023512
"rkkrache","CSC226-002-BARNES-F16",-1.11951763911195,-3.34785970345431,-2.21392517384066,-0.484530420874325
"agadler","CSC226-002-BARNES-F16",5.00816397559373,-0.725408555852027,0.416351033223063,1.62503578654164
"eadunlop","CSC226-001-BARNES-F16",1.25498406874612,0.0699475404956618,0.283618453888408,0.340199625183285
"bknagy","CSC226-001-BARNES-F16",-3.88988549650592,1.18052679396804,0.181163689980777,2.64399280959003
"hhpatel","CSC226-001-BARNES-F16",-3.15276750243215,4.30181639806698,-0.730674483648636,0.141153558416653
"wjbaker2","CSC226-001-BARNES-F16",2.85504479237299,-2.43710939930986,-1.08386636561413,0.131095168459706
"mcwalte2","CSC226-002-BARNES-F16",0.418620135985201,-1.83405024588145,-0.61557454610267,1.38859435354754
"cjhetzle","CSC226-001-BARNES-F16",2.75973820628134,-1.91100911687235,1.36830143143871,1.3184901182459
"pjlee2","CSC226-002-BARNES-F16",1.39238610389829,2.46049012907901,-0.293926098685206,-0.438210413010286
"dkarami","CSC226-002-BARNES-F16",2.87676300666305,-0.235260088871283,-0.723046613817526,0.107010316684534
"qyjones","CSC226-002-BARNES-F16",-5.34259310616529,-0.795360358524264,0.502483946418836,0.596032157563255
"akiyeng2","CSC226-001-BARNES-F16",3.03775636889959,-0.420964036576863,0.170034587807043,0.647981982158061
"ctripoll","CSC226-002-BARNES-F16",2.32104695422257,2.09973440693009,0.689242777429097,1.2370246531135
"salille2","CSC226-001-BARNES-F16",-10.3972411661438,-2.22340115311205,1.10438644059009,0.632723460953364
"ejfinle2","CSC226-002-BARNES-F16",0.773932803866197,-2.71156418512539,-2.21916600220267,1.48195886291239
"htcollin","CSC226-002-BARNES-F16",3.65273693177849,1.68191282127125,0.487356488670074,-1.1045699361671
"jgschwab","CSC226-002-BARNES-F16",5.25280646915642,-1.5092350273111,-1.00419681949268,1.40109355829691
"jamacle2","CSC226-002-BARNES-F16",3.2576317350268,0.186261527266841,-0.244747765908926,0.576761949752622
"nrducret","CSC226-001-BARNES-F16",-0.766589620151782,-2.53194139946881,-0.619952118072179,-0.401042791899681
"mschlei","CSC226-001-BARNES-F16",4.83591861011286,2.59853554335641,-1.03143254601395,0.123745839491216
"nnshirse","CSC226-002-BARNES-F16",1.3961387467383,-0.935612953185653,3.19820833567605,-0.0155374342569087
"jnparmar","CSC226-001-BARNES-F16",1.47443107237353,4.50258819177461,2.40791943771303,-1.25401351767024
"aeezhila","CSC226-001-BARNES-F16",1.0739806845913,-3.42441163508718,-1.00148911851561,-0.726043360074429
"cmfitzg2","CSC226-002-BARNES-F16",-2.56921233501233,-2.08491240950579,-0.51620694804076,0.0811299207875182
"rfseligs","CSC226-002-BARNES-F16",-1.29278564621806,-3.23687195469366,-1.14707070113496,-0.254108976203066
"mtsmith8","CSC226-002-BARNES-F16",2.11349003999922,-0.613262170905384,0.579449812035518,0.60505533498913
"amshafe2","CSC226-002-BARNES-F16",2.71678781661658,0.314670767283354,3.37231657658855,-0.234881963145044
"sranga","CSC226-001-BARNES-F16",6.44496586890521,-0.142414089796235,-1.13859298979196,1.44674855293774
"anshafer","CSC226-001-BARNES-F16",4.40144304433568,-0.686732269525286,2.33461711795673,-1.58535447267989
"yzhu24","CSC226-002-BARNES-F16",-4.34626608056516,1.17838707016853,-1.18532577777564,-2.22909798670698
"tjschomb","CSC226-001-BARNES-F16",0.360935962812418,-1.22736759377527,1.32070157400472,0.45066549150507
"jrbell2","CSC226-002-BARNES-F16",-0.145797721570519,-1.90088096262444,-1.43652244091921,-1.64552015776651
"jtirene","CSC226-001-BARNES-F16",1.6281607681017,-0.280815384999579,-2.59963174075923,1.20078570434591
"jhoh","CSC226-001-BARNES-F16",5.11251981971342,1.76582569520122,0.0578166507754386,-0.413053414360277
"ssbagade","CSC226-002-BARNES-F16",-0.453839927224276,-3.76466577803869,-0.773695212280049,-2.68255912447543
"hehendr2","CSC226-002-BARNES-F16",-1.82749872701833,-1.47634271051121,-0.125473351042516,0.515915050862135
"wdhaskin","CSC226-002-BARNES-F16",-1.25188964677273,-1.47896669679741,-1.66325821865119,1.13328309697361
"ldremigi","CSC226-002-BARNES-F16",2.43148757858323,0.955576944605566,0.019753178749159,-1.34743957152839
"ltschroc","CSC226-001-BARNES-F16",-2.27744241913204,-2.64278682848956,-2.8961260939582,-2.33422348541218
"sacynamo","CSC226-002-BARNES-F16",-1.49658008558963,-0.150612141246714,1.40002474444982,-0.998759633599603
"jtoverto","CSC226-002-BARNES-F16",3.24366756783691,0.403190598104036,-0.905179085232413,0.617511372953332
