"student","course","PC1","PC2","PC3","PC4"
"tliu18","CSC226-001-BARNES-F16",-10.389143865576,2.76754520411515,-3.65938754345242,0.0794629163060658
"tliu18","CSC226-001-BARNES-F16",-2.5890858954998,0.905648398704411,-2.81326505532887,-0.641668390190825
"tliu18","CSC226-001-BARNES-F16",-7.71181399036346,1.46475951054868,-1.96315925762708,-1.11219363351371
"tliu18","CSC226-001-BARNES-F16",2.77532804949578,3.16585371376444,-2.6863353927109,0.411213586081871
"tliu18","CSC226-001-BARNES-F16",0.219358310756746,2.21665484385897,-3.61291714614301,0.0815215327273466
"tliu18","CSC226-001-BARNES-F16",-2.41578823222868,0.491239075857635,-2.85547446954809,0.669242073965944
"cmwill28","CSC226-001-BARNES-F16",1.11600675437365,-0.920798686929522,-0.619594672532841,2.45956583417048
"cmwill28","CSC226-001-BARNES-F16",3.62535903053581,-1.71476997911751,0.494038346229432,0.486805013803125
"cmwill28","CSC226-001-BARNES-F16",2.54285424687617,-2.4034061880866,0.0410710743402124,0.641871758263107
"cmwill28","CSC226-001-BARNES-F16",2.44376698486422,-1.9804230069632,0.242743905244719,0.790601846007852
"cmwill28","CSC226-001-BARNES-F16",1.18372218783702,-2.43394054083217,-0.623995467051603,0.418417201456231
"cmwill28","CSC226-001-BARNES-F16",2.55805382159031,-2.63746845184396,0.489568293513684,0.347916708570245
"jaballan","CSC226-001-BARNES-F16",-10.9193916218949,2.18738057908625,3.06617158079648,2.87572170715075
"jaballan","CSC226-001-BARNES-F16",-2.11308121118886,0.434756709678132,0.320273904354363,0.35295808417664
"jaballan","CSC226-001-BARNES-F16",-6.66523456155688,3.03394362138632,2.93421736402613,-0.839513688658707
"jaballan","CSC226-001-BARNES-F16",1.96302020044925,2.20913409614834,-0.552722337252331,-1.97115597096672
"jaballan","CSC226-001-BARNES-F16",3.42527029398957,0.204476975272379,0.588519574953957,-1.71954026312734
"jaballan","CSC226-001-BARNES-F16",-2.4153719190638,0.827130940527084,-0.299522475316837,-0.924036414618981
"apgering","CSC226-001-BARNES-F16",-2.94064380156814,-0.805548265846851,-0.243038177583296,1.65528410281996
"apgering","CSC226-001-BARNES-F16",3.21146427056454,1.16555986689931,0.758031486384465,0.126619985507072
"apgering","CSC226-001-BARNES-F16",1.01846388383993,1.98382773979229,-1.67003457950093,1.27445212903769
"apgering","CSC226-001-BARNES-F16",-2.87028579645574,0.587154826597153,-0.4181906953759,-0.054307637485357
"apgering","CSC226-001-BARNES-F16",0.524780360252426,0.225573672103275,0.755372150707302,1.1246960163189
"apgering","CSC226-001-BARNES-F16",0.724905904711,-0.625290455394213,-0.967863460641063,1.46885412148169
"afranci","CSC226-001-BARNES-F16",-1.39092543950023,2.45655851537624,3.40253782215588,4.15526978436518
"afranci","CSC226-001-BARNES-F16",2.78676430891553,-0.415316067916923,0.361238537689381,-1.00998649090514
"afranci","CSC226-001-BARNES-F16",-7.64026956676781,1.60912544650896,2.42029649364488,0.438103999968922
"afranci","CSC226-001-BARNES-F16",2.6583112676199,-0.990214311309422,0.353253372383102,-0.712894752554512
"afranci","CSC226-001-BARNES-F16",1.51001074736723,-0.525309089084146,0.32555617117955,-0.799364345857283
"afranci","CSC226-001-BARNES-F16",1.73254455847636,-2.6666313579617,-0.753851245782537,0.924342245775504
"cmharri5","CSC226-002-BARNES-F16",-1.14954582732847,2.17570809947623,1.00246743282299,3.46783219508518
