"student","course","condition","level","Interaction","hintCount","TotalTime","TotalPSTime","TotalWETime","UseCount","PrepCount","MorphCount","OptionalCount","InterfaceErrorCount","RightApp","WrongApp","WrongSemanticsApp","WrongSyntaxApp","FDActionCount","BDActionCount","DirectProofActionCount","InDirectProofActionCount","actionCount","UseWindowInfo","NonPSelements","AppCount","HoverHintCount","NextStepClickCountWE","PreviousStepClickCountWE","deletedApp","avgstepTime","avgstepTimeWE","avgstepTimePS","stepTimeDeviation","PrightAppRatio","RrightAppRatio","F1Score","AppRatio","hintRatio","BlankRatio"
"dbadvel","CSC226-002-BARNES-F16","MDP",5,1262,15,10120.941,9654.725,466.216,105,51,111,18,178,149,136,97,39,1103,0,1014,89,1103,0,60,1043,176,34,0,19,7.87523716951789,9.32432,7.81661731391586,12.9325744953416,0.142857142857143,1.60215053763441,0.262323943661972,0.945602901178604,0.013599274705349,0.0543970988213962
"dbadvel","CSC226-002-BARNES-F16","MDP",6,1613,15,11815.859,11275.469,540.39,121,58,170,19,218,200,168,114,54,1416,0,1103,313,1416,0,87,1329,216,43,0,26,7.21002195121951,8.44359375,7.15992766497462,12.0822019985239,0.150489089541008,1.78571428571429,0.277585010409438,0.938559322033898,0.0105932203389831,0.0614406779661017
"dskenlin","CSC226-002-BARNES-F16","MDP",1,70,0,443.016,443.016,0,8,9,0,0,22,15,2,2,0,55,0,55,0,55,0,4,51,0,0,0,0,5.75345454545455,0,5.75345454545455,12.117858440204,0.294117647058824,1,0.454545454545455,0.927272727272727,0,0.0727272727272727
"dskenlin","CSC226-002-BARNES-F16","MDP",2,111,0,553.275,515.224,38.051,10,11,0,0,32,19,2,2,0,87,0,87,0,87,0,17,70,0,12,0,0,4.58661157024793,1.90255,5.11810891089109,10.0883241046039,0.271428571428571,0.633333333333333,0.38,0.804597701149425,0,0.195402298850575
"dskenlin","CSC226-002-BARNES-F16","MDP",3,193,0,875.392,833.893,41.499,21,19,1,0,50,37,4,3,1,154,0,154,0,154,0,24,130,0,18,0,0,4.24435748792271,1.3833,4.72928248587571,9.2709921122482,0.284615384615385,0.74,0.411111111111111,0.844155844155844,0,0.155844155844156
"dskenlin","CSC226-002-BARNES-F16","MDP",4,296,0,1289.851,1231.08,58.771,33,25,2,4,62,55,9,7,2,246,0,246,0,246,0,40,206,2,32,0,0,4.14900641025641,1.22439583333333,4.68075378787879,8.53182604218503,0.266990291262136,0.808823529411765,0.401459854014599,0.83739837398374,0,0.16260162601626
"dskenlin","CSC226-002-BARNES-F16","MDP",5,374,0,1562.907,1498.126,64.781,37,32,8,5,81,71,11,8,3,308,0,282,26,308,0,47,261,3,38,0,0,3.9846192893401,1.15680357142857,4.45313313609467,7.98581708188822,0.272030651340996,0.816091954022989,0.408045977011494,0.847402597402597,0,0.152597402597403
"dskenlin","CSC226-002-BARNES-F16","MDP",6,445,0,1857.51,1777.292,80.218,43,39,13,5,95,88,12,9,3,368,0,342,26,368,0,59,309,4,50,0,0,3.98173347547974,1.11413888888889,4.50180100755667,8.05362926041937,0.284789644012945,0.807339449541284,0.421052631578947,0.839673913043478,0,0.160326086956522
"kli11","CSC226-002-BARNES-F16","MDP",1,366,20,1283.184,1283.184,0,18,34,11,2,72,21,44,32,12,301,0,298,3,301,0,30,271,83,0,0,1,3.44017158176944,0,3.44017158176944,6.68472802644108,0.0774907749077491,1.4,0.146853146853147,0.900332225913621,0.0664451827242525,0.0996677740863787
"kli11","CSC226-002-BARNES-F16","MDP",2,614,24,2489.644,2343.405,146.239,32,45,13,7,111,30,67,44,23,513,0,510,3,513,0,48,465,164,11,1,1,3.97913418530351,6.64722727272727,3.88195198675497,7.64851264795748,0.0645161290322581,0.9375,0.120724346076459,0.906432748538012,0.0467836257309941,0.0935672514619883
"kli11","CSC226-002-BARNES-F16","MDP",3,980,27,4135.694,3983.27,152.424,43,81,15,15,217,57,97,64,33,778,2,777,3,780,0,58,722,230,17,1,6,4.140168,5.0808,4.11107628865979,7.94355238783721,0.0789473684210526,1.09615384615385,0.147286821705426,0.925641025641026,0.0346153846153846,0.0743589743589744
"kli11","CSC226-002-BARNES-F16","MDP",4,1548,33,5888.657,5730.158,158.499,82,104,38,23,351,100,147,90,57,1216,2,1215,3,1218,0,74,1144,334,24,1,15,3.74704005085823,4.06407692307692,3.73897979139505,7.1460854164311,0.0874125874125874,1.42857142857143,0.164744645799012,0.939244663382594,0.0270935960591133,0.0607553366174056
"kli11","CSC226-002-BARNES-F16","MDP",5,2009,33,6967.764,6781.459,186.305,94,121,83,37,436,137,198,108,90,1596,2,1595,3,1598,0,92,1506,425,34,1,25,3.42008141245709,3.38736363636364,3.42098840725806,6.51355736753877,0.0909694555112882,1.55681818181818,0.17189460476788,0.942428035043805,0.0206508135168961,0.0575719649561952
"kli11","CSC226-002-BARNES-F16","MDP",6,2200,33,7419.884,7207.539,212.345,109,134,92,40,480,162,213,118,95,1748,2,1747,3,1750,0,100,1650,442,42,1,28,3.32608184257603,3.21734848484848,3.32938894009217,6.289895222824,0.0981818181818182,1.47272727272727,0.184090909090909,0.942857142857143,0.0188571428571429,0.0571428571428571
"mhalawa","CSC226-002-BARNES-F16","MDP",1,87,0,823.562,823.562,0,15,9,0,1,16,17,8,5,3,78,0,78,0,78,0,0,78,0,0,0,0,8.76129787234043,0,8.76129787234043,14.0683454290664,0.217948717948718,1.13333333333333,0.365591397849462,1,0,0
"mhalawa","CSC226-002-BARNES-F16","MDP",2,139,0,1158.221,1105.281,52.94,20,12,0,1,36,25,8,5,3,113,0,113,0,113,0,7,106,0,7,0,0,7.68706622516556,4.41166666666667,7.9698345323741,13.3804603930103,0.235849056603774,0.833333333333333,0.367647058823529,0.938053097345133,0,0.0619469026548673
"mhalawa","CSC226-002-BARNES-F16","MDP",3,256,0,1944.992,1773.936,171.056,34,19,7,7,62,44,23,17,6,207,0,207,0,207,0,14,193,0,13,0,0,7.19964338235294,5.3455,7.4468625,12.5805983942428,0.227979274611399,0.88,0.362139917695473,0.932367149758454,0,0.0676328502415459
"mhalawa","CSC226-002-BARNES-F16","MDP",4,389,0,3004.71,2799.504,205.206,51,32,14,7,76,70,34,23,11,329,0,329,0,329,0,23,306,3,20,0,0,7.38281173594132,5.0050243902439,7.64772826086956,12.8114571025106,0.228758169934641,1.02941176470588,0.374331550802139,0.930091185410334,0,0.0699088145896656
"mhalawa","CSC226-002-BARNES-F16","MDP",5,555,0,4265.099,3967.717,297.382,56,37,34,23,102,97,53,34,19,472,0,472,0,472,0,30,442,16,26,0,3,7.39557167530225,6.06902040816327,7.51821509433962,12.7122428129442,0.219457013574661,1.11494252873563,0.366729678638941,0.936440677966102,0,0.0635593220338983
"mhalawa","CSC226-002-BARNES-F16","MDP",6,623,0,4809.788,4422.265,387.523,63,46,39,23,112,110,61,40,21,531,0,531,0,531,0,39,492,17,35,0,3,7.43990446841294,6.25037096774194,7.56554514480409,12.5064456300108,0.223577235772358,1.0377358490566,0.367892976588629,0.926553672316384,0,0.0734463276836158
"lmtavare","CSC226-002-BARNES-F16","MDP",1,1140,48,5588.628,5588.628,0,38,44,48,36,154,62,104,55,49,996,0,996,0,996,2,70,926,402,0,0,17,4.85967652173913,0,4.85967652173913,8.22489885585255,0.0669546436285097,4.13333333333333,0.131774707757705,0.929718875502008,0.0481927710843374,0.070281124497992
"lmtavare","CSC226-002-BARNES-F16","MDP",2,1207,48,5894.802,5781.362,113.44,41,46,50,36,173,69,104,55,49,1044,1,1045,0,1045,2,86,959,413,14,2,18,4.83284754098361,4.93217391304348,4.83093901420217,8.23404883275431,0.0719499478623566,2.3,0.13953488372093,0.917703349282297,0.045933014354067,0.0822966507177034
"lmtavare","CSC226-002-BARNES-F16","MDP",3,1303,48,6353.318,6183.309,170.009,48,53,58,36,188,85,110,58,52,1128,1,1129,0,1129,2,92,1037,429,20,2,20,4.81494090909091,5.15178787878788,4.80630380730381,8.18367204947367,0.0819672131147541,1.7,0.15639374425023,0.9185119574845,0.0425155004428698,0.0814880425155004
"lmtavare","CSC226-002-BARNES-F16","MDP",4,1799,48,8357.503,8177.465,180.038,78,62,103,36,239,140,139,70,69,1577,1,1578,0,1578,2,101,1477,532,27,2,47,4.59136738056013,4.28661904761905,4.59856211354694,8.02022517144448,0.0947867298578199,2.05882352941176,0.181229773462783,0.935994930291508,0.0304182509505703,0.0640050697084918
"lmtavare","CSC226-002-BARNES-F16","MDP",5,1902,48,8722.526,8519.995,202.531,84,65,116,36,254,155,146,74,72,1669,1,1670,0,1670,2,111,1559,535,37,2,48,4.52442094349404,3.616625,4.55156273358249,7.97956832241781,0.099422706863374,1.80232558139535,0.188449848024316,0.933532934131737,0.0287425149700599,0.0664670658682635
"lmtavare","CSC226-002-BARNES-F16","MDP",6,2245,49,9905.839,9695.743,210.096,111,77,146,37,287,199,172,79,93,1984,1,1985,0,1985,6,126,1859,597,45,2,61,4.3512594381036,3.08964705882353,4.39007828054299,7.70334664531232,0.107046799354492,1.8952380952381,0.202647657841141,0.936523929471033,0.0246851385390428,0.0634760705289673
"gcwatts","CSC226-001-BARNES-F16","MDP",1,214,4,1615.889,1615.889,0,16,18,7,3,63,24,20,14,6,158,0,158,0,158,0,4,154,7,0,0,5,7.3117149321267,0,7.3117149321267,13.0810890870062,0.155844155844156,1.6,0.284023668639054,0.974683544303797,0.0253164556962025,0.0253164556962025
"gcwatts","CSC226-001-BARNES-F16","MDP",2,313,5,2247.892,2153.557,94.335,22,22,8,3,111,33,22,15,7,212,0,187,25,212,0,17,195,7,8,2,5,6.92329538461538,5.54911764705882,6.99914285714286,12.3783330964154,0.169230769230769,1.1,0.293333333333333,0.919811320754717,0.0235849056603774,0.080188679245283
"gcwatts","CSC226-001-BARNES-F16","MDP",3,583,5,3800.164,3503.511,296.653,47,33,16,3,228,58,41,22,19,369,0,276,93,369,0,36,333,7,21,5,5,6.341155,6.74211363636364,6.30942446043165,11.6592071259435,0.174174174174174,1.16,0.302872062663185,0.902439024390244,0.013550135501355,0.0975609756097561
"gcwatts","CSC226-001-BARNES-F16","MDP",4,1107,5,6995.995,6558.236,437.759,89,44,46,4,408,103,80,47,33,708,8,331,385,716,0,59,657,25,33,11,8,6.20912588652482,6.63271212121212,6.18280131826742,11.7192152603222,0.156773211567732,1.51470588235294,0.284137931034483,0.917597765363129,0.00698324022346369,0.0824022346368715
"gcwatts","CSC226-001-BARNES-F16","MDP",5,1313,5,7793.615,7323.478,470.137,106,50,62,6,475,130,94,56,38,850,8,402,456,858,0,67,791,25,39,11,9,5.83754783258595,6.3532027027027,5.80735917721519,11.1894546146808,0.164348925410872,1.49425287356322,0.296127562642369,0.921911421911422,0.00582750582750583,0.0780885780885781
"gcwatts","CSC226-001-BARNES-F16","MDP",6,1701,5,9510.111,8963.679,546.432,135,64,90,8,611,158,139,83,56,1102,9,520,591,1111,0,83,1028,36,48,11,9,5.51525289351852,6.13968539325843,5.48134533251983,10.6698051006666,0.153696498054475,1.49056603773585,0.278659611992945,0.925292529252925,0.0045004500450045,0.0747074707470747
"nrsherr2","CSC226-002-BARNES-F16","MDP",1,207,5,1598.501,1598.501,0,22,24,4,1,49,22,29,16,13,167,0,167,0,167,0,9,158,0,0,0,1,7.40046759259259,0,7.40046759259259,12.6203264316677,0.139240506329114,1.46666666666667,0.254335260115607,0.946107784431138,0.029940119760479,0.0538922155688623
"nrsherr2","CSC226-002-BARNES-F16","MDP",2,299,5,1931.121,1880.96,50.161,31,34,4,1,72,33,37,19,18,240,0,240,0,240,0,16,224,0,6,1,1,6.15617515923567,4.18008333333333,6.23469536423841,11.2378093915717,0.147321428571429,1.1,0.259842519685039,0.933333333333333,0.0208333333333333,0.0666666666666667
"nrsherr2","CSC226-002-BARNES-F16","MDP",3,675,22,3065.794,2991.591,74.203,77,50,18,2,162,73,74,27,47,530,0,530,0,530,0,42,488,0,12,1,12,4.50030503597122,3.37286363636364,4.53716047548291,8.89256711762138,0.149590163934426,1.46,0.271375464684015,0.920754716981132,0.0415094339622641,0.0792452830188679
"nrsherr2","CSC226-002-BARNES-F16","MDP",4,1042,28,4597.811,4501.951,95.86,102,68,45,9,256,126,98,40,58,808,0,808,0,808,0,70,738,0,26,4,18,4.3639691011236,2.2293023255814,4.45352097560976,8.6053298671125,0.170731707317073,1.5,0.306569343065693,0.913366336633663,0.0346534653465347,0.0866336633663366
"nrsherr2","CSC226-002-BARNES-F16","MDP",5,1429,34,6307.897,6167.839,140.058,125,81,85,18,321,180,129,58,71,1135,0,1107,28,1135,0,102,1033,0,36,8,29,4.36161190965092,2.37386440677966,4.44526176890157,8.58076044714788,0.174249757986447,1.74757281553398,0.316901408450704,0.910132158590308,0.0299559471365639,0.0898678414096916
"nrsherr2","CSC226-002-BARNES-F16","MDP",6,1774,35,7388.011,7247.953,140.058,153,99,118,25,368,234,162,76,86,1440,0,1341,99,1440,0,111,1329,0,36,8,36,4.10883958103638,2.37386440677966,4.16716638176638,8.19851937759078,0.17607223476298,1.77272727272727,0.320328542094456,0.922916666666667,0.0243055555555556,0.0770833333333333
"adevula","CSC226-002-BARNES-F16","MDP",1,262,27,2926.474,2926.474,0,15,47,13,5,45,47,33,29,4,226,1,227,0,227,0,30,197,8,0,0,6,10.7590955882353,0,10.7590955882353,15.748188546496,0.238578680203046,3.13333333333333,0.443396226415095,0.86784140969163,0.118942731277533,0.13215859030837
"adevula","CSC226-002-BARNES-F16","MDP",2,314,27,3306.937,3218.524,88.413,20,51,13,5,63,55,34,30,4,263,1,264,0,264,0,40,224,8,10,0,6,10.0569179331307,4.65331578947368,10.3881064516129,15.1626878641152,0.245535714285714,1.71875,0.4296875,0.848484848484849,0.102272727272727,0.151515151515152
"adevula","CSC226-002-BARNES-F16","MDP",3,492,42,4787.739,4684.03,103.709,40,63,23,5,91,88,43,37,6,405,12,416,1,417,0,64,353,28,16,0,12,9.37668297455969,3.34545161290323,9.7662,14.3309075080813,0.24929178470255,1.54385964912281,0.429268292682927,0.84652278177458,0.100719424460432,0.15347721822542
"adevula","CSC226-002-BARNES-F16","MDP",4,547,42,5218.944,5089.516,129.428,44,69,24,5,105,96,46,40,6,447,12,458,1,459,0,80,379,28,30,2,13,9.19853521126761,2.489,9.87468992248062,14.4540312423809,0.253298153034301,1.28,0.422907488986784,0.825708061002179,0.0915032679738562,0.174291938997821
"adevula","CSC226-002-BARNES-F16","MDP",5,691,50,6473.215,6308.817,164.398,56,90,45,9,116,130,70,59,11,583,12,594,1,595,0,94,501,41,36,2,17,9.05160893854749,2.73996666666667,9.62889329268293,14.2375251687003,0.259481037924152,1.38297872340426,0.436974789915966,0.842016806722689,0.0840336134453782,0.157983193277311
"adevula","CSC226-002-BARNES-F16","MDP",6,773,50,7080.246,6810.7,269.546,59,96,53,9,129,143,74,62,12,653,12,664,1,665,0,103,562,63,45,2,17,8.86588375,3.69241095890411,9.3853658872077,14.165835717836,0.254448398576512,1.26548672566372,0.423703703703704,0.845112781954887,0.075187969924812,0.154887218045113
"rhowlan","CSC226-001-BARNES-F16","MDP",1,118,0,1019.253,1019.253,0,14,10,0,1,39,16,9,8,1,86,0,86,0,86,8,15,71,0,0,0,0,8.154024,0,8.154024,14.6423349599519,0.225352112676056,1.06666666666667,0.372093023255814,0.825581395348837,0,0.174418604651163
"rhowlan","CSC226-001-BARNES-F16","MDP",2,204,0,1669.391,1576.843,92.548,20,13,0,6,52,27,12,9,3,162,0,162,0,162,8,41,121,0,15,11,0,7.97656018518519,3.08493333333333,8.76553225806452,15.1465396148209,0.223140495867769,0.9,0.357615894039735,0.746913580246914,0,0.253086419753086
"rhowlan","CSC226-001-BARNES-F16","MDP",3,328,0,2688.91,2485.233,203.677,32,19,7,8,74,46,20,15,5,267,0,267,0,267,8,50,217,0,21,14,4,7.9760523255814,4.62902272727273,8.46695,14.3533453652832,0.211981566820276,0.92,0.344569288389513,0.812734082397004,0,0.187265917602996
"rhowlan","CSC226-001-BARNES-F16","MDP",4,665,0,4614.153,4400.503,213.65,53,31,11,18,131,79,34,27,7,551,0,551,0,551,8,58,493,19,28,14,14,6.80790087463557,4.0311320754717,7.04039494470774,13.1516892054437,0.160243407707911,1.16176470588235,0.281639928698752,0.894736842105263,0,0.105263157894737
"rhowlan","CSC226-001-BARNES-F16","MDP",5,909,0,6128.154,5900.788,227.366,70,36,32,20,173,106,52,41,11,756,0,756,0,756,8,66,690,56,34,14,17,6.62293468950749,3.72731147540984,6.82526345933562,12.5720401102091,0.153623188405797,1.2183908045977,0.272844272844273,0.912698412698413,0,0.0873015873015873
"rhowlan","CSC226-001-BARNES-F16","MDP",6,1003,0,6599.562,6343.145,256.417,77,42,40,23,191,126,56,44,12,835,0,835,0,835,8,78,757,63,46,14,17,6.45196802325581,3.33009090909091,6.70367958115183,12.404238219025,0.166446499339498,1.15596330275229,0.290993071593533,0.906586826347305,0,0.0934131736526946
"cbbhesan","CSC226-001-BARNES-F16","MDP",1,113,1,817.533,817.533,0,11,15,5,1,33,21,11,10,1,91,0,91,0,91,0,1,90,0,0,0,3,6.59300806451613,0,6.59300806451613,11.686717012685,0.233333333333333,1.4,0.4,0.989010989010989,0.010989010989011,0.010989010989011
"cbbhesan","CSC226-001-BARNES-F16","MDP",2,251,4,1999.323,1941.763,57.56,22,24,15,1,60,46,16,13,3,211,0,170,41,211,1,18,193,0,7,0,4,7.33224542124542,6.39555555555556,7.36417803030303,12.5508021144181,0.238341968911917,1.06976744186047,0.389830508474576,0.914691943127962,0.018957345971564,0.0853080568720379
"cbbhesan","CSC226-001-BARNES-F16","MDP",3,427,6,3751.29,3598.763,152.527,33,32,28,2,96,67,28,20,8,354,0,313,41,354,1,47,307,9,18,0,9,8.29133554083885,6.35529166666667,8.39964568764569,14.4943594739378,0.218241042345277,1,0.358288770053476,0.867231638418079,0.0169491525423729,0.132768361581921
"cbbhesan","CSC226-001-BARNES-F16","MDP",4,526,9,4438.508,4257.72,180.788,44,37,38,2,108,88,33,24,9,444,0,403,41,444,1,57,387,9,25,0,10,7.99587589928058,5.47842424242424,8.15472084130019,14.2333314613015,0.227390180878553,1.03529411764706,0.372881355932203,0.871621621621622,0.0202702702702703,0.128378378378378
"cbbhesan","CSC226-001-BARNES-F16","MDP",5,619,9,4964.076,4776.263,187.813,51,40,54,3,118,109,39,28,11,530,0,489,41,530,1,63,467,9,31,0,14,7.61598468606432,4.58080487804878,7.81932189542484,13.6646590389249,0.233404710920771,1.04807692307692,0.381786339754816,0.881132075471698,0.0169811320754717,0.118867924528302
"cbbhesan","CSC226-001-BARNES-F16","MDP",6,716,9,5498.67,5300.444,198.226,56,46,66,4,133,126,46,32,14,616,0,575,41,616,1,85,531,9,40,0,14,7.29824768211921,3.67085185185185,7.57767617689016,13.2374700292557,0.23728813559322,1.02439024390244,0.385321100917431,0.862012987012987,0.0146103896103896,0.137987012987013
"kgwrigh2","CSC226-001-BARNES-F16","MDP",1,993,16,9202.006,9202.006,0,37,34,67,29,128,76,91,63,28,874,0,816,58,874,2,41,833,182,0,0,38,9.18363872255489,0,9.18363872255489,13.7568061902221,0.0912364945978391,5.06666666666667,0.179245283018868,0.953089244851259,0.0183066361556064,0.0469107551487414
"kgwrigh2","CSC226-001-BARNES-F16","MDP",2,1058,16,9531.215,9456.608,74.607,41,39,67,29,146,85,91,63,28,924,0,866,58,924,2,51,873,190,10,0,39,8.89321082089552,4.38864705882353,8.96579620853081,13.4341775032889,0.0973654066437572,2.65625,0.187845303867403,0.944805194805195,0.0173160173160173,0.0551948051948052
"kgwrigh2","CSC226-001-BARNES-F16","MDP",3,1174,16,10111.634,9933.515,178.119,49,45,72,29,166,102,93,65,28,1023,0,965,58,1023,2,62,961,208,21,0,43,8.48639177852349,5.56621875,8.56694827586207,12.945581948549,0.106139438085328,1.96153846153846,0.201382033563672,0.939393939393939,0.0156402737047898,0.0606060606060606
"kgwrigh2","CSC226-001-BARNES-F16","MDP",4,1342,17,11426.782,11198.346,228.436,62,53,84,31,185,126,104,68,36,1175,0,1117,58,1175,2,70,1105,230,28,0,45,8.38220894428152,5.57160975609756,8.46930990173847,12.9579182140781,0.114027149321267,1.8,0.214468085106383,0.940425531914894,0.014468085106383,0.0595744680851064
"kgwrigh2","CSC226-001-BARNES-F16","MDP",5,1475,17,11994.297,11730.724,263.573,69,59,101,34,208,152,111,70,41,1288,0,1230,58,1288,2,76,1212,244,34,0,45,7.99635443037975,5.27146,8.09025155065472,12.4924093578846,0.125412541254125,1.70786516853933,0.233666410453497,0.940993788819876,0.0131987577639752,0.0590062111801242
"kgwrigh2","CSC226-001-BARNES-F16","MDP",6,1599,17,12614.425,12318.272,296.153,75,72,115,34,234,176,120,78,42,1390,0,1332,58,1390,3,86,1304,250,43,0,45,7.74493374233129,4.48716666666667,7.88240984654731,12.2632832193459,0.134969325153374,1.62962962962963,0.24929178470255,0.938129496402878,0.0122302158273381,0.0618705035971223
"tareddin","CSC226-001-BARNES-F16","MDP",1,749,38,3620.917,3620.917,0,35,45,17,10,178,37,70,51,19,581,0,580,1,581,4,70,511,143,0,0,4,4.77064163372859,0,4.77064163372859,9.78317878428164,0.0724070450097847,2.46666666666667,0.140684410646388,0.879518072289157,0.0654044750430293,0.120481927710843
"tareddin","CSC226-001-BARNES-F16","MDP",2,814,38,3854.41,3809.053,45.357,39,49,18,10,198,45,71,51,20,629,0,628,1,629,4,80,549,152,10,0,4,4.65129312424608,2.8348125,4.6870418204182,9.50376890708822,0.0819672131147541,1.40625,0.154905335628227,0.872813990461049,0.0604133545310016,0.127186009538951
"tareddin","CSC226-001-BARNES-F16","MDP",3,937,38,4221.44,4150.797,70.643,48,58,23,10,237,60,79,54,25,716,0,715,1,716,4,91,625,160,21,0,5,4.41837238493724,2.2788064516129,4.49007675675676,8.96528872869876,0.096,1.15384615384615,0.17725258493353,0.872905027932961,0.053072625698324,0.127094972067039
"tareddin","CSC226-001-BARNES-F16","MDP",4,2136,52,10963.249,10884.028,79.221,111,105,105,20,489,195,146,94,52,1667,0,1597,70,1667,4,125,1542,350,28,0,13,5.07725555555556,1.980525,5.13568443396226,9.81268793378462,0.126459143968872,2.78571428571429,0.241935483870968,0.9250149970006,0.0311937612477504,0.0749850029994001
"tareddin","CSC226-001-BARNES-F16","MDP",5,2240,52,11429.916,11306.329,123.587,115,107,119,21,517,213,149,95,54,1746,0,1676,70,1746,4,139,1607,355,40,2,13,5.04177689594356,2.13081034482759,5.11817330316742,9.75269474599743,0.132545115121344,2.42045454545455,0.251327433628319,0.920389461626575,0.0297823596792669,0.079610538373425
"tareddin","CSC226-001-BARNES-F16","MDP",6,2539,52,12659.34,12494.35,164.99,123,114,162,28,572,254,174,113,61,1992,2,1899,95,1994,4,162,1832,388,54,8,18,4.92431026438569,2.062375,5.01618619582664,9.50499624544826,0.138646288209607,2.37383177570093,0.261990716864363,0.918756268806419,0.0260782347041123,0.0812437311935807
"mrdowns","CSC226-002-BARNES-F16","MDP",1,244,3,2328.63,2328.63,0,10,16,25,2,46,34,19,11,8,205,0,205,0,205,0,7,198,3,0,0,21,9.27741035856574,0,9.27741035856574,14.1417832737674,0.171717171717172,2.26666666666667,0.31924882629108,0.965853658536585,0.0146341463414634,0.0341463414634146
"mrdowns","CSC226-002-BARNES-F16","MDP",2,508,5,4301.527,4248.985,52.542,21,28,57,6,90,68,44,31,13,428,0,428,0,428,0,19,409,26,7,0,30,8.27837692307692,5.838,8.32135812133072,13.5529873341781,0.166259168704156,2.26666666666667,0.309794988610478,0.955607476635514,0.0116822429906542,0.044392523364486
"mrdowns","CSC226-002-BARNES-F16","MDP",3,600,6,4686.802,4580.148,106.654,29,34,62,6,116,85,46,32,14,497,0,497,0,497,0,26,471,26,13,0,30,7.61765746753247,5.61336842105263,7.68144556113903,12.8981301226706,0.180467091295117,1.7,0.326295585412668,0.947686116700201,0.0120724346076459,0.0523138832997988
"mrdowns","CSC226-002-BARNES-F16","MDP",4,772,7,5775.981,5567.582,208.399,48,38,66,10,154,109,53,38,15,634,0,634,0,634,0,34,600,26,20,0,39,7.30316287878788,7.44282142857143,7.2980445026178,12.9460523929614,0.181666666666667,1.60294117647059,0.326347305389222,0.946372239747634,0.0110410094637224,0.0536277602523659
"mrdowns","CSC226-002-BARNES-F16","MDP",5,891,7,6348.041,6107.646,240.395,55,42,81,14,178,135,57,41,16,732,0,732,0,732,0,40,692,29,26,0,45,6.94886120218579,6.67763888888889,6.95996928327645,12.4212374080714,0.195086705202312,1.55172413793103,0.346598202824134,0.945355191256831,0.00956284153005465,0.0546448087431694
"mrdowns","CSC226-002-BARNES-F16","MDP",6,970,7,6695.73,6406.623,289.107,62,48,85,14,193,149,60,42,18,797,0,797,0,797,0,49,748,35,35,0,46,6.73449799196787,5.90014285714286,6.77766948257656,12.120493232372,0.199197860962567,1.40566037735849,0.348946135831382,0.938519447929737,0.00878293601003764,0.0614805520702635
"ndboard","CSC226-001-BARNES-F16","MDP",1,261,12,1682.528,1682.528,0,22,16,15,0,83,20,33,27,6,183,2,185,0,185,8,31,154,7,0,0,0,6.27808955223881,0,6.27808955223881,12.6403507290504,0.12987012987013,1.33333333333333,0.236686390532545,0.832432432432432,0.0648648648648649,0.167567567567568
"ndboard","CSC226-001-BARNES-F16","MDP",2,398,17,2330.03,2291.113,38.917,39,26,26,3,114,35,59,35,24,294,2,296,0,296,8,41,255,7,5,0,2,5.66010922330097,4.864625,5.67586138613861,11.5818914772151,0.137254901960784,1.09375,0.24390243902439,0.861486486486487,0.0574324324324324,0.138513513513514
"ndboard","CSC226-001-BARNES-F16","MDP",3,693,30,3694.564,3612.706,81.858,70,47,36,4,180,69,88,47,41,527,2,529,0,529,12,71,458,7,12,0,8,5.19418679775281,4.30831578947368,5.21847474747475,10.5277670679794,0.150655021834061,1.23214285714286,0.268482490272374,0.86578449905482,0.056710775047259,0.13421550094518
"ndboard","CSC226-001-BARNES-F16","MDP",4,1479,36,7300.979,7123.514,177.465,143,90,107,10,348,151,199,96,103,1157,2,1030,129,1159,12,109,1050,36,19,0,10,4.83523891462608,6.33803571428571,4.80686513823331,10.0165260097406,0.143809523809524,1.69662921348315,0.265144863915716,0.90595340811044,0.0310612597066437,0.09404659188956
"ndboard","CSC226-001-BARNES-F16","MDP",5,1760,45,8208.833,7966.954,241.879,154,96,144,33,395,183,244,113,131,1397,2,1270,129,1399,12,129,1270,54,28,0,11,4.56657309616454,6.20202564102564,4.53033295454545,9.48762923328978,0.144094488188976,1.69444444444444,0.265602322206096,0.907791279485347,0.0321658327376698,0.0922087205146533
"ndboard","CSC226-001-BARNES-F16","MDP",6,2025,55,9069.368,8827.489,241.879,166,107,188,33,464,231,263,123,140,1600,2,1473,129,1602,12,141,1461,58,28,0,12,4.38065395752896,6.20202564102564,4.34571372356124,9.16146706676904,0.158110882956879,1.81889763779528,0.290931989924433,0.911985018726592,0.0343320848938826,0.0880149812734082
"pmocher","CSC226-002-BARNES-F16","MDP",1,450,15,3296.43,3296.43,0,14,31,18,31,100,35,59,26,33,359,0,359,0,359,6,34,325,38,0,0,17,7.18176470588235,0,7.18176470588235,11.6409528313669,0.107692307692308,2.33333333333333,0.205882352941177,0.905292479108635,0.0417827298050139,0.0947075208913649
"pmocher","CSC226-002-BARNES-F16","MDP",2,481,15,3483.565,3356.107,127.458,16,33,18,31,107,39,59,26,33,384,0,384,0,384,6,46,338,38,12,0,17,7.06974239350913,7.966125,7.0396750524109,11.4417079573048,0.115384615384615,1.3,0.21195652173913,0.880208333333333,0.0390625,0.119791666666667
