"student","course","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"tliu18","CSC226-001-BARNES-F16",-5.60118919989697,0.493872517509786,5.8657764755146,1.00339259484603,1.81989395572066,-0.568114594732963,1.25793431924611
"cmwill28","CSC226-001-BARNES-F16",4.12569746829567,-3.25279256694647,-1.57254909185514,0.352010663820463,0.420491798680935,-0.116453587246701,0.677220576041211
"jaballan","CSC226-001-BARNES-F16",-5.14771090839281,3.6181151142562,-1.11254650973488,-2.15224384051107,1.736159027528,0.599481101339773,-1.52294745020745
"apgering","CSC226-001-BARNES-F16",0.208173603899059,-0.360380781080208,-0.0947679838138604,0.457143219758551,0.634032416821799,-2.0419706026918,0.762656566756728
"afranci","CSC226-001-BARNES-F16",0.183113286529173,2.08983708578287,-1.64049917875297,1.69105137472293,1.02555140399515,-0.576825145476537,-1.59027926870844
"cmharri5","CSC226-002-BARNES-F16",0.135307034037192,0.894221551770099,-0.120052838495683,-0.905549957199358,1.30469438730985,-1.14699152063663,-0.151258378581782
"rjalexan","CSC226-002-BARNES-F16",4.04848177946982,-1.09790705451312,0.608466171847538,0.073761618702545,0.84640329087041,-0.200572838552375,1.18896832990432
"ajfelion","CSC226-002-BARNES-F16",-1.72200589205648,-0.660832845712092,0.946939863765794,-0.227229596415025,-2.06530352498787,0.726610417175268,-0.610526698329537
"rabaraho","CSC226-002-BARNES-F16",1.78599965962055,-0.403972664617309,2.50928904482018,-0.758613264801937,0.894756986557612,-0.0420167172863814,0.379199563052711
"jwbober","CSC226-001-BARNES-F16",0.0387115142210893,-1.99081764514966,0.153631975943124,1.07668312526386,-0.276671807388489,0.646438698518113,-0.311932183804149
"xrao","CSC226-001-BARNES-F16",4.28187030293339,-1.13906297134184,-0.341412337117886,-0.0546519671846204,-0.726384965484643,0.0348811496237822,-0.449301064045623
"skcoleba","CSC226-002-BARNES-F16",4.04203140237676,1.80269504291743,3.69181511165057,1.53100061142417,1.12202773885232,0.34477616640831,0.426928568801221
"jhpatel4","CSC226-001-BARNES-F16",1.31416541928989,-1.62362085474057,2.46783630133592,-1.09628577432213,0.999670812171588,-0.73695537671247,-0.39377786928983
"ncstone3","CSC226-002-BARNES-F16",2.0026080293529,-1.43358877197983,-1.30471703010606,0.455078029608808,-1.79606128585384,0.169717280933772,0.182406269685471
"masultan","CSC226-001-BARNES-F16",-6.72968682217215,1.27191612612302,-0.930030862165506,-1.7989121615335,0.31245042015063,0.232289111130776,-0.261737279142705
