"student","course","condition","level","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"tliu18","CSC226-001-BARNES-F16","Random",1,-0.75816608883781,-0.149446823798655,-4.7534124058189,3.18593385293496,-1.59881045717966,-1.19939133740355,0.295942188138416
"tliu18","CSC226-001-BARNES-F16","Random",2,1.38071039440468,0.0456571685459655,-4.81866071643539,2.369613148306,-0.991835661673503,-0.755963501478496,-0.0694011630633215
"tliu18","CSC226-001-BARNES-F16","Random",3,5.45453246890586,0.214184420771131,-5.09755938545169,2.39086143081224,-1.58937342397171,-0.423875103709753,-0.387552832692221
"tliu18","CSC226-001-BARNES-F16","Random",4,5.79746014199806,0.515848439937306,-4.99884463705226,1.97654308516997,-1.49874174152912,-0.298994009027858,-0.422841266862792
"tliu18","CSC226-001-BARNES-F16","Random",5,6.9177570304072,0.76370836127646,-5.26452790557656,1.70207471057909,-1.52830233948472,-0.354056836581472,-0.0418765060166481
"tliu18","CSC226-001-BARNES-F16","Random",6,8.94175252380042,0.51284753781419,-5.53645629364783,1.81062325047931,-1.66376001070645,0.151872410576738,-0.569723591401479
"cmwill28","CSC226-001-BARNES-F16","Random",1,-4.57569520343269,-2.60482717394141,0.865577187667221,0.172493551580144,-0.22752352164865,-0.75948820114285,-0.490634304767053
"cmwill28","CSC226-001-BARNES-F16","Random",2,-4.36170287967944,-1.98458391339305,1.15389327329097,-0.716510462159621,-0.333800731168949,-0.733609199452537,-0.400146670830412
"cmwill28","CSC226-001-BARNES-F16","Random",3,-3.79088683044352,-1.9220895586518,1.28425635111525,-1.39828536206643,-0.665302166185975,-0.745258660813356,-0.0778952344085489
"cmwill28","CSC226-001-BARNES-F16","Random",4,-3.22080705666486,-1.92138898105193,1.48515057637102,-1.55145334625791,-0.554773997067875,-0.649849185916071,-0.152288382029547
"cmwill28","CSC226-001-BARNES-F16","Random",5,-2.22989820146525,-2.02585312797073,1.2720018724785,-1.84725988220927,-0.656325469163594,-0.684518981301903,0.237029382207704
"cmwill28","CSC226-001-BARNES-F16","Random",6,-1.61875947159982,-1.85015188773379,1.39455465540727,-2.2273903016064,-0.729256838888118,-0.670851828589005,0.415205618356632
"jaballan","CSC226-001-BARNES-F16","Random",1,-0.445691713543683,-0.499788161812226,1.23627700945033,3.95285636257796,0.751676247893691,0.283628124184731,0.710981188575403
"jaballan","CSC226-001-BARNES-F16","Random",2,1.6705578983708,-0.0287255157740148,1.19049952147794,3.17308102022049,1.66551072790234,0.329005432692044,0.887420811763098
"jaballan","CSC226-001-BARNES-F16","Random",3,5.50776436384141,1.78500649286567,1.50709126923657,2.85764439150161,2.07317214914733,0.470884786755866,2.03105292847037
"jaballan","CSC226-001-BARNES-F16","Random",4,6.32584905301897,2.2518779184399,1.52131628435011,2.18125250628611,2.32753258028904,0.427859774907478,2.13241683191938
"jaballan","CSC226-001-BARNES-F16","Random",5,6.85479705474935,2.67394946898314,1.59476885006113,1.52700543992986,2.60247699162466,0.392406783747407,2.15057129212742
"jaballan","CSC226-001-BARNES-F16","Random",6,9.13826784135378,3.1257280478881,1.36712155143668,0.959879857112391,2.38746891067896,0.267960072636405,2.6222716987036
"apgering","CSC226-001-BARNES-F16","Random",1,-3.00753875492889,-2.72279707724559,0.774393632640643,1.28937546250882,-0.105574428670377,0.386988160696895,-0.917152063077202
"apgering","CSC226-001-BARNES-F16","Random",2,-2.70481691117611,-1.6867902767028,0.94167519114368,0.634047774285578,0.361575748434999,0.53513232850565,-1.18433239385898
"apgering","CSC226-001-BARNES-F16","Random",3,-1.92508577292019,-0.668513568816361,0.116803034017346,0.378007834055055,-0.213300480397353,0.637070664061486,-0.720931897396274
"apgering","CSC226-001-BARNES-F16","Random",4,0.430773842506218,-0.242715541903349,-0.248005363085336,0.189079224932654,-0.558705536213595,1.01681105279233,-1.08579002558846
"apgering","CSC226-001-BARNES-F16","Random",5,1.59017017628083,0.0163927591736743,0.0937061600265405,0.15368051788648,-0.554224955539047,1.27700215652023,-0.960879994510853
"apgering","CSC226-001-BARNES-F16","Random",6,2.60794385875994,0.123292289857394,0.0181554483476423,-0.0786952013597007,-0.827201053530039,1.41287102840179,-0.690011382813264
"afranci","CSC226-001-BARNES-F16","Random",1,-4.18835684322821,2.48978554070984,3.42580013434231,2.64353883040441,-2.49063876654475,0.902262843368332,0.644885274339689
"afranci","CSC226-001-BARNES-F16","Random",2,-3.4733518915523,2.66759978966356,2.89715406132599,1.01480452639658,-0.560101552640761,0.819458782928451,-0.116392769546787
"afranci","CSC226-001-BARNES-F16","Random",3,0.690319323395491,2.90767997531536,1.99886072406945,0.702749117923956,-1.20738154205314,0.851483198291708,1.05123921907936
"afranci","CSC226-001-BARNES-F16","Random",4,1.30938509958876,3.01278121469093,2.09919591898874,0.0510327017273317,-0.936898593557626,0.937270414252227,0.905940735337939
"afranci","CSC226-001-BARNES-F16","Random",5,2.32847401520044,3.09527967050091,2.0951000977651,-0.5112270104721,-0.830601111496901,0.940320897676895,0.930952693678007
"afranci","CSC226-001-BARNES-F16","Random",6,3.11785734498154,2.83736669724753,2.0011092025323,-0.875341317626855,-0.92404602910801,1.03218110258874,0.935505179017263
"cmharri5","CSC226-002-BARNES-F16","Random",1,-4.15091286089518,0.492150210746546,1.42336802931524,3.07482950490716,-0.589497737921466,1.46277727049457,-0.152436890565057
"cmharri5","CSC226-002-BARNES-F16","Random",2,-2.92145045156407,1.84382571668524,1.43096182318039,2.28374412062979,1.10935625372181,0.948167731709579,-1.26813615293487
"cmharri5","CSC226-002-BARNES-F16","Random",3,-1.82761867705245,0.818542054522635,1.26462513716626,1.21463222026618,0.824122392874584,0.776217347620301,-0.956186755812215
"cmharri5","CSC226-002-BARNES-F16","Random",4,-0.635789711392053,0.591610589552205,1.08880323067683,0.771763094776021,0.750376676448285,0.776472573274269,-0.799800380116719
"cmharri5","CSC226-002-BARNES-F16","Random",5,1.83460439362436,1.16558372355744,0.565976393094895,0.718924469693325,0.724069107494157,0.381676276023763,-0.424724678014899
"cmharri5","CSC226-002-BARNES-F16","Random",6,2.73439660585541,1.19850553158427,0.531184044632855,0.54240743564553,0.678060096259708,0.465100236315957,-0.250970021185836
"rjalexan","CSC226-002-BARNES-F16","Random",1,-4.8168508392357,-1.61787536946917,-1.72255917163211,0.975872624124256,0.124343445636202,-0.289319421865629,-0.0393831311654206
"rjalexan","CSC226-002-BARNES-F16","Random",2,-4.13403045163183,-1.49645839551179,-1.23305676338248,0.369134175399867,0.660461228059145,-0.207744999794756,-0.270474008990491
"rjalexan","CSC226-002-BARNES-F16","Random",3,-3.44877761068308,-1.12297965114889,-1.14336793087037,-0.319223484735044,0.317932740063199,-0.254957037827796,0.0859809949455805
"rjalexan","CSC226-002-BARNES-F16","Random",4,-2.96957191541062,-0.630348009099572,-0.650295020506786,-0.539677692461374,0.22622076855203,-0.220025199659174,0.097067365410797
"rjalexan","CSC226-002-BARNES-F16","Random",5,-2.05553296246404,-0.309708619192248,-0.852672150420086,-0.764223365003173,0.106531313995099,-0.289232930647116,0.475885476263551
"rjalexan","CSC226-002-BARNES-F16","Random",6,-1.44435798197324,-0.210523004949423,-0.637808907297235,-1.3204202518033,-0.11117435232647,-0.270074827243396,0.702137569057975
"ajfelion","CSC226-002-BARNES-F16","Random",1,0.715828105647327,-2.84220645459968,-1.83678556485597,1.55103357666313,-1.251785743125,-0.0541841057216708,0.380998500424587
"ajfelion","CSC226-002-BARNES-F16","Random",2,1.21529869885828,-1.5831060063589,-1.74942457574044,0.507423172693381,0.46606983867724,0.0953341963736618,-0.310751995967568
"ajfelion","CSC226-002-BARNES-F16","Random",3,2.347949061539,-1.36993725811676,-1.58807934411427,-0.175055235285723,-0.0261240117345105,0.391677474941307,-0.576940964839697
"ajfelion","CSC226-002-BARNES-F16","Random",4,3.18225146987931,-0.476230242974739,-1.32171135212593,-1.19339310231306,0.65938939423837,0.317582680661691,-0.636768464487128
"ajfelion","CSC226-002-BARNES-F16","Random",5,4.65534746452927,-0.273023009118001,-1.21503828299383,-1.94737666393576,0.121113673515737,0.511858181899605,-0.869168501892781
"ajfelion","CSC226-002-BARNES-F16","Random",6,5.17577412715154,-0.00795410416109446,-0.942396527569452,-2.41843189920941,0.256499147309337,0.531335487403069,-0.865726484953381
"rabaraho","CSC226-002-BARNES-F16","Random",1,-5.14985200534772,-0.118768305787999,-2.97548096706877,0.474306331161553,-0.587665971681718,0.105252465545705,0.486611767153356
"rabaraho","CSC226-002-BARNES-F16","Random",2,-4.70077229143978,0.0498065381673381,-2.02068265620204,-0.552420598477442,-0.364266599682949,0.230464707504145,0.305034742805699
"rabaraho","CSC226-002-BARNES-F16","Random",3,-3.87169314888376,-0.339235010426474,-1.51039683146291,-0.817107113757628,-0.261122495218442,0.338767742095997,0.194531589179734
"rabaraho","CSC226-002-BARNES-F16","Random",4,-0.105650263107671,-0.286622007316594,-1.96285459475516,0.16791235197747,0.0350774623855614,-0.676445179083572,0.20491079349001
"rabaraho","CSC226-002-BARNES-F16","Random",5,0.265293395002022,0.0403195683728124,-1.7475199266009,-0.36373568827441,0.0911865137615938,-0.714094941753181,0.284704566470142
"rabaraho","CSC226-002-BARNES-F16","Random",6,0.963226083071376,0.495404176077575,-1.91105575546999,-1.06678659499068,0.775944942899714,-0.774591005204433,0.202558877856326
"jwbober","CSC226-001-BARNES-F16","Random",1,-3.45618613954242,-3.82177018610218,-0.0515686882227462,-0.0772415668173158,-0.413524026636588,0.296144338033374,0.128254285125766
"jwbober","CSC226-001-BARNES-F16","Random",2,-2.3043924741863,-2.57310106524416,0.357338578524151,-0.581448799584826,-0.0510225229074408,0.40934860076818,-0.214545369115952
"jwbober","CSC226-001-BARNES-F16","Random",3,-1.13705404781004,-2.14669167400965,-0.147770149755474,-1.07965925062426,-0.381068492261395,0.488716139255782,0.0383397237375478
"jwbober","CSC226-001-BARNES-F16","Random",4,1.0430651326138,-1.14594917754088,-0.551754325817741,-1.88861765154659,-0.418197966233674,0.290884738283589,0.485477444398901
"jwbober","CSC226-001-BARNES-F16","Random",5,1.45514754700255,-0.915741236016936,-0.309853019133885,-2.30100948260595,-0.527240908641436,0.330518614753923,0.579544883309649
"jwbober","CSC226-001-BARNES-F16","Random",6,3.04565950093743,-0.856117139397349,-0.295522927549226,-2.70647795454804,-0.773075385996152,0.345852876756039,1.00696866764152
"xrao","CSC226-001-BARNES-F16","Random",1,-4.76666981464598,-2.25439938076434,-1.95249543481725,-0.0869060076243964,-0.309167340353092,0.0212662772834804,0.699658593400087
