"bwhooks","mmahmed3","twalff","clredmon","jadrum","sccantey","jchen25","xma5","zhuang4","cwtait","cjlach","jetubito","sabhalo2","ejmunoz","gsflinch","swmay","allee5","csdennis","mehess","ajschofi","jpsarle","pkhanal","vtrenich","rmstrube","pttemple","nvarma","ranewcom","mmmasent","chood2","rpgrange","jteasow","ssyed2","mascaram","slee49","jwstanl3","snturner","yliu59","skang7","kdbeall","smayes","lrrumney","kgjones3","acallred","nabruins","yhuang30","tkalexa2","awpoppo","wctoohey","rjpatel2","nkblankl","jmreesjo","jkburney","rrichar3","agescoba","gwaugsbu","tcunnin","eli4","btnguye3","arfranc2","ychen63","ereinst","gpuzo","jmdiaz4","kpowell","blamdar3","dfcawley","jdmill11","tjirons","bshapir","spkilgan","wehiggin","jtcasper","rnjiwas","scmathew","pkembur","jhooper","ajcastel","adtalask","ajlong4","ervaugha","agamin","ajshryoc","jabeichl","trnielse","tnpatill","jlchavez","sgu","htslaugh","ptqualke","nvakil","gbedwar2","tlreger","rncreswe","jtsajor","kekeller","hrking","cjchris3","mcgibson","jdpunch","atvohwin","ajhiller","mmraviel","dsdiaz","blstone","jahutche","abalaji","pmryan2","jnpoulos","cgscarbo","smoneta","jsmorga3","jeglas","mfcallis","tjreming","kmissa","cdtripp","spallred","khmarti2","jamazzol","mjbloeme","gespino","mjlilly","sdyoung3","syu10","ljacobo","pxu6","cjvalent","tjeagle","ancook2","anmcgill","xchen27","nmcgove","tyu2","jdwatso5","bpatel6","bgwebb","drthomp4","ghbowers","kwrideno","bprishe","yzhang64","nranthon","mlalsto3","spschoen","acray2","ajsmit11","hli30","brteuton","jagonza9","khzhang","magalla4","hawilson","qwang20","jhiltz","pdcallis","jwu7","jepriddy","cawalke7","ahnorris"
0,0.432984757461584,0.30905336801448,0.47702098471554,0.333427554889077,0.15843876631447,0.168062884639282,0.115954904610314,0.288087298830844,0.137053575405713,0.473829332432015,0.12413730909009,0.398166210472609,0.140243893431564,0.114650041203478,0.154270245747222,0.127224410045379,0.496156647999743,0.458812632199385,0.333623031111205,0.334115005585892,0.427358543236691,0.330232010833155,0.118519592790701,0.116498675193101,0.759285219187892,0.308700380943957,0.14272410101588,0.21932795293886,0.16203265177391,0.299736117052136,0.193275500831843,0.278532370335877,0.321168056356379,0.357955304840048,0.196052150447141,0.578606146308858,0.147553048895876,0.545430658249297,0.150570074828562,0.237170785874888,0.170319803031299,0.219132736403463,0.344819175745877,0.357817742782881,0.312385367854319,0.46405070461786,0.669231968150602,0.631904288714229,1.03919821123805,0.29568695798669,0.251446292760637,0.374779464524293,0.107105455421138,0.360431148871605,0.529946943593753,0.133319603854276,0.440669516490452,0.484004902789342,0.48737529233608,0.395276496934888,0.10343541183493,0.468111172418538,0.323517953727579,0.323183274773477,0.341879335189646,0.480833197776947,0.710850752860359,0.495736168446435,0.396943685847728,0.195513600126437,0.223313257262946,0.815832051395403,0.272671408181323,0.111908928452314,0.269235325816259,0.480902211827577,0.483524775113991,0.289104184523074,1.03106771700966,0.453120860873006,0.217720008240191,0.500513603153231,0.330654931909459,0.672661737440064,0.125959471719969,0.179440943357723,0.578635346474235,0.210992496535864,0.268304659820375,0.249928956131796,0.310365252223096,0.506011199676066,0.354031539642949,0.313072949770353,0.559233729018921,0.530443225201951,0.152993325500717,0.350736645043901,0.373669909359319,0.592935801544942,0.236244774896229,0.295890407832794,0.462536657953759,0.442033479668306,0.436527040449972,0.854806359425653,0.249622768949729,0.478921319506273,0.12226547272628,0.223893988451406,0.645802408815733,0.304198511707626,0.378772170071977,0.265434892458022,0.200366539453153,0.400255210831129,0.566288040177209,0.157281586519947,0.477744838676042,0.323965246575977,0.14648011418079,0.358525163931524,0.363269565159391,0.207400399696621,0.484615728002345,0.208608008429822,0.070468174067606,0.342036642290053,0.542711191973005,0.668298543968346,0.0812144373899387,0.528329305089026,0.396659879041693,0.666363044235303,0.306537498016507,0.137119109578688,0.684716945530322,0.329271054200092,0.425000597944384,0.270704325373242,0.410549003458603,0.57164376987988,0.0422682044324725,0.268500082687706,0.328924635817889,0.306136063571418,0.283079439645649,0.195259723455464,0.238644493018006,0.604480271793392,0.367784516722648,0.474462935668424,0.411255938882099,0.295677266232635,0.420460843762156,0.236989107753846,0.189047916261049,0.173064101276092
0.432984757461584,0,0.478736810246413,0.500411741952459,0.287685885676252,0.493296695422441,0.561703166534212,0.451359122370308,0.384333074183932,0.539278354638982,0.592800070302416,0.476616427269762,0.446908225671359,0.421535400016272,0.371315471490422,0.548016348195355,0.379325407923867,0.441949135030784,0.314317774271177,0.315682905266485,0.32075564190186,0.721737048583368,0.351380030110082,0.515182096136354,0.450228347571216,0.548638849745688,0.571135635819471,0.46885752334177,0.560654104299138,0.510210188248703,0.488150771936841,0.324241381563545,0.544974960001591,0.537814554316635,0.651840696944734,0.519832176658991,0.792018424825581,0.578054800083268,0.639464229516784,0.519802327307857,0.607798251497982,0.572955672571907,0.605063150319221,0.380379115582655,0.566293217137212,0.459601695994395,0.345049253527646,0.709542211661955,0.569739152334592,1.28576731376263,0.283790947495903,0.627847036310679,0.74496844853333,0.429354989241823,0.634595486059982,0.717561701720196,0.512878875803102,0.248012218170592,0.738384682557297,0.715243652808657,0.36287398389511,0.391552889835291,0.513884540646504,0.653134880573306,0.473951142808172,0.698695575187123,0.341691398478418,0.391704537721107,0.578844491664856,0.531247328326522,0.243064201332136,0.415999449468305,0.767318907374728,0.464218511849605,0.502104023721256,0.545658174905633,0.576786446833563,0.859852001017359,0.632886247677024,0.98129943374806,0.501785334854562,0.553515032640031,0.627919063762114,0.240738138496026,0.884744180885004,0.498331845171503,0.59369445236613,0.262580563886552,0.641431933151102,0.584771607165897,0.474391902060714,0.587463520242868,0.562900326535108,0.640468002817123,0.354966053034638,0.697839965170543,0.5555244318382,0.451942022036075,0.263017714867614,0.240896295779584,0.559184834891459,0.492927893501465,0.491799932634878,0.386026767726409,0.545401899146499,0.519878611123027,0.830723401063071,0.450408253528546,0.515212983184854,0.402058938131065,0.448688914471907,0.544110603980148,0.604592199238684,0.525184386863055,0.592341990394927,0.548430915356686,0.644202198275754,0.72188807764264,0.533248481891414,0.239620358622285,0.284494731183464,0.537624879227626,0.625651060438291,0.565936229737997,0.336995766556398,0.24064696468851,0.341653813743901,0.472850675153949,0.51828251574419,0.642402058064605,0.340501369188982,0.483539851930765,0.602276123501345,0.401051726754829,0.550131551756823,0.495740669608859,0.542474354311122,0.53209876659222,0.542455667365835,0.474783746850032,0.545898063004943,0.640842916714662,0.303097968809495,0.433728187866847,0.366870865368443,0.639447452625195,0.524148907158603,0.432463176670857,0.330190168314175,0.505849444211642,0.735224426918454,0.405396820843355,0.323416328780813,0.397111746234804,0.598882093620472,0.562603226378843,0.492622278586065,0.518206017381642,0.332981343244027
0.30905336801448,0.478736810246413,0,0.560097589559584,0.332965454925805,0.252694868590699,0.275631563766283,0.266705593103386,0.257681309935866,0.299091890566461,0.531278996568275,0.289690981235137,0.433150465058673,0.205660738227526,0.284042359759958,0.391765706481299,0.211656520975581,0.618845353845627,0.292596347843362,0.49450132068418,0.479658249299191,0.381520832290702,0.169624321158799,0.310866138438996,0.197684326272694,0.581737636993212,0.164570267596207,0.276078001732397,0.319762418203106,0.253745533080912,0.118233476913905,0.366242991263156,0.197678841577534,0.168811825319994,0.203284191038445,0.363046398767483,0.613533972670007,0.364472928001175,0.343585345811204,0.323129768537184,0.461905979723136,0.292408732892464,0.281159306893202,0.15468508714886,0.356762329368578,0.0950934459943813,0.413973935496574,0.373545233750408,0.37432774377818,1.10122808650886,0.315403144592113,0.330729863869448,0.331344718609173,0.242739401573741,0.371365365115361,0.361129066550528,0.354322877352244,0.475736513297417,0.492420232254312,0.380727077345343,0.234632176925113,0.335799441048743,0.208016209124983,0.313566827333534,0.403625974447013,0.527727940592989,0.448706092053377,0.632438767590581,0.209257020816115,0.549531008382379,0.300431430533906,0.127162390237348,0.527772104276398,0.186158025811226,0.360369699099735,0.196359352074798,0.306939737292872,0.651117615909903,0.49481279642365,0.855260944836358,0.257411989459576,0.280311132289187,0.267621680161459,0.342275822848934,0.510318240706892,0.352983106474873,0.315056083430952,0.525481043074824,0.390923087834302,0.221979020352033,0.357387064665005,0.243406241877577,0.265475877779628,0.262212282226844,0.250937859331689,0.314144888751247,0.381984429819104,0.180300317292118,0.245314282981951,0.29484184016586,0.388743145956352,0.295853885121524,0.0981714634049616,0.301278097422049,0.378224345808087,0.189058585087656,0.626648529517929,0.319032919727677,0.191213000775096,0.192721832587827,0.263567940630776,0.617733449980719,0.485974672008277,0.306796375428673,0.274921626695995,0.261863714677194,0.484515356320778,0.470078949290777,0.261599293439189,0.397405981629,0.213890842183474,0.306464764841423,0.176775371591283,0.556765874523854,0.433404868732588,0.38590678895055,0.325164968033099,0.293101422525769,0.329769207504515,0.236159237602221,0.658631596351929,0.28059480059033,0.614370259446092,0.484982345931384,0.451348512444932,0.0665893079911914,0.38702167253327,0.45995229509951,0.110269419723359,0.32108408535917,0.167629102107519,0.34747666392329,0.475538771649016,0.272080402511476,0.236895066571228,0.491916679717445,0.125254808700409,0.164830638865101,0.200501662427439,0.444570707064214,0.671149956299432,0.457556349594945,0.488419622556817,0.211063708908604,0.487222072603704,0.125770647757189,0.0933820845063221,0.32103345737479,0.244287159832324
0.47702098471554,0.500411741952459,0.560097589559584,0,0.425508495988934,0.587502196166996,0.575921810124703,0.567656501336676,0.444524081488241,0.588123229505899,0.573333089546357,0.535816421534547,0.526497884422782,0.546090473083603,0.532730859436085,0.491318058578742,0.507865436889351,0.190883581037918,0.533875504605105,0.406148812046992,0.353730695173455,0.480337417252757,0.530270368765185,0.466440269827648,0.502777492062777,0.601049418159811,0.579249694302991,0.57214111141041,0.51447147077418,0.605436150475092,0.497844747751493,0.460699304791719,0.556979870021727,0.459783153052918,0.655776799431861,0.544986319820891,0.387258652821159,0.573683186262525,0.523329067605445,0.557196613535317,0.647885068874794,0.569512252836326,0.568856306800848,0.525892765461908,0.630461284641239,0.542982589243889,0.33168378604474,0.751919977356821,0.616120585709456,0.818661635818768,0.422985729497065,0.50743536329292,0.659717757916285,0.548206810197391,0.601312825804881,0.684550940879054,0.411957993032305,0.277185587739332,0.602002406136888,0.689584521537386,0.429663206270388,0.431476881661324,0.612939347068341,0.638901865483006,0.212313825589427,0.594554023452021,0.271572400894993,0.532518420061049,0.624332651406771,0.512760347626255,0.435853294799975,0.444284708176625,0.844978107813651,0.4913575893193,0.456781223697454,0.459790710756875,0.423006237725776,0.593325443984786,0.632516627053515,1.00794387088488,0.500973236702264,0.417331449427719,0.602533255993342,0.477091103710971,0.641798736773642,0.529728869132399,0.538264931783661,0.46470502566566,0.568433385178949,0.518081482735096,0.465270021686358,0.574920261685833,0.539256962239131,0.524732047817942,0.35928692266514,0.65455081738594,0.603038371016839,0.464909750096325,0.453411128738601,0.422288795713115,0.577522406708757,0.362262758603039,0.569613004704728,0.425567355454561,0.583960398634743,0.502079216275174,0.818435960657193,0.347116098286592,0.591804634794684,0.480051525977993,0.507013854025111,0.451871134180525,0.667472950399721,0.486036541444976,0.612940111929186,0.585597753483579,0.387253242553437,0.724186873212039,0.56978768898397,0.472333323050366,0.514229574437502,0.596267621783621,0.64863300874038,0.604626684034011,0.342823114320053,0.477216925997625,0.490318107461299,0.541224417738511,0.553773032896477,0.723964774688096,0.551812225987607,0.540584042818027,0.277976179208327,0.491709202399819,0.562626476480663,0.554574586066288,0.458336792073272,0.620959596481169,0.546503520926651,0.314524994036418,0.61839355691445,0.599968619829445,0.468822791195953,0.489563558470561,0.415592930236566,0.643426661600617,0.614968437371139,0.556357878489899,0.502547222712885,0.607678311825714,0.69527228758903,0.198053353107189,0.302434314826832,0.525980030861354,0.586919950394984,0.622385319004112,0.559300254975231,0.549950888909587,0.467410185891376
0.333427554889077,0.287685885676252,0.332965454925805,0.425508495988934,0,0.342242755794991,0.398538440151583,0.334494830944288,0.118231113298676,0.407028913319062,0.335212868945702,0.313661148185997,0.192802782466933,0.334813469658224,0.291172428668304,0.389396683141757,0.266696955927364,0.381007341407142,0.318646621015131,0.21862330650013,0.203219497599505,0.522044918420774,0.31326183582001,0.351668380464104,0.314411071049334,0.500174365709611,0.35585050640321,0.412247441244793,0.341551129044938,0.374900972657518,0.279328495791579,0.199117510977215,0.316863255710095,0.340496291769369,0.509427345457,0.327414300601789,0.585694247367693,0.451752955898501,0.415561071224195,0.350046730284484,0.468046774441916,0.457741160472551,0.417756615415288,0.21188331720905,0.317435828915445,0.367098228888402,0.374548554929441,0.542149136239985,0.455152086550942,1.14868764100648,0.0385815931346707,0.425129519083606,0.569863853868396,0.33125084867036,0.374972852577361,0.453357287087174,0.381726032878877,0.30131796449286,0.461833744594214,0.446449717848555,0.219675736960397,0.258748890608696,0.324357804713848,0.42464994893198,0.298248090026634,0.497798129002967,0.269026084146483,0.430303375756308,0.39480340836842,0.328310110255927,0.204091332116186,0.256519623513972,0.631545427897116,0.224670662227296,0.353751936697428,0.341040512605434,0.396471505819553,0.678515880128218,0.458543128156153,0.766901993921025,0.273268373756131,0.375681945950111,0.394234225964337,0.345126009853777,0.67811871693686,0.344464446372359,0.457757782215212,0.39683116316037,0.497049826777047,0.370612512135864,0.235993690422505,0.346882211448411,0.363167582350444,0.409631346951515,0.149140545850114,0.469726546127241,0.297329451885892,0.282867656586846,0.186648256185438,0.163634075606865,0.3527440620029,0.276942954497565,0.299131509255355,0.257925923581922,0.266221931916603,0.361001682448406,0.622633497260739,0.221195231098258,0.38103948401757,0.291858306632925,0.218060143934983,0.361271655913864,0.434566409245909,0.244176631665108,0.378996773131898,0.359744857643461,0.408729020747155,0.445209943450893,0.433976721852248,0.196706234125734,0.184949933281559,0.397306225481499,0.427882933777378,0.394267318553997,0.31963422812719,0.307291080620163,0.173626153782413,0.368400756565154,0.249532739848769,0.490288671380973,0.554191582878614,0.377963214028803,0.603469750048696,0.196397834177351,0.457331003494827,0.311396833524725,0.416314903399634,0.489529099396265,0.341976058187919,0.303378941014775,0.359586523369741,0.367737761585281,0.303935695836853,0.316949344996546,0.122360326703824,0.438269208653002,0.337057382058163,0.227453959742744,0.206488553759257,0.362878474672289,0.487378955741368,0.252528287298379,0.21795938756978,0.220406180190043,0.406344913405746,0.385410467167406,0.341070242134525,0.320708908730244,0.176534355984187
0.15843876631447,0.493296695422441,0.252694868590699,0.587502196166996,0.342242755794991,0,0.09846743284121,0.0634140997343015,0.265621271831821,0.0910645829119811,0.437855489357327,0.0750675261250827,0.366145285109244,0.135382072737122,0.13979921210208,0.206700777183199,0.127791351834816,0.599956173356434,0.466265573252111,0.399435168750496,0.406039827498422,0.436508871882203,0.330931476528428,0.165976525034699,0.112657829991105,0.766479648306966,0.212901944953847,0.178892526586235,0.17756911688954,0.0411771768618053,0.248744340222467,0.238950047394265,0.182170764253758,0.301641224398505,0.295807348078961,0.157420337895582,0.626898839590478,0.170460137854962,0.511507065289907,0.097032457393402,0.214822207997568,0.183394943932266,0.158873010342457,0.299781815168382,0.251399028539047,0.295737999940877,0.543661220800549,0.59495692615307,0.604197374453537,1.11802145291986,0.30901643190769,0.240648468107014,0.32497599584131,0.100260806327258,0.272839548480668,0.428782723916,0.242984067117477,0.534234348467018,0.428614506428243,0.377618087489227,0.398372169479504,0.192973124110209,0.39417945014187,0.211251574795006,0.402419856932553,0.337366899339274,0.542700995579641,0.748133871445488,0.426050604028535,0.407885545040485,0.26345879756674,0.223347581490518,0.748296613230134,0.213889799271858,0.193853954408137,0.250200889078247,0.484864009506876,0.527391162163494,0.264206950222159,0.950747637482732,0.412008523728534,0.255188614205582,0.427634364169505,0.404205192775179,0.652513064037219,0.134338851204513,0.205640061944503,0.641554893575999,0.234833735026953,0.21648134502376,0.236628115625029,0.212399580199901,0.46455536830593,0.306335070233284,0.334052533088236,0.482496951511336,0.461352557018497,0.147886234510449,0.363993267021912,0.397898238766408,0.548946054264481,0.268909121122117,0.205827958693947,0.471039377860441,0.367223376989081,0.41461196985785,0.786989760427506,0.283909017705699,0.434064124319421,0.153632118027203,0.163586481746631,0.662368841719635,0.251057737689979,0.329995378280744,0.14377762761848,0.0816416264466319,0.428971934429104,0.462536244990219,0.167789697107502,0.493334690786663,0.307350449011946,0.075311139054154,0.250094867595267,0.358105666041338,0.350220289796853,0.521341371310323,0.208674677253415,0.11182850164903,0.265556111682065,0.458564300936295,0.754734092598252,0.117577571684787,0.660391273288921,0.400067939956208,0.662734936620357,0.233474250071651,0.239693781194067,0.680151605000072,0.26185293177596,0.456981320210782,0.143313046358581,0.321272542628178,0.600507325366405,0.123006952048329,0.263618644849571,0.278934557357626,0.192510153889087,0.196643331311275,0.181049652407405,0.215487830912909,0.560495902277824,0.449560272654853,0.530580047280573,0.370679017463514,0.277979235446665,0.340706062296697,0.169273101531267,0.121990393892639,0.178944033107569
0.168062884639282,0.561703166534212,0.275631563766283,0.575921810124703,0.398538440151583,0.09846743284121,0,0.132923022717605,0.308706586171854,0.0652832572182188,0.461304064180468,0.111281268798068,0.415577417147558,0.179771300822684,0.209118871925467,0.166645039503871,0.188421497306938,0.610165504463349,0.517520990403735,0.44485475463507,0.443651049938527,0.366519558432318,0.375947811808807,0.121201509905386,0.127280290036621,0.803772356778559,0.205215227773956,0.193570553593231,0.144929853821182,0.0930635951018445,0.258699632891534,0.296813967128923,0.183786944824273,0.280979137729207,0.260478522834307,0.170385242566533,0.571038026005839,0.112967590504888,0.50479870849775,0.10272236365872,0.206937627526874,0.122816619565912,0.0725604784978056,0.352321277094015,0.286860641999728,0.313229106197313,0.56377181835137,0.611487911326538,0.630090145767561,1.03720679467496,0.366058075282683,0.160451690144604,0.244654709737868,0.153411533534173,0.262791250452704,0.424711889342809,0.197912043588858,0.566198479551502,0.400039272239953,0.37127257115036,0.432915797037624,0.219526571028885,0.431185652916001,0.178436935888467,0.386271222853581,0.29216431390569,0.568753102134814,0.799154873907156,0.444476873285254,0.430901532391377,0.321102601262936,0.239395832613988,0.776880792203629,0.238803817831367,0.165934189718537,0.215263943097175,0.471634103990938,0.444674129363118,0.252058994848544,0.982927894688133,0.433759861273378,0.196593568728456,0.431436284748434,0.449925877291863,0.599202262812098,0.141082851053762,0.123876806128063,0.689194706859243,0.148053652040889,0.169164324810417,0.25586796582225,0.200932837756807,0.475876580357694,0.258567250971562,0.361780762445202,0.477921449789901,0.497760657312988,0.15060254453426,0.417600905872135,0.450135756742142,0.578305690862157,0.246146278239067,0.236530969818416,0.502724117746016,0.401999151811589,0.420779238016996,0.80768590115726,0.282232085204884,0.459271039503414,0.182300228952693,0.206935934434798,0.689787880818102,0.269897684805209,0.343044386771147,0.129878691266515,0.0752050647621567,0.38915818344077,0.477127297978536,0.137686928572216,0.553322808557237,0.37418549582688,0.0695414300954873,0.237432600346137,0.383886712513346,0.366994002325635,0.573305257497071,0.276678835702474,0.123892810237735,0.297675710802239,0.476298514956586,0.799980975850008,0.116419208375402,0.632468493561676,0.450949991327261,0.688697473956751,0.253755727203424,0.189188292806401,0.714636835508202,0.260104407715546,0.455794708246064,0.163792348897598,0.315831671464367,0.651360123020997,0.141803258740511,0.302086085754355,0.276637498455259,0.224410086828248,0.255182583582329,0.251201750715789,0.258163482187096,0.575902973303617,0.456857758854562,0.565518079448448,0.418584485081179,0.275972653027007,0.356838243133854,0.184114923567343,0.137079152534727,0.242358215751597
0.115954904610314,0.451359122370308,0.266705593103386,0.567656501336676,0.334494830944288,0.0634140997343015,0.132923022717605,0,0.276099405830215,0.0971990343209371,0.464016265028561,0.0867260902672935,0.380537984643715,0.0998865265701464,0.0840460503543045,0.206929453075396,0.0944694365942005,0.57710902734417,0.448590672451596,0.374912541859048,0.383830141844865,0.461534156060379,0.311939350024014,0.168622833059711,0.102792722881866,0.76373884620028,0.259652799755668,0.136043180133949,0.214579580132216,0.0674399350380308,0.274241309796231,0.210950296117988,0.230995838672547,0.323347461803108,0.321096977619146,0.179325536101941,0.643158305636876,0.166695113518721,0.539943104383838,0.120156228828764,0.221513006909545,0.179645254137153,0.199868525472662,0.306549350734587,0.297857813067287,0.291651751784012,0.515316946242244,0.624287782025602,0.614325219506967,1.12374773140296,0.298318753957342,0.271713169010841,0.360062415287815,0.05023516551273,0.324858566089542,0.481741901426373,0.227887936063224,0.500797077176563,0.475256756594415,0.435212492793766,0.395829941027986,0.16443219502239,0.419020736263132,0.271758168295241,0.397067447121924,0.361648683918257,0.526465203053503,0.730202361121296,0.453639030003116,0.414656213911676,0.220732894680882,0.223563007027274,0.772151919337058,0.24289939359246,0.183660495249413,0.275821282150729,0.499053319018049,0.5431381811629,0.282389556705131,0.987957197701416,0.434452800507192,0.26614523123542,0.465633501715913,0.358038837741366,0.684831413758821,0.132520880372894,0.209812050030863,0.609484092978347,0.243308799866292,0.256118040987017,0.254013567810581,0.265910988738589,0.487740009583811,0.347194892445494,0.331346610492823,0.523132617244769,0.492816064704247,0.153981082036272,0.347050119814521,0.380104974496598,0.570769320047592,0.28017765481482,0.237522606773678,0.468780820895653,0.403238355941245,0.427822603475254,0.820848016122791,0.290539135202348,0.447157054723198,0.126326215349165,0.189468849433247,0.668393110755708,0.270354107734175,0.362941045280292,0.204784339436729,0.139376450343982,0.449182536083441,0.5140885643944,0.153464882042044,0.478050932112061,0.294363486018429,0.0917589214883178,0.297800263783327,0.364132415926778,0.304473124764296,0.495545279570046,0.194172745020701,0.0717686846957307,0.303188355982504,0.486455516112712,0.711191491689498,0.0850931946218568,0.629476266697022,0.399558453207719,0.666158430451708,0.260019944768778,0.224857375072438,0.67784749302162,0.294289939315945,0.459798395797204,0.192767841890374,0.373194510787823,0.584233551180477,0.0859027239513818,0.267663335017871,0.308078478477573,0.23206155831881,0.221035373704579,0.160598337684143,0.213834935891296,0.591434830642677,0.436621215695026,0.515700544826515,0.379835295057153,0.296231281190309,0.369904445986866,0.188082991802464,0.155694344944876,0.160134374626564
0.288087298830844,0.384333074183932,0.257681309935866,0.444524081488241,0.118231113298676,0.265621271831821,0.308706586171854,0.276099405830215,0,0.331757437034893,0.302906911522627,0.241635033765201,0.189008726984501,0.283079518438903,0.262032935420109,0.322979009027771,0.219240620172223,0.434557629168046,0.34571973349864,0.280635812588897,0.263321497522051,0.427590229032743,0.298438340935284,0.275410118120957,0.24252917409739,0.542422548512651,0.243798255316229,0.363974125136264,0.243722440575623,0.299600420273214,0.179965529187822,0.207969713051736,0.202183019418379,0.246701438810562,0.415480124315555,0.255484370409265,0.527600518058914,0.379882863173012,0.347180406755098,0.273540893532467,0.406652290603998,0.380854105891753,0.316160693386133,0.171040607526003,0.230756171017581,0.312310403066568,0.410458281965404,0.485608347095469,0.439546862797056,1.09403519583284,0.10823211559483,0.324575191739464,0.463468606524835,0.278364703476555,0.27045472686259,0.350818914872048,0.322839452194504,0.374677710107835,0.367953941395766,0.339105110453878,0.214448343201716,0.22712102320294,0.266420311807362,0.312598509620701,0.271039575305061,0.42299940252787,0.32639615863733,0.520693528365978,0.325314216474384,0.319973859973227,0.22721597736342,0.185286628747078,0.60313723692372,0.110194160273012,0.293384974872897,0.238713325219701,0.339961994005637,0.601076220975094,0.394692398118868,0.751472513314649,0.214944937398485,0.289021694699954,0.306430515129765,0.377848641160566,0.589501675876022,0.282017326729335,0.375585672501681,0.478243418109551,0.415072234573686,0.259412724001106,0.167346576944431,0.22989621803718,0.304075111746953,0.297095732961794,0.127074277290396,0.381114749359953,0.253642944897083,0.198854063344841,0.215914788057476,0.218395424546794,0.329906521046321,0.195265548406555,0.203887540855851,0.267939412703032,0.199118468552398,0.302374054615612,0.591086037301279,0.154888049136341,0.334183646380759,0.237355483162786,0.125060294556969,0.404389271146767,0.378185909036787,0.147054564774705,0.272576001731097,0.263657792107317,0.341500217461422,0.36315612976619,0.364092038815167,0.283844639791097,0.194951680543348,0.321713395468111,0.320254131934748,0.371445870178319,0.338059567361849,0.369574607228702,0.162579820758536,0.310723140382155,0.158373085130586,0.420355134713744,0.635939450712701,0.316324402297239,0.606697019860297,0.235483249647033,0.465448800739346,0.219469802182592,0.356681970838114,0.50659605592527,0.240645183383182,0.274421969590238,0.259520916720277,0.259123505130532,0.383807301965942,0.262073427800323,0.0452447580317612,0.370310697844372,0.241329877881004,0.142619564629707,0.174692996331475,0.325446158127717,0.455272582803687,0.274294042957353,0.299134387100212,0.195449105053063,0.348012143164279,0.302474679473506,0.255246156735172,0.237773962403534,0.143680077912801
0.137053575405713,0.539278354638982,0.299091890566461,0.588123229505899,0.407028913319062,0.0910645829119811,0.0652832572182188,0.0971990343209371,0.331757437034893,0,0.489710045410533,0.107549810463916,0.433678697959527,0.155292112387717,0.173085794813607,0.169082848590835,0.17269836765204,0.614548172148529,0.519652497946413,0.435389276144373,0.439958979186068,0.418594576937492,0.374076250793208,0.137373595963537,0.128314944830252,0.825485501670435,0.257290248190695,0.150386573633794,0.190201738338686,0.072304788124317,0.29856337580355,0.280835340330321,0.235061411744685,0.325902176955718,0.291276210212295,0.180769675039601,0.61558158341865,0.0855607092298685,0.55494932026645,0.105397021437618,0.183934498497371,0.11343675858196,0.135737728805906,0.370323685864474,0.319834796448505,0.32421773768378,0.565958933899837,0.652051780502023,0.660059052274831,1.06935897408163,0.371682592502271,0.214109002335428,0.289987840328356,0.119529841387078,0.312933635155759,0.482040798966959,0.200078272327376,0.561997415194507,0.454309410369299,0.427788005735391,0.452810096067311,0.205996457645659,0.46432022826103,0.235854146860718,0.409918812698607,0.313487683438228,0.581720228526748,0.805743976601717,0.483464735164306,0.441292195256447,0.301000055843799,0.260139009811911,0.813034636676673,0.276558583256376,0.163472494312483,0.264832531514663,0.513363523626995,0.471251089912005,0.25184566852592,1.02701455577014,0.4732025131776,0.235083386275134,0.48205109591508,0.426567174540787,0.655701622108495,0.128151534909857,0.135936597023846,0.683508699215516,0.155972503483017,0.228993833223559,0.278943658255811,0.257882168861472,0.517763657812065,0.319996995093671,0.38286531077587,0.531158170291257,0.536866734511176,0.173750684658643,0.421343336147998,0.454588806292187,0.616522407817461,0.282303463440101,0.269651609922606,0.524531710508205,0.439577222494534,0.455327773460264,0.854786908975056,0.311007567444433,0.487366999694848,0.173990663545987,0.231071726891899,0.717118150360116,0.263906873043155,0.387878117764036,0.181334935087571,0.11751533968279,0.430911711130637,0.525902005650567,0.116310390033526,0.55804841240518,0.375305835087757,0.03180446955882,0.285769896501928,0.381309998324288,0.343627201849366,0.5710962302343,0.269252713707244,0.076674253381692,0.333353445385661,0.510306903619475,0.78245487262365,0.0742102816898541,0.632829582601546,0.457889868079332,0.716209988885417,0.287740240421988,0.182643061630116,0.734681803530966,0.304703041170247,0.488060802348256,0.200137889000996,0.370770482228128,0.658827173574984,0.117801293475309,0.323093350698706,0.289086532102061,0.257158136958681,0.277654841829839,0.24434671407032,0.238263880820971,0.605439675287972,0.471034295932189,0.576102059618268,0.441296715874685,0.283745158987097,0.393595544471677,0.207243132965079,0.156819074522843,0.23822263437862
