"student","course","PC1","PC2","PC3","PC4"
"bwhooks","CSC226-001-BITZER-F15",-1.32951253048625,0.357876400192934,-1.05154056977816,-0.430944016954408
"bwhooks","CSC226-001-BITZER-F15",-3.33367396527623,1.12494259545939,-0.883814114619515,0.941803631724003
"bwhooks","CSC226-001-BITZER-F15",-2.3891361428228,0.716404911613225,-1.41260730246353,-0.0287373239940361
"bwhooks","CSC226-001-BITZER-F15",-1.8197637672025,1.49324731213618,-1.03500801262826,-0.830935781237844
"bwhooks","CSC226-001-BITZER-F15",3.68457782585448,0.0425100138288153,-2.38891666530998,1.61230852872747
"bwhooks","CSC226-001-BITZER-F15",-1.67067898396517,1.97499321846557,0.378584144451133,0.106665076112829
"mmahmed3","CSC226-002-BARNES-F15",-0.261693463906791,-8.75898673943357,-4.04437336362455,1.53397899319822
"mmahmed3","CSC226-002-BARNES-F15",-3.02255728232041,0.185839780183728,-0.447853201510274,-0.0913085455111512
"mmahmed3","CSC226-002-BARNES-F15",-3.49611177083242,-2.50672011613397,-1.95091240737414,0.967108348455613
"mmahmed3","CSC226-002-BARNES-F15",-3.3268329681341,-0.0585276262735861,0.0878100290682979,1.05132275445426
"mmahmed3","CSC226-002-BARNES-F15",-0.745818371904101,0.986815144756855,0.253520031790551,-0.299311149720116
"mmahmed3","CSC226-002-BARNES-F15",-1.39067985301857,2.14155948130702,-0.327355230534663,-0.541055067893965
"twalff","CSC226-001-BITZER-F15",-3.41659719177306,-2.392082317864,-0.410848628377151,1.20597995040179
"twalff","CSC226-001-BITZER-F15",-0.997888068779028,-0.551956221086283,1.74313386679376,0.420304830599815
"twalff","CSC226-001-BITZER-F15",-3.34874073135272,-2.46603415848898,-1.5931983157471,0.643803677829039
"twalff","CSC226-001-BITZER-F15",-1.26981875211424,0.659445129651578,1.47062390255278,1.21634588269948
"twalff","CSC226-001-BITZER-F15",-3.15067990125373,0.0769074128644018,-0.0665368921477923,1.41541778347617
"twalff","CSC226-001-BITZER-F15",-0.28503479304561,1.53770726478523,1.52894965209539,1.21412530782694
"clredmon","CSC226-002-BARNES-F15",19.023685586087,-1.69184278795491,-2.47273566366183,0.494685903190303
"clredmon","CSC226-002-BARNES-F15",-1.99381999549194,-3.52396659872904,-2.90086557776624,0.133781109773886
"clredmon","CSC226-002-BARNES-F15",7.88859782188053,-0.732770746010621,-2.92541737591792,0.548617348969128
"clredmon","CSC226-002-BARNES-F15",-1.15172888260528,-0.391491355613057,-1.87218126140176,-0.187344718256899
"clredmon","CSC226-002-BARNES-F15",-3.64167239964473,2.27260082920352,-0.848839336903139,0.102365648338462
"clredmon","CSC226-002-BARNES-F15",3.90404224535596,0.769300757250695,-2.06067692027208,1.02959672142079
"jadrum","CSC226-001-BITZER-F15",-0.79072289536477,-4.12472758220455,-0.501124790446365,-0.958285262175956
"jadrum","CSC226-001-BITZER-F15",-3.26331438695397,-0.469947119103972,1.30590035756435,1.11940893037699
"jadrum","CSC226-001-BITZER-F15",-2.05667958499853,0.500721390594369,-0.62641009918018,-0.959791216899971
"jadrum","CSC226-001-BITZER-F15",5.72649298505669,0.871818067536525,0.468300541332229,-2.61537655065707
"jadrum","CSC226-001-BITZER-F15",2.04731032832053,-4.10565302723506,-2.08180863291561,1.92241452167592
"jadrum","CSC226-001-BITZER-F15",-2.23255571144202,1.8253366232906,-0.147791343215147,-0.159195554204223
"sccantey","CSC226-002-BARNES-F15",-0.492954218583538,0.469134670830988,0.620538809439755,-2.03521785380557
"sccantey","CSC226-002-BARNES-F15",-2.42588539598114,0.76573398532378,-0.237309561044932,0.221302822186663
"sccantey","CSC226-002-BARNES-F15",-2.48735720609679,0.638508672536538,-0.136956760810887,0.526228415198149
"sccantey","CSC226-002-BARNES-F15",-2.17376362948508,0.973867547151339,-0.0156656938491358,0.0255425964977068
"sccantey","CSC226-002-BARNES-F15",-3.06308703897093,-0.874856936356307,-0.992711209415552,1.02540698204231
"sccantey","CSC226-002-BARNES-F15",-2.79290322005404,1.76198588651739,0.0255887283526749,0.0704111522462892
"jchen25","CSC226-001-BITZER-F15",0.697176439996726,0.0879480923642604,1.52867126811629,-0.720330567214324
"jchen25","CSC226-001-BITZER-F15",-2.69156789726634,1.01125452121314,-0.0434230861784981,0.190570550379877
"jchen25","CSC226-001-BITZER-F15",-3.08848375379474,0.721996079726045,-1.11148573089237,0.471374306589233
"jchen25","CSC226-001-BITZER-F15",0.631039402019134,1.24740721066851,0.277957692494603,-0.0418906818752001
"jchen25","CSC226-001-BITZER-F15",-1.80547430320494,1.3813315253717,-1.45767255754829,-0.299330567779181
"jchen25","CSC226-001-BITZER-F15",-1.73210350785453,2.33520135272998,-0.963247576339927,0.368173515720235
"xma5","CSC226-001-BITZER-F15",-1.88841670274225,-0.171231752035165,-0.165937840004256,-0.786338260070739
"xma5","CSC226-001-BITZER-F15",-3.24343272625405,-1.80365150637429,-2.01209264711386,-0.523219505808085
"xma5","CSC226-001-BITZER-F15",-3.0505196802154,0.545644853117242,-1.35548847421621,0.549574808492931
"xma5","CSC226-001-BITZER-F15",-1.41433253727204,0.763357712703578,0.701684045958143,-0.458293287190527
"xma5","CSC226-001-BITZER-F15",-2.47472832489502,0.701206907807181,-0.639338578542556,0.301497483270512
"xma5","CSC226-001-BITZER-F15",-2.42167534483588,1.95049616093638,-0.651034769958836,-0.441440846245788
"zhuang4","CSC226-002-BARNES-F15",9.42704494039959,-0.947120914035655,-0.97103939908253,-2.20893754253238
"zhuang4","CSC226-002-BARNES-F15",-2.50489322428256,-0.419895148724254,1.36397415873598,-0.148640315636399
"zhuang4","CSC226-002-BARNES-F15",-1.98684600701267,-0.586394266306797,0.554491247419499,1.03274045971221
"zhuang4","CSC226-002-BARNES-F15",-2.56536329024989,-1.74840136638665,0.747348640835001,0.37195932095639
"zhuang4","CSC226-002-BARNES-F15",-1.3990391048873,-0.747723891528581,0.377578408679234,0.608789789483821
"zhuang4","CSC226-002-BARNES-F15",-1.78995032994725,1.7804686184969,0.329350306423877,-0.00375309038014848
"cwtait","CSC226-002-BARNES-F15",-0.642732475024011,0.0128109128105643,1.11194841437086,-0.341856920708044
"cwtait","CSC226-002-BARNES-F15",-3.2323687191838,0.761349835632871,-0.821803371442363,0.18177060115005
"cwtait","CSC226-002-BARNES-F15",-2.40401601883289,0.824000405278981,-1.0748056569581,-0.0446900183789664
"cwtait","CSC226-002-BARNES-F15",-2.95081909173165,1.03651508224643,-0.99938773039569,1.57714807528084
"cwtait","CSC226-002-BARNES-F15",-1.03574624947494,1.40704439732586,-1.07833816655978,0.0172898273838969
"cwtait","CSC226-002-BARNES-F15",-1.31040029816631,2.21026399516026,-0.513632065513526,-0.255578032296078
"cjlach","CSC226-001-BITZER-F15",8.81760955377563,0.0786429838207755,-0.589994021387338,-3.78939393280994
"cjlach","CSC226-001-BITZER-F15",-0.326539871720809,0.441290243923527,0.49626813893429,-1.90257517389939
"cjlach","CSC226-001-BITZER-F15",-2.58601949891323,-1.60551367861061,-1.1333801576415,-1.12132759018342
"cjlach","CSC226-001-BITZER-F15",6.29799884743601,1.51172421574914,0.0133644032905717,-2.90179203919807
"cjlach","CSC226-001-BITZER-F15",-2.07905995852382,-1.07342100550609,-0.499855486730934,-1.54560554954156
"cjlach","CSC226-001-BITZER-F15",4.08895967704975,1.20036014909833,0.266729708274024,-1.14840580669718
"jetubito","CSC226-002-BARNES-F15",1.56394143178245,0.420179020808208,-0.239260876514519,-1.07846275362735
"jetubito","CSC226-002-BARNES-F15",-3.56428857638855,-1.59140155801956,-2.37747299857872,0.292864683086757
"jetubito","CSC226-002-BARNES-F15",-2.35759779205614,0.444480158248805,-0.47853125070759,-0.63291561594016
"jetubito","CSC226-002-BARNES-F15",1.66883521704104,1.70415703581724,1.03636784974346,0.529300644628763
"jetubito","CSC226-002-BARNES-F15",-1.76976839618333,0.886113218039307,-1.24442927621512,-0.443139851605113
"jetubito","CSC226-002-BARNES-F15",-3.23221945408356,0.430866121380657,-1.62252534846984,0.969160072514091
"sabhalo2","CSC226-002-BARNES-F15",2.0115545450617,-4.20894048235938,-2.51590065361025,-3.36156822648585
"sabhalo2","CSC226-002-BARNES-F15",-2.15946001018674,-0.218566508805917,-0.853830442338117,-0.538554731312983
