"student","course","currLevel","PC1","PC2","PC3"
"bwhooks","CSC226-001-BITZER-F15",1,0.429122216643816,-1.29957950141784,-1.03280027082761
"bwhooks","CSC226-001-BITZER-F15",1,2.78704501837328,-1.27065781457914,1.09458588739329
"bwhooks","CSC226-001-BITZER-F15",1,-0.478573781861473,0.502862855846672,0.901337093059171
"bwhooks","CSC226-001-BITZER-F15",1,0.975812740561219,1.79391082453008,0.451917812481508
"bwhooks","CSC226-001-BITZER-F15",2,1.09007903155743,1.81524980999069,0.24776880405358
"bwhooks","CSC226-001-BITZER-F15",2,2.79286618749594,-1.39527873231363,1.11347260509965
"bwhooks","CSC226-001-BITZER-F15",2,1.62032482993085,2.31560751977062,0.309013619226733
"bwhooks","CSC226-001-BITZER-F15",3,0.935301422999701,1.87679313412195,0.396207629007958
"bwhooks","CSC226-001-BITZER-F15",3,2.68297938005152,-2.69928330993814,1.20484851920932
"bwhooks","CSC226-001-BITZER-F15",3,-0.103999968996185,1.28769066474436,0.554782266773045
"bwhooks","CSC226-001-BITZER-F15",4,1.26952813597055,1.84648274101839,0.380163359120707
"bwhooks","CSC226-001-BITZER-F15",4,2.79761633576423,-1.55939728357693,1.34680491657197
"bwhooks","CSC226-001-BITZER-F15",4,-1.677456489584,0.879110512915612,0.573236144454953
"bwhooks","CSC226-001-BITZER-F15",5,-1.60751674945003,-2.67413613863653,2.95325103655156
"bwhooks","CSC226-001-BITZER-F15",5,2.79851798213698,-1.81508816352233,1.40030891120169
"bwhooks","CSC226-001-BITZER-F15",5,-12.5442374296403,0.771428265282164,0.378261332343535
"bwhooks","CSC226-001-BITZER-F15",6,0.687339267034249,1.61782545447104,0.331152249845803
"bwhooks","CSC226-001-BITZER-F15",6,2.76712698375322,-0.912511029934069,0.942503312320535
"bwhooks","CSC226-001-BITZER-F15",6,-1.84246756600689,1.65265943301637,-0.325079500109262
"mmahmed3","CSC226-002-BARNES-F15",1,-0.720930011373775,0.282648555003738,-0.931896996591739
"mmahmed3","CSC226-002-BARNES-F15",1,1.40982974890773,0.262771675277057,-1.13971764838185
"mmahmed3","CSC226-002-BARNES-F15",1,2.21471799995715,-14.5661872873234,3.91677248041696
"mmahmed3","CSC226-002-BARNES-F15",1,1.50700630595189,1.72374171829752,0.420917735320188
"mmahmed3","CSC226-002-BARNES-F15",2,2.84959513089086,-2.03654675113216,0.423054423722105
"mmahmed3","CSC226-002-BARNES-F15",2,0.958084790580685,1.64161309659483,-0.152648315224301
"mmahmed3","CSC226-002-BARNES-F15",2,1.40089158336616,1.41627816541191,0.403474292417058
"mmahmed3","CSC226-002-BARNES-F15",3,2.88024080760183,-2.41144289089389,-0.0558455175348208
"mmahmed3","CSC226-002-BARNES-F15",3,2.86047071048272,-2.22895724874492,0.292854534229526
