"student","course","currLevel","PC1","PC2","PC3","PC4","PC5","PC6","PC7"
"bwhooks","CSC226-001-BITZER-F15",1,0.429122216643816,-1.29957950141784,-1.03280027082761,-1.04058282029349,-0.49775825176483,1.82996270211655,0.927377865562701
"bwhooks","CSC226-001-BITZER-F15",1,2.78704501837328,-1.27065781457914,1.09458588739329,-0.7736586975548,0.0896988081838204,-0.400947580178078,0.111208369464828
"bwhooks","CSC226-001-BITZER-F15",1,-0.478573781861473,0.502862855846672,0.901337093059171,0.630131955598442,0.158457870438201,0.759553407438656,0.736101303458718
"bwhooks","CSC226-001-BITZER-F15",1,0.975812740561219,1.79391082453008,0.451917812481508,-0.210637604523266,0.731602445128669,0.495382908745937,0.285307508157058
"bwhooks","CSC226-001-BITZER-F15",2,1.09007903155743,1.81524980999069,0.24776880405358,0.00485924922697584,0.686666294864393,0.403969273798867,0.238516854717947
"bwhooks","CSC226-001-BITZER-F15",2,2.79286618749594,-1.39527873231363,1.11347260509965,-0.787588257570621,0.125046087133782,-0.500914152641517,0.07582009308978
"bwhooks","CSC226-001-BITZER-F15",2,1.62032482993085,2.31560751977062,0.309013619226733,-0.0372417047917754,1.63184333155734,0.278068808955758,0.111503433737345
"bwhooks","CSC226-001-BITZER-F15",3,0.935301422999701,1.87679313412195,0.396207629007958,-0.140939731265293,0.809427561829343,0.56157707377895,0.101711784022719
"bwhooks","CSC226-001-BITZER-F15",3,2.68297938005152,-2.69928330993814,1.20484851920932,-1.06957727504007,-0.421604448535407,-0.753848226047042,-0.0798079234117012
"bwhooks","CSC226-001-BITZER-F15",3,-0.103999968996185,1.28769066474436,0.554782266773045,-0.350809963299074,-0.164733217077405,0.711647844390113,0.347306992286614
"bwhooks","CSC226-001-BITZER-F15",4,1.26952813597055,1.84648274101839,0.380163359120707,-0.0824437843207082,0.715627194537205,0.478294142793829,0.269996760206935
"bwhooks","CSC226-001-BITZER-F15",4,2.79761633576423,-1.55939728357693,1.34680491657197,-0.821747533478712,0.172709576754061,-0.733176491732788,0.00561950845318845
"bwhooks","CSC226-001-BITZER-F15",4,-1.677456489584,0.879110512915612,0.573236144454953,-0.6458310505373,-0.534494491530708,0.487478377437335,0.837619648895381
"bwhooks","CSC226-001-BITZER-F15",5,-1.60751674945003,-2.67413613863653,2.95325103655156,5.06413976549544,2.39322703509712,1.20167023176964,2.05024201054622
"bwhooks","CSC226-001-BITZER-F15",5,2.79851798213698,-1.81508816352233,1.40030891120169,-0.875603024103712,0.270123078704685,-0.88464271014911,-0.0369683832003161
"bwhooks","CSC226-001-BITZER-F15",5,-12.5442374296403,0.771428265282164,0.378261332343535,-3.07059759463807,2.91956390616766,-0.986488268722547,0.879039253942867
"bwhooks","CSC226-001-BITZER-F15",6,0.687339267034249,1.61782545447104,0.331152249845803,-0.230668352083009,0.375746038136465,0.418978926027967,0.443503919979404
"bwhooks","CSC226-001-BITZER-F15",6,2.76712698375322,-0.912511029934069,0.942503312320535,-0.679322911505809,-0.0496817241885928,-0.167773926376416,0.169760916576621
"bwhooks","CSC226-001-BITZER-F15",6,-1.84246756600689,1.65265943301637,-0.325079500109262,-0.300892937450468,0.546638132479241,-0.384275482506624,0.517861222597165
